6.1.1.12|6.1.1.23	2251
1.2.1.12|1.2.1.59	1638
5.4.4.3|6.3.1.2	2093
3.6.3.19|3.6.3.20	1290
1.2.1.20|1.2.1.79	659
1.1.1.85|1.1.1.87	831
3.6.3.19|3.6.3.31	257
2.5.1.68|2.5.1.86	130
2.5.1.31|2.5.1.86	173
2.5.1.31|2.5.1.68	262
6.2.1.3|6.2.1.44	164
6.2.1.1|6.2.1.32	1
6.2.1.1|6.2.1.3	40
4.4.1.15|4.4.1.25	14
3.6.3.20|3.6.3.31	215
2.7.8.31|2.7.8.36	46
2.6.1.85|4.1.3.27	233
2.3.1.179|2.3.1.41	563
2.3.1.16|2.3.1.9	196
2.1.3.3|2.1.3.6	70
1.5.1.21|1.5.1.49	90
1.3.5.1|1.3.5.4	508
1.2.1.3|1.2.1.8	98
1.2.1.19|1.2.1.8	353
1.2.1.19|1.2.1.69	483
1.1.1.298|1.1.1.313	7
1.1.1.23|1.1.1.308	136
1.1.1.83|1.1.1.87	337
1.1.1.83|1.1.1.85	391
3.6.3.27|3.6.3.31	297
1.2.1.69|1.2.1.8	345
6.2.1.3|6.2.1.41	26
4.2.1.77|5.1.1.8	144
3.6.3.27|3.6.3.32	69
3.6.3.20|3.6.3.27	17
4.2.1.2|4.3.1.1	112
3.6.3.32|3.6.3.39	42
3.6.3.31|3.6.3.39	147
3.6.3.31|3.6.3.32	125
3.6.3.27|3.6.3.39	65
3.6.3.12|3.6.3.54	5
1.2.1.5|1.2.1.8	156
1.2.1.5|1.2.1.69	134
1.2.1.59|1.2.1.72	67
1.2.1.19|1.2.1.5	140
1.2.1.12|1.2.1.72	95
1.1.1.42|1.1.1.87	48
4.2.1.150|4.2.1.17	32
3.5.3.17|3.5.3.7	122
3.5.3.11|3.5.3.7	113
3.5.3.11|3.5.3.17	120
2.6.1.62|2.6.1.82	13
2.6.1.105|2.6.1.82	7
2.6.1.105|2.6.1.62	10
2.5.1.68|2.5.1.88	123
2.5.1.48|4.4.1.8	36
2.5.1.31|2.5.1.88	159
2.3.1.182|2.3.3.13	65
1.1.1.184|1.1.1.283	2
6.1.1.23|6.1.1.6	49
1.3.8.2|1.3.99.28	36
2.5.1.86|2.5.1.88	87
4.2.1.42|4.2.1.8	3
2.6.1.48|2.6.1.81	17
2.6.1.18|2.6.1.81	46
2.6.1.18|2.6.1.48	67
1.3.1.44|1.3.1.9	4
1.2.1.69|1.2.1.88	17
1.2.1.3|1.2.1.88	15
1.2.1.3|1.2.1.69	29
2.6.1.48|2.6.1.62	10
1.2.1.79|1.2.1.8	33
1.2.1.69|1.2.1.79	28
1.2.1.3|1.2.1.79	34
1.2.1.20|1.2.1.69	5
1.2.1.19|1.2.1.79	40
1.2.1.19|1.2.1.20	12
1.1.1.343|1.1.1.44	60
1.2.1.5|1.2.1.79	17
3.6.3.54|3.6.3.8	37
2.4.2.2|2.4.2.4	39
1.3.5.4|1.4.3.16	42
1.4.1.2|1.4.1.3	62
2.6.1.19|2.6.1.48	20
1.2.1.20|1.2.1.8	32
2.6.1.48|2.6.1.82	3
2.6.1.19|2.6.1.82	4
2.6.1.13|2.6.1.82	8
2.6.1.13|2.6.1.62	8
1.17.1.10|1.7.99.4	14
3.6.3.12|3.6.3.8	4
2.6.1.18|2.6.1.62	13
1.14.13.171|1.14.13.92	21
1.1.1.42|1.1.1.85	35
1.17.7.1|1.17.7.3	41
3.6.3.20|3.6.3.32	8
1.18.6.1|1.3.7.7	54
4.2.1.39|4.2.1.8	1
2.5.1.101|2.5.1.97	3
1.3.5.1|1.4.3.16	2
1.2.1.16|1.2.1.79	3
4.2.1.115|5.1.3.2	26
1.1.1.100|1.3.1.28	1
2.6.1.2|2.6.1.83	17
2.4.1.15|2.4.1.213	4
1.1.1.100|1.1.1.36	5
3.6.3.19|3.6.3.39	9
4.1.3.36|4.2.1.17	3
3.2.1.183|3.2.1.184	7
2.3.1.12|2.3.1.61	5
1.20.4.1|3.1.3.48	8
6.2.1.41|6.2.1.44	1
2.1.3.6|2.1.3.9	1
4.2.1.149|4.2.1.17	8
1.4.1.1|1.6.1.2	26
1.2.1.20|1.2.1.3	2
1.1.1.27|1.1.1.37	4
1.1.1.81|1.1.1.95	2
2.2.1.6|4.1.1.47	4
6.2.1.26|6.2.1.41	1
6.2.1.26|6.2.1.3	1
3.6.3.19|3.6.3.32	8
1.14.13.154|1.14.13.188	1
5.4.99.23|5.4.99.26	1
3.6.3.19|3.6.3.27	6
1.8.1.15|1.8.1.4	7
1.2.1.8|1.2.1.92	5
1.2.1.79|1.2.1.92	2
1.2.1.20|1.2.1.92	2
1.2.1.20|1.2.1.5	4
2.1.3.2|2.1.3.6	1
2.6.1.102|2.6.1.98	2
4.2.1.149|4.2.1.150	11
5.4.3.2|5.4.3.9	1
1.10.3.10|1.9.3.1	1
2.7.2.1|2.7.2.15	7
3.6.3.20|3.6.3.39	2
2.7.8.37|3.6.3.27	3
4.2.1.46|5.1.3.25	1
4.2.1.39|4.2.1.6	3
2.1.3.3|2.1.3.9	1
1.3.8.10|1.3.8.11	4
1.12.2.1|1.12.99.6	1
3.4.11.9|3.4.13.9	1
2.7.7.43|2.7.7.82	3
6.3.2.13|6.3.2.7	2
1.3.1.104|1.3.1.9	1
1.10.3.10|1.10.3.14	2
2.6.1.102|2.6.1.34	1
1.2.1.8|1.2.1.88	1
1.1.1.100|1.1.1.107	2
4.2.1.42|4.2.1.7	1
2.3.3.8|6.2.1.5	2
2.7.8.37|3.6.3.39	1
1.1.1.338|1.5.1.49	3
1.1.1.107|1.1.1.311	1
6.1.1.13|6.2.1.41	3
1.1.1.100|1.1.1.127	1
1.1.1.42|1.1.1.83	1
1.1.1.107|1.1.1.36	1
1.14.14.1|1.8.1.2	1
4.2.1.6|4.2.1.90	1
1.14.13.113|1.14.13.182	1
4.2.1.115|4.2.1.135	1
2.1.1.133|2.1.1.271	1
