epoch,train_loss,valid_loss,accuracy,time
0,2.511245,#na#,00:19
epoch,train_loss,valid_loss,accuracy,time
0,6.382717,#na#,00:20
epoch,train_loss,valid_loss,accuracy,time
0,1.322738,1.286121,0.395883,2:57:02
1,1.370681,1.333099,0.358756,2:56:40
2,1.407350,1.343172,0.358780,2:56:19
3,1.360372,1.318917,0.374831,2:56:42
4,1.375323,1.324954,0.372343,2:56:15
5,1.350365,1.309047,0.378672,2:56:47
6,1.345676,1.304676,0.381714,2:57:35
7,3.201805,2.947913,0.260318,2:57:15
8,3.747333,3.486505,0.256707,2:57:42
9,3.667063,3.494293,0.257488,2:56:37
epoch,train_loss,valid_loss,accuracy,time
0,1.322629,1.283339,0.395883,2:57:02
1,1.369065,1.330477,0.358756,2:56:41
2,1.405603,1.340901,0.358780,2:56:20
3,1.360355,1.316004,0.374831,2:56:43
4,1.377386,1.322277,0.372343,2:56:16
5,1.351082,1.306185,0.378672,2:56:47
6,1.346533,1.301670,0.381714,2:57:34
7,3.276891,2.939524,0.260318,2:57:15
8,3.742341,3.485542,0.256707,2:57:42
9,3.620282,3.499997,0.257488,2:56:39
