epoch,train_loss,valid_loss,accuracy,time
0,1.635264,#na#,00:19
epoch,train_loss,valid_loss,accuracy,time
0,3.089136,#na#,00:19
epoch,train_loss,valid_loss,accuracy,time
0,1.321390,1.284990,0.394558,2:57:12
1,1.368751,1.325606,0.366588,2:57:31
2,1.358057,1.316027,0.373689,2:57:02
3,3.673015,3.388715,0.268129,2:57:04
4,1.379598,1.360561,0.352161,2:56:51
5,1.365663,1.317650,0.370578,2:56:40
6,1.359191,1.315360,0.374221,2:56:38
7,1.356392,1.308637,0.375848,2:57:38
8,1.356292,1.308773,0.376466,2:57:37
9,1.353289,1.307564,0.376993,2:58:06
epoch,train_loss,valid_loss,accuracy,time
0,1.326082,1.287771,0.394558,2:57:12
1,1.366742,1.328339,0.366588,2:57:31
2,1.357749,1.318742,0.373689,2:57:02
3,3.724752,3.617346,0.268129,2:57:04
4,1.380605,1.362278,0.352161,2:56:51
5,1.365361,1.320388,0.370578,2:56:41
6,1.359135,1.318068,0.374221,2:56:39
7,1.356540,1.311524,0.375848,2:57:39
8,1.351089,1.311543,0.376466,2:57:38
9,1.354287,1.310385,0.376993,2:58:05
