epoch,train_loss,valid_loss,accuracy,time
0,3.577748,#na#,00:20
epoch,train_loss,valid_loss,accuracy,time
0,1.664952,#na#,00:21
epoch,train_loss,valid_loss,accuracy,time
0,1.323104,1.283513,0.395850,2:50:25
1,1.319351,1.280804,0.397108,2:52:41
2,1.393839,1.361220,0.330912,2:51:40
3,1.402083,1.386356,0.312256,2:50:38
4,1.421743,1.414919,0.278732,2:53:01
5,1.398478,1.373740,0.332390,2:53:24
6,1.367306,1.324336,0.367729,2:53:16
7,1.351694,1.307290,0.377894,2:52:20
8,1.336937,1.293752,0.388869,2:53:21
9,1.331263,1.290858,0.390681,2:49:38
epoch,train_loss,valid_loss,accuracy,time
0,1.324635,1.286313,0.395850,2:50:25
1,1.322343,1.283514,0.397108,2:52:41
2,1.395080,1.363699,0.330912,2:51:40
3,1.399605,1.387722,0.312256,2:50:38
4,1.424183,1.414677,0.278732,2:53:02
5,1.394842,1.375356,0.332390,2:53:24
6,1.367063,1.327166,0.367729,2:53:18
7,1.349258,1.310247,0.377894,2:52:19
8,1.336926,1.296664,0.388869,2:53:21
9,1.335978,1.293684,0.390681,2:49:38
