epoch,train_loss,valid_loss,accuracy,time
0,2.250753,#na#,00:21
epoch,train_loss,valid_loss,accuracy,time
0,3.412934,#na#,00:21
epoch,train_loss,valid_loss,accuracy,time
0,1.322988,1.284490,0.396258,2:50:37
1,1.384079,1.366847,0.338996,2:50:23
2,1.437698,1.368190,0.343100,2:49:48
3,1.362261,1.322569,0.371785,2:49:57
4,1.350862,1.308263,0.377341,2:49:56
5,1.361163,1.315090,0.373041,2:50:00
6,1.348819,1.307541,0.378127,2:49:54
7,1.339433,1.297536,0.385110,2:49:52
8,1.333609,1.293410,0.388900,2:49:48
9,1.330692,1.290998,0.391016,2:49:55
epoch,train_loss,valid_loss,accuracy,time
0,1.325580,1.287242,0.396258,2:50:38
1,1.384815,1.368590,0.338996,2:50:22
2,1.434212,1.369551,0.343100,2:49:48
3,1.365611,1.324995,0.371785,2:49:57
4,1.350993,1.311021,0.377341,2:49:56
5,1.362185,1.317922,0.373041,2:50:01
6,1.350766,1.310307,0.378127,2:49:54
7,1.341074,1.300489,0.385110,2:49:53
8,1.337357,1.296283,0.388900,2:49:49
9,1.332127,1.293858,0.391016,2:49:55
