epoch,train_loss,valid_loss,accuracy,time
0,1.791313,#na#,00:20
epoch,train_loss,valid_loss,accuracy,time
0,4.295547,#na#,00:21
epoch,train_loss,valid_loss,accuracy,time
0,1.317570,1.278855,0.397914,2:51:14
epoch,train_loss,valid_loss,accuracy,time
0,1.321175,1.281661,0.397914,2:51:14
epoch,train_loss,valid_loss,accuracy,time
0,1.317301,1.281957,0.398357,2:50:20
1,1.316383,1.278773,0.399731,2:50:13
2,1.316443,1.278342,0.399693,2:49:56
epoch,train_loss,valid_loss,accuracy,time
0,1.322081,1.279171,0.398357,2:50:20
1,1.313904,1.275967,0.399731,2:50:13
2,1.314616,1.275567,0.399693,2:49:57
epoch,train_loss,valid_loss,accuracy,time
0,1.318588,1.275937,0.399619,2:49:56
1,1.316014,1.275357,0.399916,2:49:52
2,1.310918,1.274201,0.400366,2:49:59
3,1.312664,1.274035,0.400544,2:49:58
epoch,train_loss,valid_loss,accuracy,time
0,1.317050,1.278710,0.399619,2:49:57
1,1.316453,1.278125,0.399916,2:49:52
2,1.312624,1.276965,0.400366,2:49:59
3,1.314176,1.276792,0.400544,2:49:57
