epoch,train_loss,valid_loss,accuracy,time
0,2.697820,#na#,00:20
epoch,train_loss,valid_loss,accuracy,time
0,2.925481,#na#,00:20
epoch,train_loss,valid_loss,accuracy,time
0,1.326478,1.285694,0.395229,2:50:21
1,1.386658,1.374068,0.327565,2:50:15
2,1.395543,1.375321,0.330653,2:50:06
3,1.399311,1.355649,0.334127,2:49:47
4,1.387418,1.360828,0.346928,2:49:52
5,1.380866,1.345277,0.360958,2:49:42
6,1.364112,1.319768,0.370881,2:49:31
7,1.357895,1.321297,0.369537,2:49:46
8,1.350854,1.309508,0.376304,2:49:42
9,1.354292,1.309216,0.376088,2:49:51
epoch,train_loss,valid_loss,accuracy,time
0,1.324929,1.288488,0.395229,2:50:22
1,1.385707,1.375466,0.327565,2:50:16
2,1.393930,1.376358,0.330653,2:50:07
3,1.398371,1.358646,0.334127,2:49:48
4,1.386469,1.362216,0.346928,2:49:53
5,1.378170,1.347544,0.360958,2:49:42
6,1.362661,1.322619,0.370881,2:49:33
7,1.360014,1.323876,0.369537,2:49:46
8,1.355161,1.312416,0.376304,2:49:44
9,1.354328,1.312077,0.376088,2:49:52
