epoch,train_loss,valid_loss,accuracy,time
0,1.765791,#na#,00:21
epoch,train_loss,valid_loss,accuracy,time
0,2.902982,#na#,00:22
epoch,train_loss,valid_loss,accuracy,time
0,1.321371,1.283914,0.395749,2:50:44
1,1.390899,1.362902,0.327785,2:50:30
2,1.405834,1.391739,0.318115,2:49:56
3,1.404316,1.394494,0.302534,2:49:47
4,1.403227,1.394243,0.308200,2:49:53
5,1.412256,1.408050,0.327342,2:49:51
6,1.417047,1.409588,0.315111,2:51:24
7,1.338147,1.297736,0.385172,2:50:32
8,1.328276,1.289521,0.391229,2:49:54
9,1.326873,1.284674,0.393919,2:49:58
epoch,train_loss,valid_loss,accuracy,time
0,1.322178,1.286772,0.395749,2:50:45
1,1.388356,1.364747,0.327785,2:50:29
2,1.406013,1.392419,0.318115,2:49:56
3,1.402256,1.394716,0.302534,2:49:47
4,1.405192,1.395719,0.308200,2:49:53
5,1.412774,1.408719,0.327342,2:49:51
6,1.416871,1.410381,0.315111,2:51:24
7,1.336941,1.300581,0.385172,2:50:32
8,1.328870,1.292317,0.391229,2:49:54
9,1.324367,1.287500,0.393919,2:49:56
