"name";"temp_final";"dif_final";"cluster"
"Monoraphidium minutum";20;0;2
"Monoraphidium sp. ";20;0;2
"Monoraphidium sp.   ";20;0;2
"Muriella zofingiensis";20;0;2
"Mychonastes sp. ";17.5;2.5;2
"Myriogloea chilensis";10;0;1
"Myriotrichia clavaeformis";10;0;1
"Myriotrichia clavata";10;0;1
"Myrmecia biatorellae";20;0;2
"Myxosarcina burmensis";20;0;2
"Nannochloris bacillaris";20;0;2
"Nannochloris maculata";20;0;2
"Nannochloris sp. ";20;0;2
"Nannochloropsis granulata";20;0;2
"Nannochloropsis oceanica";20;0;2
"Nannochloropsis oculata";20;0;2
"Navicula pelliculosa";20;0;2
"Nemalion sp. no data ";15;0;1
"Nemalion vermiculare";15;0;1
"Nemalionopsis tortuosa";20;0;2
"Neochlorosarcina negevensis";20;0;2
"Neoheteromita hederae";15;0;1
"Neoheteromita soli";20;0;2
"Nephroselmis astigmatica";20;0;2
"Nephroselmis clavistella";20;0;2
"Nephroselmis olivacea";20;0;2
"Nephroselmis pyriformis";20;0;2
"Nephroselmis sp. ";20;0;2
"Nephroselmis viridis";20;0;2
"Nereocystis luetkeana";10;0;1
"Nitella acuminata";20;0;2
"Nitella axilliformis";22;0;2
"Nitella comptonii";20;0;2
"Nitella flexilis";20;0;2
"Nitella furcata";20;0;2
"Nitella gracilens";20;0;2
"Nitella hyalina";20;0;2
"Nitella japonica";22;0;2
"Nitella megaspora";20;0;2
"Nitella mirabilis";20;0;2
"Nitella moriokae";20;0;2
"Nitella pulchella";20;0;2
"Nitella sp. ";20;0;2
"Nitellopsis obtusa";20;0;2
"Nitzschia brevissima";20;0;2
"Nitzschia fruticosa";20;0;2
"Nitzschia palea";15;0;1
"Nitzschia sp. ";20;1.11111111111111;2
"Nodularia sp. ";25;0;2
"Norrisiella sphaerica";20;0;2
"Nostoc carneum";20;0;2
"Nostoc commune";20;0;2
"Nostoc linckia";20;0;2
"Nostoc minutum";20;0;2
"Nostoc punctiforme";20;0;2
"Nostoc sp. ";20;0;2
"Nostoc sp.  ";20;0;2
"Nostoc verrucosum";20;0;2
"Ochromonas danica";20;0;2
"Ochromonas minuta";20;0;2
"Ochromonas sp. ";20;0;2
"Ochrosphaera neapolitana";17.5;2.5;2
"Ochrosphaera sp. ";15;0;1
"Odontella aurita";15;0;1
"Odontella longicruris";15;0;1
"Oedogonium obesum";20;0;2
"Olisthodiscus luteus";20;0;2
"Oltmannsiellopsis geminata";20;0;2
"Oltmannsiellopsis unicellularis";20;0;2
"Oltmannsiellopsis viridis";20;0;2
"Oocystis borgei";15;0;1
"Oocystis lacustris";20;1.66666666666667;2
"Oogamochlamys sp. ";20;0;2
"Oolithotus fragilis";20;0;2
"Ophiocytium capitatum";17.5;2.5;2
"Ophiocytium parvulum";20;0;2
"Ophiocytium sp. ";20;0;2
"Oscillatoria amphibia";20;0;2
"Oscillatoria animalis";20;0;2
"Oscillatoria laetevirens";20;0;2
"Oscillatoria limnetica";20;0;2
"Oscillatoria mougeotii";20;0;2
"Oscillatoria neglecta";20;0;2
"Oscillatoria rosea";20;0;2
"Oscillatoria tenuis";20;0;2
"Ostreococcus lucimarinus";20;0;2
"Ostreococcus sp. ";20;0;2
"Ostreococcus tauri";20;0;2
"Ostreopsis cf. ovata";20;0;2
"Ovaloplaca yabuki";20;0;2
"Ovulinata parva";20;0;2
"Oxyrrhis marina";20;0;2
"Pachydictyon coriaceum";10;0;1
"Padina crassa";10;0;1
"Pandorina colemaniae";20;0;2
"Pandorina morum";20;0;2
"Paracercomonas elongata";20;0;2
"Paracercomonas oxoniensis";20;0;2
"Paracercomonas paralaciniaegerens";20;0;2
"Paracercomonas pleomorpha";20;0;2
"Paracercomonas producta";20;0;2
"Parachlorella kessleri";20;0;2
"Paramecium bursaria";20;0;2
"Paraphysomonas vestita";20;0;2
"Pascherina tetras";20;0;2
"Paulinella chromatophora";20;0;2
"Paulinella micropora";20;0;2
"Paulschulzia pseudovolvox";20;0;2
"Pavlova gyrans";20;0;2
"Pavlova pinguis";20;0;2
"Pavlova sp. ";20;0;2
"Pediastrum angulosum";20;0;2
"Pediastrum boryanum";20;0;2
"Pediastrum duplex";20;0;2
"Pediastrum simplex";20;0;2
"Pedinella sp. ";10;0;1
"Pedinella squamata";20;0;2
"Pedinomonas minor";20;0;2
"Pelagomonas calceolata";20;0;2
"Pelagomonas sp. ";20;0;2
"Penium margaritaceum";20;0;2
"Percolomonas sp. ";15;0;1
"Peridinium bipes";15;0;1
"Peridinium pseudolaeve";15;0;1
"Peridinium willei";15;0;1
"Perithalia caudata";10;0;1
"Petalonia zosterifolia";10;0;1
"Phacotus lenticularis";20;0;2
"Phaeocystis globosa";17.5;2.5;2
"Phaeomonas sp. ";20;0;2
"Phaeophysema sphaerocephala";10;0;1
"Phaeostrophion irregularis";10;0;1
"Phormidesmis molle";20;0;2
"Phormidium ambiguum";20;0;2
"Phormidium angustissimum";20;0;2
"Phormidium foveolarum";20;0;2
"Phormidium jenkelianum";20;0;2
"Phormidium luridum";20;0;2
"Phormidium mucicola";20;0;2
"Phormidium sp. ";20;0;2
"Picochlorum oculatum";20;0;2
"Picochlorum sp. ";20;0;2
"Picophagus flagellatus";20;0;2
"Placidia cafeteriopsis";15;0;1
"Planctonema lauterbornii";20;0;2
"Planktosphaeria gelatinosa";20;0;2
"Planktothricoides raciborskii";20;0;2
"Planktothrix agardhii";20;0.769230769230769;2
"Planktothrix raciborskii";20;0;2
"Planktothrix rubescens";20;0;2
"Planktothrix spiroides";23;1;2
"Planktothrix suspensa";20;0;2
"Planothidium frequentissimum";15;0;1
"Planothidium lanceolatum";15;0;1
"Platydorina caudata";21.5;1.5;2
"Plectonema boryanum";20;0;2
"Pleodorina californica";22.5;2.5;2
"Pleodorina indica";23;0;2
"Pleodorina japonica";20;0;2
"Pleodorina starrii";20;0;2
"Pleodorina thompsonii";20;0;2
"Pleurochrysis haptonemofera";20;0;2
"Pleurochrysis roscoffensis";20;0;2
"Pleurochrysis sp. ";20;0;2
"Pleurophycus gardneri";10;0;1
"Pleurotaenium cylindricum";22;0;2
"Pleurotaenium ehrenbergii";20;0;2
"Pleurotaenium nodosum";20;0;2
"Pleurotaenium ovatum";20;0;2
"Plocamium cartilagineum";10;0;1
"Plocamium ovicornis";10;0;1
"Plocamium recurvatum";10;0;1
"Plocamium telfairiae";10;0;1
"Polyedriopsis spinulosa";20;0;2
"Polysiphonia senticulosa";10;0;1
"Polysiphonia sp. no data ";15;0;1
"Porphyridium aerugineum";20;0;2
"Porphyridium purpureum";20;0;2
"Porphyridium sp. ";20;0;2
"Poterioochromonas malhamensis";20;0;2
"Prasinoderma coloniale";20;0;2
"Prasinoderma sp. ";20;0;2
"Prochlorococcus marinus";20;0;2
"Prochlorococcus sp. ";20;0;2
"Prorocentrum concavum";20;0;2
"Prorocentrum dentatum";20;0;2
"Prorocentrum mexicanum";20;0;2
"Prorocentrum micans";20;0;2
"Prorocentrum minimum";20;0;2
"Prorocentrum sp. ";20;0;2
"Prorocentrum triestinum";20;0;2
"Protodesmus globulifer";20;0;2
"Protohalopteris radicans";4;0;0
"Prymnesium calathiferum";20;0;2
"Prymnesium neolepis";20;0;2
"Prymnesium parvum";15;1.66666666666667;1
"Prymnesium sp. ";20;0;2
"Psammoneis sp. ";15;0;1
"Pseudanabaena cenerea";20;0;2
"Pseudanabaena foetida";20;0;2
"Pseudanabaena sp. ";20;1.66666666666667;2
"Pseudanabaena yagii";20;0;2
"Pseudendoclonium sp. ";20;0;2
"Pseudocarteria mucosa";20;0;2
"Pseudochattonella verruculosa";20;0;2
"Pseudochlorella pringsheimii";20;0;2
"Pseudochorda gracilis";10;0;1
"Pseudococcomyxa simplex";15;0;1
"Pseudodictyosphaerium sp. ";20;0;2
"Pseudomarvania ampulliformis";20;0;2
"Pseudopediastrum alternans";20;0;2
"Pseudopedinella pyriformis";20;0;2
"Pseudophyllomitus vesiculosus";20;0;2
"Pseudopleurococcus printzii";20;0;2
"Pseudoschroederia antillarum";25;0;2
"Pseudoscourfieldia marina";20;0;2
"Pseudotrebouxia  corticola";20;0;2
"Pterocladiella capillacea";15;0;1
"Pterocladiella capillaceae";15;0;1
"Pterocladiella tenuis";15;0;1
"Pteromonas aculeata";20;0;2
"Pteromonas angulosa";20;0;2
"Pteromonas sp. ";20;0;2
"Pterosperma cristatum";20;0;2
"Pterygophora californica";10;0;1
"Pycnococcus provasolii";20;0;2
"Pycnococcus sp. ";20;2;2
"Pylaiella littoralis";10;0;1
"Pylaiella washingtoniensis";10;0;1
"Pyramimonas aff. amylifera";20;0;2
"Pyramimonas cordata";20;0;2
"Pyramimonas disomata";20;0;2
"Pyramimonas grossii";20;0;2
"Pyramimonas parkeae";20;0;2
"Pyramimonas propulsa";20;0;2
"Pyramimonas sp. ";20;0;2
"Pyramimonas vacuolata";20;0;2
"Pyrobotrys casinoensis";20;0;2
"Pyrobotrys elongata";20;0;2
"Pyrobotrys squarrosa";20;0;2
"Pyrophacus horologium";20;0;2
"Pyrophacus steinii";20;0;2
"Pyropia abbottiae";10;0;1
"Pyropia crassa";10;0;1
"Pyropia dentata";15;0;1
"Pyropia kanakaensis";10;0;1
"Pyropia katadae";10;0;1
"Pyropia kuniedae";10;0;1
"Pyropia lacerata";10;0;1
"Pyropia nereocystis";10;0;1
"Pyropia pseudolanceolata";10;0;1
"Pyropia seriata";15;0;1
"Pyropia sp. no data ";10;0;1
"Pyropia tanegashimensis";15;0;1
"Pyropia tenera";10;0.833333333333333;1
"Pyropia tenuipedalis";15;0;1
"Pyropia yezoensis";15;0;1
"Raphidiophrys contractilis";20;0;2
"Raphidiopsis curvata";24;0;2
"Raphidiopsis raciborskii";20;0;2
"Raphidiopsis sp. ";20;0;2
"Raphidocelis subcapitata";15;1.66666666666667;1
"Raphidonema nivale";20;0;2
"Rhizochromulina sp. ";20;0;2
"Rhodella sp. ";20;0;2
"Rhodochorton purpureum";15;1.66666666666667;1
"Rhodomonas atrorosea";15;0;1
"Rhodomonas baltica";15;0;1
"Rhodomonas chrysoidea";15;0;1
"Rhodomonas duplex";15;0;1
"Rhodomonas falcata";15;0;1
"Rhodomonas salina";17.5;2.5;2
"Rhodomonas sp. ";15;0.9375;1
"Rhysamphichloris curta";20;0;2
"Rhysamphichloris similis";20;0;2
"Roya anglica";20;0;2
"Rubratella sp. ";15;0;1
"Rufusiella insignis";20;0;2
"Rusalka fusiformis";20;0;2
"Saccharina angustata";10;0;1
"Saccharina japonica";10;1.66666666666667;1
"Saccharina japonica var. diabolica";10;0;1
"Saccharina japonica var. ochotensis";10;0;1
"Saccorhiza dermatodea";10;0;1
"Saccorhiza polyschides";10;0;1
"Salpingoeca infusionum";15;0;1
"Sandona aestiva";15;0;1
"Sandona dimutans";20;0;2
"Sandona disimilis";15;0;1
"Sandona erratica";15;0;1
"Sandona pentamutans";15;0;1
"Sandona similis";15;0;1
"Sandona tetramutans";15;0;1
"Sandona tetrasimilis";15;0;1
"Sandona ubiquita";15;0;1
"Saundersella simplex";10;0;1
"Scenedesmus acutus";20;0;2
"Scenedesmus basiliensis";20;0;2
"Scenedesmus bijuga";20;0;2
"Scenedesmus chlorelloides";20;0;2
"Scenedesmus coelastroides";20;0;2
"Scenedesmus costulatus";20;0;2
"Scenedesmus sp. ";20;0;2
"Schizocladia ischiensis";17.5;2.5;2
"Schizymenia dubyi";10;0;1
"Scinaia sp. no data ";12.5;2.5;1
"Scrippsiella sp. ";20;0;2
"Scrippsiella trochoidea";20;0;2
"Scytonema javanicum";20;0;2
"Scytonema sp.  ";20;0;2
"Scytosiphon lomentaria";10;0;1
"Scytothamnus fasciculata";10;0;1
"Selenastrum gracile";15;0;1
"Sellaphora seminulum";15;1.66666666666667;1
"Skeletonema ardens";15;0;1
"Skeletonema costatum";15;0;1
"Skeletonema dohrnii";10;1.66666666666667;1
"Skeletonema grevillei";20;0;2
"Skeletonema japonicum";10;1.66666666666667;1
"Skeletonema marinoi";10;0;1
"Skeletonema menzelii";15;0;1
"Skeletonema pseudocostatum";15;0;1
"Skeletonema tropicum";20;0;2
"Spermatochnus paradoxus";10;0;1
"Sphacelaria fusca";4;0;0
"Sphacelaria plumigera";10;0;1
"Sphacelaria sp. no data ";10;0;1
"Sphaceloderma caespitula";4;0;0
"Sphacelorbus nanus";4;0;0
"Sphaerospermopsis aphanizomenoides";20;0;2
"Sphaerospermopsis eucompacta";20;0;2
"Sphaerospermopsis kisseleviana";22;0;2
"Sphaerospermopsis oumiana";20;0;2
"Sphaerospermopsis reniformis";20;0;2
"Sphaerotrichia divaricata";10;0;1
"Sphaerozosma sp. ";20;0;2
"Spinoclosterium cuspidatum";20;0;2
"Spirulina  subsalsa";37;0;3
"Spirulina subsalsa";24;1.33333333333333;2
"Sporochnus pedunculatus";10;0;1
"Sporochnus radiciformis";10;0;1
"Sporochnus sp. no data ";10;0;1
"Spumella sp. ";20;0;2
"Spyridia filamentosa";15;0;1
"Stanieria sp. ";20;0;2
"Staurastrum dorsidentiferum";25;0;2
"Staurastrum inconspicuum";20;0;2
"Staurastrum levanderi";20;0;2
"Staurastrum paradoxum";20;0;2
"Staurastrum tsukubicum";20;0;2
"Stauridium tetras";20;0;2
"Staurodesmus dejectus";20;0;2
"Staurosirella berolinensis";20;0;2
"Stephanosphaera pluvialis";20;0;2
"Stichococcus  bacillaris";20;0;2
"Stichococcus bacillaris";17.5;2.5;2
"Stichococcus sp. ";15;0;1
"Stictyosiphon adriaticus";10;0;1
"Stictyosiphon sorifera";10;0;1
"Stictyosiphon soriferus";10;0;1
"Stictyosiphon sp. no data ";10;1.66666666666667;1
"Stictyosiphon tortilis";10;0;1
"Stigeoclonium aestivale";20;0;2
"Stigeoclonium fasciculare";10;0;1
"Stigeoclonium sp. ";10;0;1
"Stigonema ocellatum";20;0;2
"Stilophora rhizodes";10;0;1
"Streblonema sp. no data ";15;0;1
"Striaria attenuata";12.5;2.5;1
"Stypocaulon durum";10;0;1
"Subdenia actinophysa";15;0;1
"Suigetsumonas clinomigrationis";20;0;2
"Symbiodinium sp. ";20;0;2
"Symbiomonas scintillans";20;0;2
"Symphyocladia marchantioides";10;0;1
"Symphyocladia pumila";10;0;1
"Symploca muscorum";20;0;2
"Synechococcus leopoliensis";20;0;2
"Synechococcus sp. ";20;2.17391304347826;2
"Synechocystis sp. ";20;0;2
"Synura petersenii";17.5;2.5;2
"Synura sphagnicola";20;0;2
"Synura spinosa";20;0;2
"Syracosphaera pulchra";20;0;2
"Syringoderma abyssicola";10;0;1
"Tabellaria flocculosa";15;0;1
"Tabris heimii";20;0;2
"Taonia atomaria";10;0;1
"Tetrabaena socialis";15;5;1
"Tetradesmus acuminatus";20;0;2
"Tetradesmus dimorphus";20;0;2
"Tetradesmus obliquus";20;0;2
"Tetrahymena pyriformis";15;0;1
"Tetranephris brasiliensis";15;0;1
"Tetraselmis cordiformis";20;0;2
"Tetraselmis levis";20;0;2
"Tetraselmis sp. ";20;0;2
"Tetraselmis striata";20;0;2
"Tetraselmis subcordiformis";20;0;2
"Tetraselmis verrucosa";20;0;2
"Tetrastrum staurogeniaeforme";20;0;2
"Thalassionema nitzschioides";15;0;1
"Thaumatomastix sp. ";20;0;2
"Thecadinium kofoidii";20;0;2
"Thermosynechococcus elongatus";50;0;3
"Thermosynechococcus vulcanus";50;0;3
"Thoracosphaera heimii";20;0;2
"Thorea gaudichaudii";20;0;2
"Thorea hispida";20;1.66666666666667;2
"Thorea okadae";20;2.21428571428571;2
"Tilopteris mertensii";10;0;1
"Tinocladia crassa";10;0;1
"Togula britannica";20;0;2
"Tolypothrix sp. ";20;0;2
"Tolypothrix tenuis";20;0;2
"Trachelomonas sp. ";20;0;2
"Trachynema groenlandicum";10;0;1
"Trachyrhizium urniformis";20;0;2
"Trebouxia anticipata";20;0;2
"Trebouxia arboricola";20;0;2
"Trebouxia corticola";20;0;2
"Trebouxia erici";20;0;2
"Trebouxia glomerata";20;0;2
"Trebouxia higginsiae";20;0;2
"Trebouxia showmanii";20;0;2
"Trebouxia sp. ";20;0;2
"Trentepohlia arborum";20;0;2
"Trentepohlia aurea";20;0;2
"Trentepohlia bosseae";20;0;2
"Trepomonas sp. ";15;0;1
"Treubaria triappendiculata";20;0;2
"Triceratium dubium";20;0;2
"Trichodesmium sp. ";23.5;1.5;2
"Trichogloea requienii";15;0;1
"Tricleocarpa sp. no data ";15;0;1
"Triparma eleuthera";21;1;2
"Triparma laevis";5;0;1
"Triparma pacifica";20;0;2
"Triparma sp. ";17.5;2.5;2
"Triparma strigata";5;0;1
"Triparma verrucosa";5;0;1
"Triploceras gracile";22;0;2
"Tsukubamonas globosa";20;0;2
"Tychonema bourrellyi";20;0;2
"Ulnaria delicatissima";20;0;2
"Ulnaria japonica";20;0;2
"Ulothrix sp. no data ";10;0;1
"Ulothrix zonata";10;0;1
"Ulva australis";15;0;1
"Ulva californica";15;0;1
"Ulva compressa";15;0;1
"Ulva fenestrata";12.5;2.5;1
"Ulva flexuosa";15;0;1
"Ulva lactuca";15;0;1
"Ulva linza";15;0;1
"Ulva ohnoi";15;0;1
"Ulva pertusa";15;0;1
"Ulva rigida";15;0;1
"Ulva scandinavica";15;0;1
"Ulva sp. no data ";15;1.42857142857143;1
"Umbilicosphaera foliosa";20;0;2
"Umbilicosphaera hulburtiana";15;0;1
"Umbilicosphaera hulburtiana ";20;0;2
"Umbilicosphaera sibogae";20;0;2
"Umbraulva kuaweuweu";10;0;1
"Umezakia natans";20;0;2
"Undaria pinnatifida";10;0;1
"Urnella terrestris";20;0;2
"Uroglena americana";15;0;1
"Uronema confervicolum";20;0;2
"Uronema gigas";20;0;2
"Vacuoliviride crystalliferum";20;0;2
"Vannella simplex";20;0;2
"Vaucheria frigida";20;0;2
"Vexillifera westveldii";20;0;2
"Viridiuvalis adhaerens";20;0;2
"Vischeria punctata";20;0;2
"Vischeria stellata";20;0;2
"Vitreochlamys aulata";20;0;2
"Vitreochlamys fluviatilis";20;0;2
"Vitreochlamys gloeocystiformis";20;0;2
"Vitreochlamys nekrassovii";20;0;2
"Vitreochlamys ordinata";20;0;2
"Vitreochlamys pinguis";20;0;2
"Vitreochlamys sp. ";20;0;2
"Volvox  capensis";15;0;1
"Volvox africanus";23;1.33333333333333;2
"Volvox aureus";20;2.66666666666667;2
"Volvox barberi";23;0;2
"Volvox carteri";23;1.25;2
"Volvox dissipatrix";24;0;2
"Volvox ferrisii";20;0;2
"Volvox gigas";23;0;2
"Volvox kirkiorum";21.5;1.5;2
"Volvox obversus";23;0;2
"Volvox ovalis";22;0;2
"Volvox powersii";24;0;2
"Volvox reticuliferus";20;0;2
"Volvox rousseletii";22.5;0.5;2
"Volvox sp. ";20;0.333333333333333;2
"Volvox tertius";21.5;1.5;2
"Volvox zeikusii";23;0;2
"Volvulina boldii";20;0;2
"Volvulina compacta";20;0;2
"Volvulina pringsheimii";20;0;2
"Volvulina steinii";20;0;2
"Vorticella sp. ";20;0;2
"Watanabea reniformis";17.5;2.5;2
"Wobblia lunata";15;0;1
"Yamagishiella unicocca";20;1.78571428571429;2
"Zosterocarpus oedogoniae";15;0;1
