346438	11600
1.1.1.1	30
1.1.1.2	45
1.1.1.6	1
1.1.1.18	74
1.1.1.22	472
1.1.1.23	822
1.1.1.24	1
1.1.1.25	23
1.1.1.27	4
1.1.1.30	71
1.1.1.36	19
1.1.1.37	2120
1.1.1.42	1579
1.1.1.44	103
1.1.1.49	86
1.1.1.53	59
1.1.1.60	66
1.1.1.81	222
1.1.1.83	368
1.1.1.85	1139
1.1.1.86	135
1.1.1.87	126
1.1.1.94	82
1.1.1.95	80
1.1.1.100	1676
1.1.1.103	7
1.1.1.107	37
1.1.1.108	479
1.1.1.127	60
1.1.1.130	2
1.1.1.132	23
1.1.1.133	14
1.1.1.136	232
1.1.1.157	39
1.1.1.159	3
1.1.1.175	8
1.1.1.184	6
1.1.1.192	1
1.1.1.203	6
1.1.1.205	2069
1.1.1.262	207
1.1.1.264	2
1.1.1.268	20
1.1.1.271	298
1.1.1.274	7
1.1.1.282	3
1.1.1.283	28
1.1.1.290	11
1.1.1.298	68
1.1.1.302	1
1.1.1.308	1151
1.1.1.310	15
1.1.1.311	67
1.1.1.313	12
1.1.1.325	1
1.1.1.333	4
1.1.1.335	12
1.1.1.336	90
1.1.1.338	11
1.1.1.340	2
1.1.1.343	3
1.1.1.361	2
1.1.1.371	1
1.1.1.373	4
1.1.2.7	24
1.1.2.8	43
1.1.3.15	263
1.1.5.6	36
1.1.98.2	16
1.1.98.3	21
1.1.99.28	12
1.2.1.n2	19
1.2.1.3	295
1.2.1.5	234
1.2.1.8	458
1.2.1.9	7
1.2.1.10	69
1.2.1.11	739
1.2.1.12	1339
1.2.1.16	19
1.2.1.19	89
1.2.1.20	137
1.2.1.26	69
1.2.1.41	434
1.2.1.59	137
1.2.1.69	350
1.2.1.70	123
1.2.1.71	69
1.2.1.72	47
1.2.1.79	246
1.2.1.81	740
1.2.1.88	5
1.2.1.92	10
1.2.2.3	2
1.2.4.1	2881
1.2.4.4	246
1.2.5.1	27
1.2.7.3	37
1.2.7.10	7
1.2.99.2	491
1.3.1.n3	209
1.3.1.9	943
1.3.1.14	18
1.3.1.28	6
1.3.1.31	43
1.3.1.34	296
1.3.1.44	9
1.3.1.56	5
1.3.1.84	109
1.3.1.86	17
1.3.1.91	323
1.3.1.98	69
1.3.1.104	18
1.3.3.3	541
1.3.3.4	3
1.3.5.1	1831
1.3.5.2	131
1.3.5.4	459
1.3.5.5	4
1.3.7.5	1
1.3.7.7	38
1.3.8.2	3
1.3.8.10	41
1.3.8.11	41
1.3.98.1	1
