5.4.4.3|6.3.1.2	1539
6.1.1.12|6.1.1.23	1614
1.2.1.12|1.2.1.59	1151
1.1.1.85|1.1.1.87	498
3.6.3.27|3.6.3.31	192
1.3.5.1|1.3.5.4	276
1.2.1.20|1.2.1.79	580
1.14.14.1|1.8.1.2	10
1.1.1.83|1.1.1.87	192
6.2.1.18|6.2.1.5	9
3.6.3.31|3.6.3.32	146
3.6.3.27|3.6.3.32	78
3.6.3.19|3.6.3.31	166
3.6.3.19|3.6.3.20	800
2.8.4.4|2.8.4.5	6
2.7.8.31|2.7.8.36	78
2.6.1.62|2.6.1.82	18
2.6.1.48|2.6.1.82	5
2.6.1.19|2.6.1.82	6
2.6.1.19|2.6.1.48	54
2.6.1.105|2.6.1.82	7
2.6.1.105|2.6.1.62	37
2.5.1.48|4.4.1.8	36
2.4.2.2|2.4.2.4	49
2.3.1.182|2.3.3.13	41
2.3.1.16|2.3.1.9	182
2.1.3.3|2.1.3.6	121
1.4.1.2|1.4.1.3	30
1.4.1.1|1.6.1.2	10
1.1.1.83|1.1.1.85	232
1.1.1.343|1.1.1.44	73
1.2.1.19|1.2.1.69	193
1.2.1.69|1.2.1.8	137
1.2.1.19|1.2.1.8	153
1.2.1.5|1.2.1.8	56
1.2.1.5|1.2.1.69	61
1.2.1.19|1.2.1.5	59
6.2.1.3|6.2.1.41	27
4.2.1.115|5.1.3.2	30
3.6.3.31|3.6.3.39	74
3.6.3.27|3.6.3.39	22
3.5.3.11|3.5.3.17	86
2.5.1.86|2.5.1.88	79
2.5.1.31|2.5.1.88	126
2.5.1.31|2.5.1.86	145
2.3.1.179|2.3.1.41	286
1.3.8.2|1.3.99.28	14
6.2.1.1|6.2.1.3	64
3.6.3.20|3.6.3.31	144
4.2.1.6|4.2.1.8	29
4.2.1.39|4.2.1.8	92
4.2.1.39|4.2.1.6	38
3.6.3.54|3.6.3.8	162
3.2.1.183|3.2.1.184	4
2.6.1.85|4.1.3.27	205
2.6.1.18|2.6.1.81	22
2.5.1.31|2.5.1.68	187
1.5.1.21|1.5.1.49	31
1.2.1.5|1.2.1.79	4
1.2.1.20|1.2.1.5	2
3.6.3.12|3.6.3.54	69
1.10.3.10|1.10.3.14	184
3.6.3.12|3.6.3.8	56
4.2.1.77|5.1.1.8	123
3.5.3.17|3.5.3.7	97
3.5.3.11|3.5.3.7	78
1.1.1.42|1.1.1.87	82
4.2.1.150|4.2.1.17	88
4.2.1.149|4.2.1.150	17
6.3.2.13|6.3.2.7	8
5.4.3.3|5.4.3.4	2
4.2.1.149|4.2.1.17	12
2.3.1.12|2.3.1.61	8
1.17.7.1|1.17.7.3	26
1.12.2.1|1.12.99.6	17
1.1.1.298|1.1.1.313	13
6.1.1.23|6.1.1.6	47
3.6.3.32|3.6.3.39	20
2.6.1.2|2.6.1.83	11
2.5.1.68|2.5.1.86	91
1.3.1.44|1.3.1.9	36
1.3.1.1|1.8.1.19	1
1.14.13.171|1.14.13.92	16
1.1.1.23|1.1.1.308	70
4.2.1.46|5.1.3.20	1
2.5.1.68|2.5.1.88	64
1.2.1.3|1.2.1.79	20
1.2.1.20|1.2.1.3	7
1.2.1.12|1.2.1.72	68
1.18.6.1|1.3.7.7	30
2.7.2.1|2.7.2.15	19
2.6.1.13|2.6.1.82	6
2.6.1.13|2.6.1.62	6
4.2.1.46|5.1.3.25	2
4.2.1.2|4.3.1.1	65
1.3.5.4|1.4.3.16	47
1.2.1.3|1.2.1.8	55
1.1.1.27|1.1.1.37	3
6.2.1.3|6.2.1.44	116
4.4.1.15|4.4.1.25	27
3.6.3.19|3.6.3.39	12
2.6.1.18|2.6.1.48	21
1.1.1.42|1.1.1.85	42
1.2.1.69|1.2.1.79	10
1.17.1.9|1.2.2.3	6
1.1.5.6|1.2.2.3	6
1.1.5.6|1.17.1.9	7
1.2.1.79|1.2.1.8	25
1.2.1.20|1.2.1.8	17
6.2.1.26|6.2.1.3	6
2.2.1.6|4.1.1.47	4
1.2.1.19|1.2.1.79	10
1.2.1.59|1.2.1.72	50
6.2.1.41|6.2.1.44	2
1.1.1.100|1.1.1.36	8
4.1.3.36|4.2.1.17	5
4.1.3.36|4.2.1.150	3
1.1.1.100|1.3.1.28	1
2.6.1.48|2.6.1.62	9
2.6.1.105|2.6.1.48	2
2.3.3.8|6.2.1.5	2
1.2.1.16|1.2.1.79	8
6.1.1.13|6.2.1.41	1
4.2.1.68|4.2.1.8	1
2.6.1.18|2.6.1.62	13
2.6.1.102|2.6.1.98	8
1.1.1.100|1.1.1.311	4
5.1.3.14|5.1.3.23	1
3.6.3.20|3.6.3.27	4
3.6.3.19|3.6.3.27	1
1.20.4.1|3.1.3.48	6
1.2.1.8|1.2.1.92	2
2.4.1.15|2.4.1.213	1
3.6.3.20|3.6.3.39	4
2.6.1.48|2.6.1.81	14
1.8.1.15|1.8.1.4	4
