3.6.3.19|3.6.3.20	1518
5.4.4.3|6.3.1.2	1964
6.1.1.12|6.1.1.23	2470
1.2.1.20|1.2.1.79	1823
1.2.1.12|1.2.1.59	924
4.2.1.150|4.2.1.17	75
1.3.5.1|1.3.5.4	279
6.2.1.3|6.2.1.44	114
4.2.1.77|5.1.1.8	903
3.5.3.11|3.5.3.7	139
2.6.1.85|4.1.3.27	180
2.5.1.68|2.5.1.86	170
2.5.1.31|2.5.1.86	244
2.5.1.31|2.5.1.68	244
2.1.3.3|2.1.3.6	122
1.3.1.44|1.3.1.9	214
1.1.1.343|1.1.1.44	430
6.2.1.3|6.2.1.41	39
4.2.1.2|4.3.1.1	57
3.6.3.31|3.6.3.32	149
3.6.3.27|3.6.3.31	212
3.6.3.20|3.6.3.31	318
3.6.3.19|3.6.3.31	312
3.5.3.17|3.5.3.7	126
3.5.3.11|3.5.3.17	81
2.8.4.4|2.8.4.5	4
2.5.1.86|2.5.1.88	216
2.5.1.68|2.5.1.88	181
2.5.1.31|2.5.1.88	284
2.3.1.16|2.3.1.9	133
1.2.1.79|1.2.1.8	51
1.2.1.3|1.2.1.8	55
1.2.1.3|1.2.1.79	53
1.1.1.85|1.1.1.87	345
1.1.1.83|1.1.1.87	55
1.1.1.83|1.1.1.85	78
1.1.1.23|1.1.1.308	99
2.3.1.179|2.3.1.41	468
1.5.1.21|1.5.1.49	207
1.2.1.69|1.2.1.8	186
1.2.1.3|1.2.1.69	5
4.2.1.42|4.2.1.7	9
3.6.3.32|3.6.3.39	50
3.6.3.31|3.6.3.39	123
2.6.1.2|2.6.1.83	52
2.6.1.102|2.6.1.98	7
2.3.1.182|2.3.3.13	66
1.2.1.5|1.2.1.69	130
1.2.1.59|1.2.1.72	51
1.2.1.3|1.2.1.5	1
1.2.1.20|1.2.1.3	42
1.2.1.19|1.2.1.69	300
1.2.1.12|1.2.1.72	104
1.2.1.69|1.2.1.79	35
1.2.1.19|1.2.1.79	53
2.5.1.48|4.4.1.8	88
2.4.1.319|2.4.1.320	93
4.4.1.15|4.4.1.25	73
4.2.1.39|4.2.1.8	19
4.2.1.149|4.2.1.150	28
3.6.3.27|3.6.3.32	53
2.8.3.16|2.8.3.19	1
2.6.1.105|2.6.1.62	57
1.2.1.19|1.2.1.8	202
1.17.7.1|1.17.7.3	31
1.1.1.42|1.1.1.87	69
1.1.1.42|1.1.1.85	71
1.2.1.19|1.2.1.5	125
2.6.1.18|2.6.1.81	8
2.4.2.2|2.4.2.4	65
1.2.1.5|1.2.1.8	82
1.17.1.10|1.7.99.4	36
3.6.3.54|3.6.3.8	80
2.6.1.13|2.6.1.62	7
2.6.1.105|2.6.1.13	3
1.2.1.20|1.2.1.8	32
1.3.5.4|1.4.3.16	48
1.14.14.1|1.8.1.2	5
2.5.1.101|2.5.1.97	3
1.2.1.5|1.2.1.79	28
1.2.1.16|1.2.1.79	4
3.6.3.19|3.6.3.32	9
2.1.3.3|2.1.3.9	12
1.2.1.69|1.2.1.88	10
6.2.1.1|6.2.1.3	10
2.6.1.48|2.6.1.62	3
2.6.1.18|2.6.1.62	24
2.6.1.18|2.6.1.48	8
1.3.8.2|1.3.99.28	10
2.7.8.31|2.7.8.36	51
1.14.13.171|1.14.13.92	5
3.6.3.12|3.6.3.8	20
3.6.3.12|3.6.3.54	30
3.5.4.3|3.5.4.33	5
1.1.1.338|1.5.1.49	7
1.1.1.100|1.1.1.36	6
