epoch,train_loss,valid_loss,accuracy,time
0,1.382080,1.378361,0.350324,04:03
1,1.344294,1.343068,0.361544,04:02
2,1.333425,1.339053,0.365187,04:01
3,1.331447,1.335165,0.366949,04:02
4,1.329931,1.332569,0.369137,04:02
5,1.327526,1.336753,0.365846,04:02
6,1.323123,1.328042,0.371584,04:02
7,1.318058,1.326424,0.373760,04:02
8,1.317050,1.323561,0.374042,04:02
9,1.314565,1.323076,0.375378,04:02
10,1.310820,1.322597,0.375533,04:03
11,1.306891,1.322959,0.375295,04:03
12,1.298831,1.322679,0.374968,04:02
13,1.292862,1.323283,0.374858,04:02
14,1.290416,1.324799,0.374227,04:02
15,1.283929,1.326813,0.373756,04:02
16,1.277339,1.328396,0.372692,04:02
17,1.274764,1.330749,0.371972,04:02
18,1.270082,1.331326,0.371821,04:02
19,1.268596,1.331541,0.371720,04:02
epoch,train_loss,valid_loss,accuracy,time
0,1.383301,1.378355,0.350324,04:02
1,1.344374,1.342972,0.361544,04:02
2,1.333467,1.338669,0.365187,04:01
3,1.334685,1.334973,0.366949,04:02
4,1.330762,1.332339,0.369137,04:02
5,1.327026,1.336421,0.365846,04:02
6,1.324018,1.327235,0.371584,04:03
7,1.320755,1.325364,0.373760,04:02
8,1.316407,1.322396,0.374042,04:02
9,1.312580,1.322019,0.375378,04:02
10,1.308672,1.321336,0.375533,04:02
11,1.304488,1.321722,0.375295,04:03
12,1.297638,1.321106,0.374968,04:02
13,1.296191,1.321728,0.374858,04:02
14,1.286523,1.323184,0.374227,04:02
15,1.285388,1.325330,0.373756,04:02
16,1.281694,1.326881,0.372692,04:02
17,1.275417,1.329366,0.371972,04:02
18,1.267746,1.329873,0.371821,04:02
19,1.271252,1.330058,0.371720,04:02
