epoch,train_loss,valid_loss,accuracy,time
0,1.494383,1.453632,0.317243,03:15
1,1.407555,1.389471,0.346042,03:15
2,1.368518,1.372495,0.350733,03:15
3,1.352198,1.347692,0.359804,03:14
4,1.340587,1.337236,0.365896,03:15
5,1.337578,1.334791,0.367847,03:14
6,1.332711,1.334076,0.367029,03:14
7,1.327202,1.328916,0.371278,03:15
8,1.325743,1.325906,0.372479,03:15
9,1.322607,1.324821,0.373803,03:15
10,1.317588,1.322134,0.375728,03:15
11,1.311828,1.321847,0.376598,03:15
12,1.309130,1.319493,0.377622,03:15
13,1.303846,1.317389,0.377983,03:15
14,1.299127,1.316942,0.377859,03:14
15,1.296948,1.316809,0.377808,03:14
16,1.291708,1.316801,0.377609,03:14
17,1.290322,1.317412,0.377498,03:14
18,1.289360,1.317253,0.377443,03:14
19,1.287979,1.317371,0.377434,03:14
epoch,train_loss,valid_loss,accuracy,time
0,1.494875,1.453513,0.317243,03:14
1,1.408545,1.389483,0.346042,03:15
2,1.369294,1.372566,0.350733,03:15
3,1.352480,1.347675,0.359804,03:15
4,1.341174,1.337216,0.365896,03:15
5,1.338459,1.334998,0.367847,03:14
6,1.331425,1.334097,0.367029,03:15
7,1.328229,1.329021,0.371278,03:14
8,1.325200,1.326172,0.372479,03:15
9,1.321437,1.325325,0.373803,03:15
10,1.318502,1.322758,0.375728,03:15
11,1.312558,1.322733,0.376598,03:15
12,1.308358,1.320698,0.377622,03:15
13,1.302832,1.318436,0.377983,03:15
14,1.299450,1.318156,0.377859,03:15
15,1.296865,1.318103,0.377808,03:14
16,1.293784,1.318111,0.377609,03:14
17,1.292827,1.318679,0.377498,03:14
18,1.289570,1.318496,0.377443,03:14
19,1.288089,1.318537,0.377434,03:14
