epoch,train_loss,valid_loss,accuracy,time
0,1.371896,1.366034,0.350382,04:19
1,1.345324,1.352630,0.351574,04:19
2,1.336570,1.340208,0.362135,04:18
3,1.420702,1.418362,0.258149,04:18
4,1.335652,1.337401,0.364038,04:19
5,1.332129,1.335441,0.365317,04:19
6,1.328297,1.332228,0.369877,04:19
7,1.328032,1.328288,0.371565,04:20
8,1.319786,1.325044,0.373441,04:20
9,1.316304,1.322357,0.374610,04:20
10,1.312605,1.320591,0.375935,04:19
11,1.306332,1.319737,0.376140,04:19
12,1.302496,1.320252,0.375980,04:19
13,1.297027,1.320909,0.375855,04:20
14,1.289825,1.322517,0.375142,04:19
15,1.285208,1.324793,0.374209,04:19
16,1.280491,1.327273,0.373354,04:19
17,1.272209,1.329169,0.372681,04:19
18,1.269678,1.330281,0.372454,04:19
19,1.271994,1.330541,0.372351,04:19
epoch,train_loss,valid_loss,accuracy,time
0,1.373162,1.365806,0.350382,04:19
1,1.345183,1.352777,0.351574,04:19
2,1.337637,1.490379,0.362135,04:18
3,1.420814,1.417886,0.258149,04:19
4,1.335552,1.337758,0.364038,04:18
5,1.330554,1.335493,0.365317,04:19
6,1.328383,1.331793,0.369877,04:19
7,1.325202,1.328513,0.371565,04:20
8,1.320062,1.325758,0.373441,04:20
9,1.318790,1.323404,0.374610,04:20
10,1.312988,1.321607,0.375935,04:19
11,1.307534,1.320908,0.376140,04:19
12,1.302430,1.321675,0.375980,04:19
13,1.295002,1.322248,0.375855,04:20
14,1.289950,1.323913,0.375142,04:19
15,1.284933,1.326073,0.374209,04:19
16,1.277693,1.328678,0.373354,04:19
17,1.271160,1.330474,0.372681,04:19
18,1.272022,1.331653,0.372454,04:19
19,1.274261,1.331825,0.372351,04:19
