epoch,train_loss,valid_loss,accuracy,time
0,1.349746,1.355122,0.353577,05:40
1,1.335670,1.339536,0.362682,05:41
2,1.334840,1.336126,0.364898,05:41
3,1.332352,1.338367,0.363656,05:40
4,1.332677,1.334342,0.366335,05:41
5,1.329524,1.334346,0.366962,05:42
6,1.328940,1.331000,0.368714,05:42
7,1.326963,1.329484,0.369908,05:42
8,1.326580,1.327120,0.370674,05:42
9,1.321660,1.325991,0.371641,05:42
10,1.322022,1.323985,0.372964,05:42
11,1.317817,1.322803,0.373602,05:42
12,1.312049,1.321352,0.374498,05:42
13,1.308550,1.321104,0.375337,05:42
14,1.302693,1.320457,0.375034,05:41
15,1.299272,1.321653,0.374696,05:41
16,1.292343,1.323103,0.374377,05:41
17,1.291397,1.324377,0.373694,05:42
18,1.288072,1.325410,0.373244,05:42
19,1.288907,1.325444,0.373301,05:41
epoch,train_loss,valid_loss,accuracy,time
0,1.351056,1.355314,0.353577,05:41
1,1.337116,1.339954,0.362682,05:41
2,1.333964,1.336043,0.364898,05:41
3,1.332871,1.338345,0.363656,05:41
4,1.332524,1.334399,0.366335,05:41
5,1.328842,1.334656,0.366962,05:42
6,1.326039,1.331494,0.368714,05:42
7,1.326660,1.330267,0.369908,05:42
8,1.321950,1.327874,0.370674,05:41
9,1.322385,1.327120,0.371641,05:42
10,1.320077,1.325182,0.372964,05:42
11,1.317911,1.323918,0.373602,05:42
12,1.312150,1.322561,0.374498,05:42
13,1.307298,1.322350,0.375337,05:42
14,1.305205,1.321933,0.375034,05:42
15,1.298700,1.323052,0.374696,05:41
16,1.295018,1.324582,0.374377,05:41
17,1.292099,1.325905,0.373694,05:42
18,1.287281,1.326949,0.373244,05:42
19,1.287668,1.326887,0.373301,05:41
