epoch,train_loss,valid_loss,accuracy,time
0,1.441969,1.396005,0.319351,03:48
1,1.420518,1.422366,0.254497,03:48
2,1.419465,1.414478,0.286992,03:48
3,1.403694,1.385771,0.327771,03:48
4,1.381786,1.372017,0.340244,03:49
epoch,train_loss,valid_loss,accuracy,time
0,1.441330,1.396250,0.319351,03:48
1,1.420047,1.422610,0.254497,03:48
2,1.419340,1.414713,0.286992,03:48
3,1.403666,1.385803,0.327771,03:48
4,1.382027,1.371920,0.340244,03:49
