epoch,train_loss,valid_loss,accuracy,time
0,1.415742,1.405156,0.347045,03:57
1,1.352675,1.350711,0.359125,03:57
2,1.336732,1.337478,0.365650,03:56
3,1.331772,1.332871,0.368719,03:56
4,1.330549,1.331257,0.369123,03:57
5,1.326683,1.328837,0.370834,03:57
6,1.322302,1.326309,0.373167,03:56
7,1.318830,1.325917,0.374100,03:57
8,1.315183,1.322772,0.375184,03:57
9,1.312266,1.322495,0.375681,03:57
10,1.310699,1.321432,0.376074,03:57
11,1.303737,1.321445,0.376106,03:56
12,1.299251,1.322357,0.375937,03:57
13,1.297050,1.323987,0.375328,03:57
14,1.287931,1.323577,0.374903,03:56
15,1.284285,1.326141,0.373997,03:55
16,1.280417,1.327408,0.373320,03:56
17,1.275489,1.328526,0.373138,03:56
18,1.271657,1.329290,0.372736,03:57
19,1.272263,1.329476,0.372678,03:57
epoch,train_loss,valid_loss,accuracy,time
0,1.415687,1.405149,0.347045,03:57
1,1.354558,1.350910,0.359125,03:57
2,1.338201,1.337402,0.365650,03:56
3,1.332489,1.332680,0.368719,03:56
4,1.330910,1.331056,0.369123,03:57
5,1.326482,1.328454,0.370834,03:57
6,1.323691,1.325495,0.373167,03:56
7,1.319064,1.324875,0.374100,03:57
8,1.315035,1.321723,0.375184,03:57
9,1.309999,1.321057,0.375681,03:57
10,1.307930,1.320078,0.376074,03:57
11,1.305340,1.319905,0.376106,03:56
12,1.300561,1.321010,0.375937,03:57
13,1.292472,1.322597,0.375328,03:57
14,1.289495,1.322173,0.374903,03:56
15,1.283199,1.324642,0.373997,03:55
16,1.280608,1.325764,0.373320,03:56
17,1.277236,1.327065,0.373138,03:56
18,1.273735,1.327799,0.372736,03:57
19,1.274770,1.327904,0.372678,03:57
