epoch,train_loss,valid_loss,accuracy,time
0,1.404018,1.390863,0.334552,03:57
1,1.365513,1.364841,0.347480,03:58
2,1.347873,1.344809,0.358602,03:57
3,1.338807,1.336467,0.364276,03:58
4,1.332939,1.334184,0.367775,03:58
5,1.329716,1.332451,0.368420,03:58
6,1.329326,1.328910,0.370989,03:58
7,1.328630,1.328961,0.370830,03:57
8,1.322902,1.325364,0.373289,03:58
9,1.315433,1.321316,0.375746,03:58
10,1.310988,1.319741,0.376690,03:58
11,1.307694,1.318459,0.377178,03:58
12,1.300073,1.318713,0.377434,03:58
13,1.294173,1.319262,0.376784,03:58
14,1.286856,1.321777,0.375872,03:58
15,1.282849,1.321609,0.375884,03:58
16,1.277944,1.323798,0.374983,03:58
17,1.273761,1.325632,0.374582,03:58
18,1.271871,1.325677,0.374351,03:58
19,1.270464,1.325947,0.374358,03:58
epoch,train_loss,valid_loss,accuracy,time
0,1.403747,1.390642,0.334552,03:57
1,1.365984,1.364792,0.347480,03:58
2,1.346457,1.344764,0.358602,03:58
3,1.338097,1.336466,0.364276,03:58
4,1.333630,1.334403,0.367775,03:58
5,1.330411,1.332572,0.368420,03:58
6,1.330323,1.329018,0.370989,03:58
7,1.328621,1.328851,0.370830,03:58
8,1.321771,1.325684,0.373289,03:57
9,1.315221,1.322070,0.375746,03:58
10,1.309825,1.320712,0.376690,03:58
11,1.306068,1.319575,0.377178,03:58
12,1.299130,1.319807,0.377434,03:58
13,1.295064,1.320440,0.376784,03:58
14,1.288446,1.322966,0.375872,03:58
15,1.282825,1.322693,0.375884,03:58
16,1.277447,1.324763,0.374983,03:58
17,1.275250,1.326583,0.374582,03:58
18,1.271581,1.326500,0.374351,03:58
19,1.269539,1.326785,0.374358,03:58
