epoch,train_loss,valid_loss,accuracy,time
0,1.443165,1.427024,0.327785,03:26
1,1.373099,1.369697,0.353288,03:25
2,1.348448,1.353235,0.355810,03:26
3,1.337425,1.340757,0.363000,03:26
4,1.334304,1.340441,0.363034,03:25
5,1.328195,1.339345,0.363000,03:26
6,1.324188,1.327095,0.372056,03:25
7,1.321858,1.325116,0.373582,03:25
8,1.317254,1.324412,0.373576,03:26
9,1.313860,1.321004,0.376446,03:25
10,1.308316,1.320153,0.376897,03:26
11,1.302410,1.319614,0.377017,03:26
12,1.298451,1.319413,0.377214,03:26
13,1.292996,1.320544,0.376720,03:26
14,1.289572,1.320689,0.376487,03:25
15,1.286274,1.322207,0.375712,03:26
16,1.283612,1.322881,0.375577,03:25
17,1.278287,1.324377,0.374888,03:25
18,1.275892,1.324435,0.374818,03:26
19,1.278374,1.324479,0.374887,03:26
epoch,train_loss,valid_loss,accuracy,time
0,1.442450,1.427267,0.327785,03:26
1,1.372641,1.369623,0.353288,03:25
2,1.348670,1.352986,0.355810,03:26
3,1.337218,1.340857,0.363000,03:26
4,1.333216,1.340442,0.363034,03:25
5,1.329063,1.339372,0.363000,03:26
6,1.325579,1.326949,0.372056,03:25
7,1.321853,1.324854,0.373582,03:25
8,1.315866,1.323745,0.373576,03:25
9,1.311521,1.320021,0.376446,03:26
10,1.308399,1.319169,0.376897,03:26
11,1.303020,1.318442,0.377017,03:26
12,1.299650,1.318186,0.377214,03:26
13,1.293232,1.319457,0.376720,03:26
14,1.288346,1.319608,0.376487,03:25
15,1.285755,1.320931,0.375712,03:26
16,1.280629,1.321689,0.375577,03:25
17,1.279542,1.323216,0.374888,03:25
18,1.275949,1.323160,0.374818,03:26
19,1.274098,1.323296,0.374887,03:26
