epoch,train_loss,valid_loss,accuracy,time
0,1.485993,1.475173,0.314015,03:53
1,1.373348,1.365621,0.353953,03:52
2,1.343831,1.341578,0.363537,03:52
3,1.333489,1.336060,0.367318,03:52
4,1.333408,1.332100,0.368732,03:52
5,1.328995,1.331376,0.369285,03:53
6,1.326391,1.328456,0.371010,03:53
7,1.324549,1.327561,0.372240,03:53
8,1.318543,1.324948,0.373731,03:52
9,1.314487,1.322071,0.374635,03:53
10,1.312434,1.321363,0.375266,03:53
11,1.310246,1.321009,0.375911,03:53
12,1.304082,1.319747,0.375696,03:52
13,1.300857,1.320834,0.375906,03:53
14,1.292492,1.322562,0.374856,03:53
15,1.290267,1.322908,0.374526,03:52
16,1.284102,1.325339,0.373623,03:52
17,1.278910,1.326448,0.373198,03:52
18,1.277498,1.327464,0.372886,03:52
19,1.279392,1.327736,0.372804,03:52
epoch,train_loss,valid_loss,accuracy,time
0,1.485995,1.475118,0.314015,03:53
1,1.371567,1.365273,0.353953,03:52
2,1.345578,1.341579,0.363537,03:52
3,1.331989,1.336353,0.367318,03:52
4,1.332794,1.332144,0.368732,03:52
5,1.327704,1.331672,0.369285,03:53
6,1.327392,1.328869,0.371010,03:53
7,1.324082,1.328328,0.372240,03:53
8,1.318780,1.325673,0.373731,03:52
9,1.318191,1.323302,0.374635,03:53
10,1.311767,1.322462,0.375266,03:53
11,1.307138,1.322263,0.375911,03:53
12,1.304494,1.321284,0.375696,03:52
13,1.297108,1.322324,0.375906,03:53
14,1.297325,1.323980,0.374856,03:53
15,1.288462,1.324202,0.374526,03:52
16,1.283619,1.326809,0.373623,03:52
17,1.279312,1.328121,0.373198,03:52
18,1.277419,1.329042,0.372886,03:52
19,1.278233,1.329164,0.372804,03:52
