epoch,train_loss,valid_loss,accuracy,time
0,1.371091,1.378593,0.349565,04:59
1,1.340940,1.341977,0.361113,04:59
2,1.335121,1.343218,0.359879,05:00
3,1.332401,1.335854,0.366501,05:00
4,1.332802,1.333507,0.367106,05:00
5,1.331738,1.331055,0.368400,04:59
6,1.327165,1.330722,0.368766,05:00
7,1.324579,1.327226,0.370953,05:02
8,1.322492,1.327355,0.371780,04:59
9,1.320379,1.324914,0.372747,05:00
10,1.316476,1.323888,0.373910,05:01
11,1.315066,1.322602,0.374787,04:59
12,1.310420,1.320897,0.374969,05:00
13,1.310292,1.321074,0.375286,05:00
14,1.303161,1.320920,0.375339,05:01
15,1.296382,1.321692,0.374703,05:00
16,1.292852,1.323145,0.374315,05:00
17,1.290457,1.323635,0.374136,04:59
18,1.289582,1.324523,0.373829,05:00
19,1.290852,1.324704,0.373781,04:59
epoch,train_loss,valid_loss,accuracy,time
0,1.372206,1.378313,0.349565,04:59
1,1.340747,1.342217,0.361113,04:59
2,1.334585,1.343332,0.359879,05:00
3,1.330186,1.336064,0.366501,04:59
4,1.332355,1.333657,0.367106,05:00
5,1.330590,1.331118,0.368400,04:59
6,1.328971,1.331036,0.368766,05:00
7,1.326701,1.327726,0.370953,05:02
8,1.321873,1.328155,0.371780,04:59
9,1.317963,1.325742,0.372747,05:00
10,1.316376,1.324944,0.373910,05:01
11,1.313338,1.323743,0.374787,04:59
12,1.312292,1.322181,0.374969,05:00
13,1.304992,1.322300,0.375286,05:00
14,1.301246,1.322144,0.375339,05:01
15,1.295752,1.323096,0.374703,05:00
16,1.295477,1.324466,0.374315,05:00
17,1.288157,1.325081,0.374136,04:59
18,1.287315,1.325951,0.373829,05:00
19,1.287425,1.326197,0.373781,04:59
