epoch,train_loss,valid_loss,accuracy,time
0,1.445360,1.431518,0.258697,03:52
1,1.560666,1.435882,0.252518,03:50
2,1.455631,1.433536,0.252422,03:50
3,1.438280,1.433136,0.252422,03:50
4,1.435046,1.433322,0.252555,03:50
epoch,train_loss,valid_loss,accuracy,time
0,1.445844,1.431124,0.258697,03:50
1,1.560362,1.435522,0.252518,03:50
2,1.455989,1.433090,0.252422,03:50
3,1.438676,1.432697,0.252422,03:50
4,1.435893,1.432924,0.252555,03:50
