epoch,train_loss,valid_loss,accuracy,time
0,1.364491,1.370659,0.346563,04:39
1,1.341366,1.349012,0.358023,04:37
2,1.334661,1.335271,0.365756,04:37
3,1.332255,1.334170,0.366354,04:37
4,1.329982,1.330439,0.369693,04:38
5,1.325258,1.329907,0.370841,04:38
6,1.321369,1.325936,0.372186,04:38
7,1.317469,1.323946,0.373702,04:38
8,1.316860,1.322081,0.374849,04:38
9,1.310708,1.321495,0.375499,04:37
10,1.307997,1.319740,0.376305,04:38
11,1.303901,1.319879,0.375957,04:37
12,1.294693,1.320172,0.375705,04:37
13,1.293369,1.322275,0.375311,04:37
14,1.284877,1.325018,0.373918,04:38
15,1.282259,1.328010,0.372890,04:38
16,1.270616,1.331666,0.371516,04:37
17,1.267304,1.332932,0.370966,04:38
18,1.263404,1.335296,0.370357,04:38
19,1.264568,1.335935,0.370273,04:38
epoch,train_loss,valid_loss,accuracy,time
0,1.363288,1.370468,0.346563,04:38
1,1.341548,1.349001,0.358023,04:38
2,1.334240,1.335322,0.365756,04:37
3,1.331180,1.334362,0.366354,04:37
4,1.331576,1.330656,0.369693,04:38
5,1.326431,1.330662,0.370841,04:38
6,1.323472,1.326961,0.372186,04:38
7,1.317420,1.325071,0.373702,04:38
8,1.314909,1.323268,0.374849,04:38
9,1.311668,1.322723,0.375499,04:37
10,1.307911,1.321122,0.376305,04:38
11,1.302322,1.321234,0.375957,04:38
12,1.297706,1.321561,0.375705,04:37
13,1.293845,1.323506,0.375311,04:37
14,1.284458,1.326230,0.373918,04:38
15,1.281133,1.329233,0.372890,04:38
16,1.268963,1.332760,0.371516,04:37
17,1.270097,1.334257,0.370966,04:38
18,1.261406,1.336595,0.370357,04:38
19,1.264515,1.337035,0.370273,04:38
