epoch,train_loss,valid_loss,accuracy,time
0,1.518023,1.467225,0.310381,03:13
1,1.419750,1.395641,0.343150,03:13
2,1.386648,1.376518,0.345023,03:12
3,1.361049,1.353846,0.357761,03:13
4,1.348821,1.342490,0.362176,03:12
5,1.339152,1.347323,0.362993,03:13
6,1.335002,1.342862,0.361508,03:12
7,1.331017,1.332568,0.368836,03:13
8,1.331360,1.328861,0.370737,03:13
9,1.327055,1.329815,0.370555,03:12
10,1.323710,1.326755,0.372958,03:13
11,1.319714,1.323991,0.374967,03:13
12,1.315846,1.321044,0.376042,03:13
13,1.311329,1.319261,0.377059,03:13
14,1.307092,1.318302,0.377630,03:13
15,1.304257,1.317904,0.378054,03:13
16,1.300633,1.316744,0.377877,03:13
17,1.296812,1.316763,0.377883,03:12
18,1.296160,1.316648,0.377706,03:12
19,1.294198,1.316704,0.377718,03:12
epoch,train_loss,valid_loss,accuracy,time
0,1.518091,1.467013,0.310381,03:12
1,1.420155,1.395595,0.343150,03:13
2,1.387705,1.376369,0.345023,03:12
3,1.360575,1.353855,0.357761,03:13
4,1.348494,1.342414,0.362176,03:12
5,1.340296,1.347150,0.362993,03:13
6,1.335124,1.342776,0.361508,03:13
7,1.330894,1.332744,0.368836,03:12
8,1.332293,1.328939,0.370737,03:13
9,1.326324,1.329791,0.370555,03:13
10,1.323499,1.326942,0.372958,03:12
11,1.320133,1.324451,0.374967,03:13
12,1.316601,1.321893,0.376042,03:13
13,1.311187,1.320155,0.377059,03:13
14,1.307015,1.319423,0.377630,03:13
15,1.304163,1.318771,0.378054,03:13
16,1.301025,1.317990,0.377877,03:13
17,1.295824,1.317951,0.377883,03:12
18,1.295770,1.317871,0.377706,03:12
19,1.295022,1.317934,0.377718,03:12
