epoch,train_loss,valid_loss,accuracy,time
0,1.969132,1.936081,0.252393,03:15
1,1.655847,1.616956,0.252401,03:15
2,1.564080,1.538808,0.252393,03:15
3,1.460338,1.453469,0.252393,03:15
4,1.442201,1.436541,0.252393,03:15
5,1.435342,1.433199,0.252393,03:14
6,1.434945,1.432324,0.252393,03:15
7,1.432983,1.432002,0.252393,03:14
8,1.433413,1.431888,0.252393,03:15
9,1.434439,1.431951,0.252522,03:15
10,1.434139,1.431831,0.252393,03:16
11,1.433698,1.431855,0.252393,03:15
12,1.432963,1.431812,0.252393,03:14
13,1.432475,1.431834,0.252522,03:15
14,1.435383,1.431821,0.252522,03:15
15,1.432202,1.431837,0.252393,03:15
16,1.432318,1.431816,0.252522,03:15
17,1.433149,1.431810,0.252393,03:15
18,1.431137,1.431810,0.252393,03:15
19,1.433091,1.431793,0.252393,03:15
epoch,train_loss,valid_loss,accuracy,time
0,1.969200,1.936157,0.252393,03:15
1,1.655909,1.617005,0.252401,03:15
2,1.564314,1.539437,0.252393,03:15
3,1.461275,1.454525,0.252393,03:15
4,1.439371,1.437921,0.252393,03:15
5,1.435677,1.434687,0.252393,03:14
6,1.433267,1.433782,0.252393,03:15
7,1.434223,1.433469,0.252393,03:14
8,1.435814,1.433375,0.252393,03:15
9,1.434717,1.433363,0.252522,03:15
10,1.433010,1.433290,0.252393,03:15
11,1.433236,1.433315,0.252393,03:15
12,1.434472,1.433307,0.252393,03:14
13,1.432445,1.433282,0.252522,03:15
14,1.434286,1.433290,0.252522,03:15
15,1.434219,1.433308,0.252393,03:15
16,1.432625,1.433306,0.252522,03:15
17,1.431640,1.433285,0.252393,03:15
18,1.435236,1.433293,0.252393,03:15
19,1.433436,1.433271,0.252393,03:15
