epoch,train_loss,valid_loss,accuracy,time
0,1.619024,1.574293,0.254543,03:18
1,1.459581,1.442264,0.322060,03:17
2,1.380719,1.374894,0.352881,03:18
3,1.348450,1.345805,0.362574,03:18
4,1.338711,1.337222,0.366454,03:18
5,1.331782,1.332341,0.369483,03:17
6,1.328617,1.329364,0.370760,03:18
7,1.325483,1.326973,0.372399,03:18
8,1.319211,1.324023,0.374289,03:18
9,1.314842,1.322234,0.375302,03:18
10,1.310366,1.322408,0.375057,03:17
11,1.305426,1.319150,0.376826,03:18
12,1.300917,1.319305,0.376494,03:17
13,1.294651,1.321326,0.376150,03:18
14,1.290498,1.320677,0.375804,03:17
15,1.287184,1.322133,0.375357,03:17
16,1.283867,1.323433,0.374597,03:17
17,1.279632,1.324464,0.374227,03:17
18,1.277212,1.324754,0.374074,03:17
19,1.276993,1.324777,0.374182,03:18
epoch,train_loss,valid_loss,accuracy,time
0,1.619156,1.574478,0.254543,03:18
1,1.459941,1.442441,0.322060,03:17
2,1.381092,1.374754,0.352881,03:18
3,1.349604,1.345833,0.362574,03:18
4,1.339863,1.337306,0.366454,03:18
5,1.331580,1.332398,0.369483,03:17
6,1.327066,1.329483,0.370760,03:18
7,1.325791,1.327348,0.372399,03:18
8,1.319351,1.324664,0.374289,03:18
9,1.315786,1.323136,0.375302,03:18
10,1.309409,1.323461,0.375057,03:17
11,1.304632,1.320330,0.376826,03:17
12,1.299612,1.320338,0.376494,03:18
13,1.294031,1.322565,0.376150,03:18
14,1.291299,1.321901,0.375804,03:17
15,1.285179,1.323366,0.375357,03:17
16,1.281024,1.324771,0.374597,03:17
17,1.279372,1.325693,0.374227,03:17
18,1.277263,1.325965,0.374074,03:17
19,1.277139,1.326049,0.374182,03:18
