epoch,train_loss,valid_loss,accuracy,time
0,1.383406,1.373107,0.347581,03:51
1,1.349652,1.348360,0.357779,03:51
2,1.336206,1.335064,0.366123,03:51
3,1.331703,1.333148,0.367883,03:51
4,1.327905,1.330902,0.370104,03:51
5,1.326273,1.329133,0.370828,03:51
6,1.321950,1.326869,0.373213,03:51
7,1.316064,1.324482,0.373811,03:51
8,1.312293,1.323859,0.374972,03:51
9,1.309185,1.321075,0.375993,06:00
10,1.302646,1.321198,0.375769,03:51
11,1.299769,1.321654,0.375711,03:50
12,1.291242,1.324114,0.374782,03:51
13,1.286193,1.327163,0.374047,03:51
14,1.275752,1.328523,0.372309,03:51
15,1.265296,1.334680,0.370565,03:51
16,1.258974,1.337275,0.369843,03:51
17,1.257245,1.339630,0.369024,03:51
18,1.254313,1.341579,0.368644,03:51
19,1.247921,1.342324,0.368465,03:51
epoch,train_loss,valid_loss,accuracy,time
0,1.382100,1.373259,0.347581,03:51
1,1.349298,1.348516,0.357779,03:51
2,1.336533,1.335052,0.366123,03:51
3,1.332441,1.333140,0.367883,03:51
4,1.328634,1.330784,0.370104,03:51
5,1.327172,1.328428,0.370828,03:51
6,1.320985,1.326185,0.373213,03:51
7,1.315764,1.323636,0.373811,03:51
8,1.311665,1.322783,0.374972,03:51
9,1.308050,1.319801,0.375993,06:00
10,1.302392,1.319954,0.375769,03:50
11,1.297833,1.320335,0.375711,03:50
12,1.292567,1.323061,0.374782,03:51
13,1.284112,1.325825,0.374047,03:51
14,1.279739,1.327384,0.372309,03:51
15,1.265359,1.333551,0.370565,03:51
16,1.261662,1.335994,0.369843,03:51
17,1.258830,1.338673,0.369024,03:51
18,1.255209,1.340470,0.368644,03:51
19,1.253821,1.341140,0.368465,03:51
