epoch,train_loss,valid_loss,accuracy,time
0,1.351721,1.351149,0.355535,05:29
1,1.335949,1.338298,0.363321,05:29
2,1.333067,1.334032,0.366931,05:28
3,1.331311,1.336046,0.365818,05:29
4,1.332273,1.334278,0.366992,05:27
5,1.332660,1.333605,0.367377,05:29
6,1.327464,1.332310,0.367603,05:27
7,1.327375,1.329572,0.369913,05:28
8,1.324832,1.328513,0.370678,05:27
9,1.323757,1.326798,0.371864,05:28
10,1.317840,1.325361,0.372673,05:28
11,1.317789,1.323987,0.373857,05:28
12,1.313335,1.323447,0.374401,05:28
13,1.310147,1.322252,0.375043,05:29
14,1.304497,1.321895,0.375199,05:28
15,1.301883,1.322167,0.374827,05:28
16,1.297991,1.323647,0.374531,05:28
17,1.292517,1.324862,0.373903,05:27
18,1.289436,1.326016,0.373523,05:27
19,1.293620,1.326084,0.373443,05:27
epoch,train_loss,valid_loss,accuracy,time
0,1.349477,1.351165,0.355535,05:28
1,1.337285,1.338247,0.363321,05:29
2,1.332094,1.333883,0.366931,05:28
3,1.333057,1.335889,0.365818,05:28
4,1.332862,1.334007,0.366992,05:28
5,1.330190,1.333191,0.367377,05:29
6,1.328012,1.331907,0.367603,05:27
7,1.328026,1.329115,0.369913,05:28
8,1.326516,1.327815,0.370678,05:27
9,1.322436,1.326428,0.371864,05:28
10,1.319089,1.324594,0.372673,05:28
11,1.317609,1.322835,0.373857,05:28
12,1.316307,1.322183,0.374401,05:28
13,1.312015,1.320998,0.375043,05:28
14,1.305963,1.320580,0.375199,05:28
15,1.299349,1.321046,0.374827,05:27
16,1.296421,1.322194,0.374531,05:28
17,1.289726,1.323581,0.373903,05:27
18,1.289307,1.324753,0.373523,05:27
19,1.287096,1.324823,0.373443,05:27
