epoch,train_loss,valid_loss,accuracy,time
0,2.007534,1.977465,0.252445,03:08
1,1.749356,1.687368,0.254472,03:08
2,nan,nan,0.002301,03:08
3,nan,nan,0.002301,03:07
4,nan,nan,0.002301,03:06
5,nan,nan,0.002301,03:06
6,nan,nan,0.002301,03:06
7,nan,nan,0.002301,03:06
8,nan,nan,0.002301,03:06
9,nan,nan,0.002301,03:07
10,nan,nan,0.002301,03:07
11,nan,nan,0.002301,03:06
12,nan,nan,0.002301,03:06
13,nan,nan,0.002301,03:06
14,nan,nan,0.002301,03:06
15,nan,nan,0.002301,03:06
16,nan,nan,0.002301,03:07
17,nan,nan,0.002301,03:06
18,nan,nan,0.002301,03:06
19,nan,nan,0.002301,03:07
epoch,train_loss,valid_loss,accuracy,time
0,2.007484,1.977512,0.252445,03:08
1,1.749405,1.687436,0.254472,03:08
2,nan,nan,0.002301,03:07
3,nan,nan,0.002301,03:07
4,nan,nan,0.002301,03:06
5,nan,nan,0.002301,03:06
6,nan,nan,0.002301,03:06
7,nan,nan,0.002301,03:06
8,nan,nan,0.002301,03:06
9,nan,nan,0.002301,03:07
10,nan,nan,0.002301,03:07
11,nan,nan,0.002301,03:06
12,nan,nan,0.002301,03:06
13,nan,nan,0.002301,03:06
14,nan,nan,0.002301,03:06
15,nan,nan,0.002301,03:06
16,nan,nan,0.002301,03:07
17,nan,nan,0.002301,03:06
18,nan,nan,0.002301,03:06
19,nan,nan,0.002301,03:07
