epoch,train_loss,valid_loss,accuracy,time
0,1.519860,1.460489,0.306893,03:13
1,1.433657,1.432319,0.298300,03:13
2,1.396100,1.383832,0.342029,03:13
3,1.368645,1.359126,0.352051,03:13
4,1.368806,1.356955,0.352523,03:14
5,1.350634,1.344718,0.360067,03:13
6,1.342555,1.338607,0.363843,03:14
7,1.336527,1.334548,0.367141,03:14
8,1.334663,1.331035,0.369636,03:13
9,1.330004,1.329359,0.371047,03:14
10,1.326962,1.328178,0.372005,03:14
11,1.324904,1.326606,0.372419,03:13
12,1.324935,1.324952,0.373259,03:14
13,1.320853,1.323028,0.374164,03:13
14,1.319652,1.322892,0.374744,03:14
15,1.318408,1.322143,0.375402,03:14
16,1.315774,1.319989,0.375941,03:14
17,1.313883,1.319152,0.376255,03:14
18,1.310440,1.318865,0.376393,03:14
19,1.309782,1.318581,0.376475,03:14
epoch,train_loss,valid_loss,accuracy,time
0,1.520884,1.460769,0.306893,03:14
1,1.433533,1.432856,0.298300,03:13
2,1.396198,1.383835,0.342029,03:13
3,1.369515,1.359114,0.352051,03:13
4,1.368894,1.356905,0.352523,03:14
5,1.351047,1.344777,0.360067,03:13
6,1.342563,1.338409,0.363843,03:14
7,1.336850,1.334429,0.367141,03:14
8,1.333285,1.330850,0.369636,03:13
9,1.331394,1.329220,0.371047,03:14
10,1.327628,1.327958,0.372005,03:14
11,1.324707,1.326452,0.372419,03:14
12,1.324134,1.324812,0.373259,03:14
13,1.320838,1.322905,0.374164,03:13
14,1.319409,1.322673,0.374744,03:14
15,1.316643,1.321818,0.375402,03:14
16,1.313670,1.319467,0.375941,03:14
17,1.311405,1.318611,0.376255,03:14
18,1.310126,1.318192,0.376393,03:14
19,1.310295,1.317829,0.376475,03:14
