epoch,train_loss,valid_loss,accuracy,time
0,1.774235,1.747923,0.242933,03:52
1,1.489780,1.479365,0.255910,03:51
2,1.428805,1.426923,0.254628,03:51
3,1.370404,1.369053,0.348766,03:51
4,1.343446,1.343709,0.362806,03:51
5,1.340948,1.338395,0.367424,03:51
6,1.335828,1.335404,0.368516,03:51
7,1.332470,1.332378,0.370263,03:51
8,1.327790,1.329650,0.371526,03:51
9,1.324750,1.328453,0.372765,03:51
10,1.321690,1.325729,0.374285,03:51
11,1.318667,1.324482,0.375028,03:51
12,1.314123,1.324589,0.374497,03:51
13,1.310470,1.323453,0.375547,03:50
14,1.306142,1.323740,0.375518,03:51
15,1.301766,1.324794,0.374724,03:51
16,1.295962,1.326200,0.373805,03:50
17,1.294049,1.326782,0.373771,03:51
18,1.297473,1.327415,0.373429,03:51
19,1.290466,1.327908,0.373309,03:51
epoch,train_loss,valid_loss,accuracy,time
0,1.774529,1.748093,0.242933,03:51
1,1.489847,1.479402,0.255910,03:51
2,1.428519,1.426513,0.254628,03:51
3,1.366346,1.364348,0.348766,03:51
4,1.343529,1.343611,0.362806,03:51
5,1.339914,1.338299,0.367424,03:51
6,1.335501,1.335234,0.368516,03:51
7,1.331949,1.332163,0.370263,03:51
8,1.328715,1.329330,0.371526,03:51
9,1.324162,1.327586,0.372765,03:51
10,1.321892,1.324688,0.374285,03:51
11,1.318159,1.323225,0.375028,03:51
12,1.313146,1.323275,0.374497,03:51
13,1.313673,1.322109,0.375547,03:51
14,1.305145,1.322174,0.375518,03:51
15,1.298983,1.323385,0.374724,03:51
16,1.298192,1.324666,0.373805,03:50
17,1.295575,1.325428,0.373771,03:51
18,1.292471,1.326101,0.373429,03:51
19,1.294140,1.326443,0.373309,03:51
