epoch,train_loss,valid_loss,accuracy,time
0,1.353959,1.348341,0.353894,04:24
1,1.347086,1.346343,0.354910,04:24
2,1.338487,1.338701,0.361161,04:25
3,1.332171,1.331629,0.366613,04:24
4,1.328221,1.329459,0.368339,04:25
epoch,train_loss,valid_loss,accuracy,time
0,1.350717,1.348767,0.353894,04:25
1,1.349777,1.346876,0.354910,04:24
2,1.339632,1.338905,0.361161,04:25
3,1.330946,1.331760,0.366613,04:24
4,1.329342,1.329589,0.368339,04:25
