epoch,train_loss,valid_loss,accuracy,time
0,1.489448,1.444355,0.308346,03:16
1,1.422931,1.419920,0.306468,03:16
2,1.391374,1.374577,0.350605,03:16
3,1.368513,1.357417,0.354158,03:17
4,1.354925,1.346151,0.359128,03:17
5,1.385350,1.428958,0.252996,03:17
6,1.418927,1.419295,0.261025,03:16
7,1.409335,1.401410,0.307800,03:16
8,1.385420,1.370112,0.344585,03:16
9,1.365796,1.357986,0.349846,03:16
10,1.359960,1.353442,0.352473,03:16
11,1.352399,1.348006,0.355866,03:16
12,1.347210,1.348833,0.357500,03:16
13,1.342942,1.340215,0.360787,03:16
14,1.340778,1.338519,0.362055,03:17
15,1.339535,1.337072,0.363167,03:17
16,1.337004,1.336007,0.363958,03:17
17,1.337916,1.335736,0.364257,03:17
18,1.335185,1.334909,0.364699,03:17
19,1.335330,1.334813,0.364646,03:17
epoch,train_loss,valid_loss,accuracy,time
0,1.489777,1.444584,0.308346,03:17
1,1.423165,1.420303,0.306468,03:16
2,1.391198,1.374638,0.350605,03:17
3,1.368003,1.357290,0.354158,03:17
4,1.355127,1.346063,0.359128,03:17
5,1.388320,1.428970,0.252996,03:16
6,1.419043,1.418703,0.261025,03:16
7,1.409629,1.401244,0.307800,03:16
8,1.386083,1.370172,0.344585,03:16
9,1.365855,1.357933,0.349846,03:16
10,1.360563,1.353380,0.352473,03:16
11,1.351408,1.347933,0.355866,03:16
12,1.346092,1.348884,0.357500,03:16
13,1.343796,1.340194,0.360787,03:17
14,1.340431,1.338437,0.362055,03:17
15,1.339113,1.337085,0.363167,03:17
16,1.336916,1.335947,0.363958,03:17
17,1.336874,1.335755,0.364257,03:17
18,1.335140,1.334879,0.364699,03:17
19,1.335204,1.334783,0.364646,03:16
