epoch,train_loss,valid_loss,accuracy,time
0,1.484395,1.445788,0.311456,03:15
1,1.414666,1.394180,0.339933,03:16
2,1.376938,1.364876,0.353415,03:15
3,1.355926,1.349115,0.359590,03:15
4,1.352608,1.350757,0.356047,03:15
5,1.404913,1.420548,0.266837,03:15
6,1.344533,1.334992,0.366207,03:16
7,1.331784,1.330884,0.368801,03:16
8,1.330714,1.330030,0.370517,03:16
9,1.327193,1.327460,0.371940,03:16
10,1.325733,1.328707,0.371449,03:15
11,1.323714,1.324733,0.372955,03:15
12,1.321180,1.324588,0.373506,03:15
13,1.317819,1.321598,0.375037,03:16
14,1.313485,1.319528,0.376089,03:16
15,1.308245,1.318129,0.376763,03:16
16,1.307152,1.316602,0.377187,03:16
17,1.303273,1.316314,0.377296,03:16
18,1.301526,1.316020,0.377295,03:15
19,1.300857,1.316057,0.377256,03:15
epoch,train_loss,valid_loss,accuracy,time
0,1.484489,1.445531,0.311456,03:15
1,1.414719,1.394308,0.339933,03:16
2,1.376232,1.364876,0.353415,03:15
3,1.355056,1.348941,0.359590,03:15
4,1.352052,1.350737,0.356047,03:15
5,1.409135,1.426221,0.266837,03:15
6,1.344201,1.335014,0.366207,03:15
7,1.332298,1.330985,0.368801,03:16
8,1.328938,1.330230,0.370517,03:16
9,1.328580,1.327486,0.371940,03:16
10,1.327018,1.328756,0.371449,03:16
11,1.324020,1.324831,0.372955,03:15
12,1.320952,1.324719,0.373506,03:15
13,1.316500,1.321907,0.375037,03:16
14,1.311982,1.320244,0.376089,03:16
15,1.307692,1.319007,0.376763,03:16
16,1.305456,1.317524,0.377187,03:16
17,1.302410,1.317382,0.377296,03:16
18,1.301781,1.317034,0.377295,03:16
19,1.300297,1.317142,0.377256,03:15
