epoch,train_loss,valid_loss,accuracy,time
0,1.465683,1.443691,0.298982,03:18
1,1.407154,1.391066,0.337382,03:19
2,1.373332,1.361297,0.353563,03:19
3,1.355434,1.348387,0.357215,03:19
4,1.344992,1.339676,0.362672,03:19
5,1.336963,1.335055,0.366316,03:19
6,1.335088,1.332299,0.368431,03:19
7,1.329163,1.329231,0.370622,03:19
8,1.328949,1.326977,0.371909,03:19
9,1.324934,1.329448,0.371728,03:19
10,1.321898,1.324217,0.374005,03:19
11,1.318162,1.323425,0.375590,03:19
12,1.312830,1.318703,0.377002,03:19
13,1.311346,1.318600,0.377313,03:19
14,1.304985,1.318045,0.377902,03:19
15,1.301846,1.317629,0.377692,03:19
16,1.298179,1.316976,0.377814,03:19
17,1.296100,1.317047,0.377874,03:19
18,1.292867,1.316971,0.377778,03:19
19,1.293783,1.317112,0.377732,03:19
epoch,train_loss,valid_loss,accuracy,time
0,1.467191,1.443970,0.298982,03:19
1,1.407062,1.391248,0.337382,03:19
2,1.373502,1.361130,0.353563,03:19
3,1.356911,1.348518,0.357215,03:19
4,1.344280,1.339740,0.362672,03:19
5,1.338134,1.335049,0.366316,03:19
6,1.334673,1.332291,0.368431,03:19
7,1.329159,1.329188,0.370622,03:19
8,1.331802,1.326864,0.371909,03:19
9,1.325631,1.329455,0.371728,03:18
10,1.322778,1.324089,0.374005,03:19
11,1.317170,1.322707,0.375590,03:19
12,1.312447,1.318007,0.377002,03:19
13,1.309798,1.317793,0.377313,03:19
14,1.305282,1.316880,0.377902,03:19
15,1.301744,1.316528,0.377692,03:19
16,1.297158,1.315865,0.377814,03:19
17,1.295418,1.315953,0.377874,03:19
18,1.294869,1.315925,0.377778,03:19
19,1.293185,1.316034,0.377732,03:19
