epoch,train_loss,valid_loss,accuracy,time
0,1.410111,1.400423,0.343714,04:57
1,1.344880,1.347570,0.360013,04:57
2,1.336163,1.335422,0.366154,04:58
3,1.334661,1.335665,0.365145,04:58
4,1.334832,1.337981,0.364682,04:57
5,1.336403,1.336259,0.365052,04:58
6,1.333703,1.335596,0.365321,04:58
7,1.334958,1.335640,0.365689,04:57
8,1.335749,1.334629,0.366296,04:57
9,1.331534,1.333576,0.366709,04:57
10,1.332348,1.333403,0.367629,04:58
11,1.329432,1.331581,0.368455,04:57
12,1.327229,1.331079,0.369080,04:58
13,1.328668,1.329216,0.370447,04:59
14,1.321962,1.328168,0.371166,04:58
15,1.321566,1.327048,0.372021,04:58
16,1.320690,1.326443,0.372582,04:57
17,1.317731,1.326263,0.372844,04:59
18,1.318577,1.326054,0.372966,04:59
19,1.318517,1.326064,0.372864,04:58
epoch,train_loss,valid_loss,accuracy,time
0,1.407935,1.400562,0.343714,04:57
1,1.346501,1.347589,0.360013,04:57
2,1.336812,1.335442,0.366154,04:58
3,1.333841,1.335775,0.365145,04:58
4,1.333793,1.337978,0.364682,04:57
5,1.336011,1.336175,0.365052,04:58
6,1.333613,1.335619,0.365321,04:58
7,1.333919,1.335754,0.365689,04:57
8,1.335282,1.334699,0.366296,04:57
9,1.332078,1.333562,0.366709,04:57
10,1.331176,1.333283,0.367629,04:58
11,1.328828,1.331822,0.368455,04:57
12,1.327392,1.330887,0.369080,04:58
13,1.325146,1.329074,0.370447,04:59
14,1.325736,1.327859,0.371166,04:58
15,1.323108,1.326700,0.372021,04:58
16,1.321072,1.325855,0.372582,04:57
17,1.317448,1.325591,0.372844,04:59
18,1.317273,1.325423,0.372966,04:59
19,1.318513,1.325411,0.372864,04:57
