epoch,train_loss,valid_loss,accuracy,time
0,1.366601,1.365746,0.350614,04:13
1,1.341188,1.340399,0.361666,04:13
2,1.334490,1.334051,0.366828,04:13
3,1.330451,1.331586,0.368777,04:13
4,1.329480,1.331730,0.369063,04:13
5,1.329080,1.330502,0.369765,04:13
6,1.326063,1.326832,0.371798,04:13
7,1.321493,1.325836,0.372276,04:13
8,1.317101,1.324529,0.373669,04:13
9,1.315757,1.322040,0.374492,04:13
10,1.310527,1.320659,0.375006,04:13
11,1.305921,1.320241,0.375909,04:13
12,1.307707,1.321051,0.375665,04:12
13,1.298633,1.320716,0.375639,04:13
14,1.293526,1.322834,0.374836,04:12
15,1.286684,1.324652,0.374019,04:12
16,1.278570,1.328067,0.372871,04:13
17,1.275793,1.328996,0.372428,04:13
18,1.270905,1.330742,0.371966,04:13
19,1.273254,1.331203,0.371819,04:13
epoch,train_loss,valid_loss,accuracy,time
0,1.369448,1.365887,0.350614,04:14
1,1.341633,1.340393,0.361666,04:13
2,1.334459,1.334116,0.366828,04:13
3,1.331051,1.331717,0.368777,04:13
4,1.329966,1.331683,0.369063,04:13
5,1.326968,1.330575,0.369765,04:13
6,1.324578,1.327227,0.371798,04:13
7,1.320881,1.326662,0.372276,04:13
8,1.319933,1.325317,0.373669,04:13
9,1.315590,1.323272,0.374492,04:13
10,1.311286,1.321924,0.375006,04:13
11,1.308553,1.321544,0.375909,04:13
12,1.303704,1.322240,0.375665,04:13
13,1.297103,1.321916,0.375639,04:13
14,1.291152,1.323853,0.374836,04:12
15,1.285345,1.325610,0.374019,04:12
16,1.277060,1.328915,0.372871,04:13
17,1.276005,1.329795,0.372428,04:13
18,1.273312,1.331600,0.371966,04:13
19,1.270009,1.332049,0.371819,04:13
