epoch,train_loss,valid_loss,accuracy,time
0,1.468104,1.443382,0.320407,03:19
1,1.394093,1.392006,0.339072,03:19
2,1.359671,1.356330,0.355557,03:19
3,1.343950,1.339068,0.364827,03:19
4,1.589308,1.345692,0.361999,03:19
5,1.338400,1.335073,0.369090,03:18
6,1.330982,1.332282,0.369779,03:19
7,1.330279,1.328679,0.371322,03:19
8,1.325492,1.327331,0.372280,03:19
9,1.324729,1.327821,0.373131,03:19
10,1.319770,1.323388,0.375181,03:19
11,1.314529,1.321110,0.376622,03:19
12,1.309570,1.319240,0.377208,03:19
13,1.305096,1.319054,0.377942,03:19
14,1.303696,1.317775,0.377914,03:19
15,1.298573,1.318733,0.377923,03:19
16,1.295701,1.317941,0.377809,03:18
17,1.292395,1.318438,0.377601,03:19
18,1.291328,1.318327,0.377528,03:18
19,1.291019,1.318443,0.377402,03:19
epoch,train_loss,valid_loss,accuracy,time
0,1.468381,1.443608,0.320407,03:19
1,1.394132,1.391847,0.339072,03:19
2,1.359780,1.356459,0.355557,03:19
3,1.343643,1.338970,0.364827,03:19
4,1.348139,1.346664,0.361999,03:19
5,1.335028,1.335376,0.369090,03:19
6,1.330184,1.332165,0.369779,03:19
7,1.328685,1.328739,0.371322,03:19
8,1.324628,1.327288,0.372280,03:19
9,1.325861,1.327417,0.373131,03:19
10,1.319454,1.322762,0.375181,03:19
11,1.315031,1.320225,0.376622,03:19
12,1.309358,1.318236,0.377208,03:19
13,1.306302,1.317922,0.377942,03:19
14,1.301647,1.316614,0.377914,03:19
15,1.298508,1.317660,0.377923,03:19
16,1.293734,1.316932,0.377809,03:18
17,1.292135,1.317375,0.377601,03:19
18,1.291863,1.317259,0.377528,03:18
19,1.290463,1.317353,0.377402,03:19
