epoch,train_loss,valid_loss,accuracy,time
0,1.367392,1.367577,0.349016,04:24
1,1.340900,1.342796,0.360474,04:24
2,1.333858,1.338252,0.363457,04:23
3,1.333072,1.333123,0.367891,04:24
4,1.329458,1.333530,0.368980,04:23
5,1.326466,1.329894,0.370417,04:24
6,1.322574,1.329166,0.371130,04:25
7,1.321665,1.325802,0.372845,04:24
8,1.318276,1.324249,0.373987,04:24
9,1.313998,1.322855,0.374893,04:24
10,1.311473,1.322386,0.375234,04:24
11,1.306701,1.321733,0.375766,04:24
12,1.301843,1.322037,0.375384,04:24
13,1.298203,1.322572,0.374999,04:24
14,1.291627,1.324595,0.374173,04:24
15,1.283877,1.326985,0.373131,04:24
16,1.278293,1.329599,0.372459,04:23
17,1.272973,1.331465,0.371635,04:23
18,1.266362,1.333244,0.371208,04:24
19,1.266437,1.333563,0.370998,04:24
epoch,train_loss,valid_loss,accuracy,time
0,1.365591,1.367726,0.349016,04:24
1,1.341363,1.342537,0.360474,04:24
2,1.333978,1.338379,0.363457,04:23
3,1.331890,1.332931,0.367891,04:24
4,1.329569,1.332926,0.368980,04:23
5,1.327651,1.329295,0.370417,04:24
6,1.323822,1.328483,0.371130,04:25
7,1.320079,1.324942,0.372845,04:24
8,1.315881,1.323328,0.373987,04:24
9,1.312665,1.321568,0.374893,04:24
10,1.310570,1.321324,0.375234,04:24
11,1.306750,1.320305,0.375766,04:24
12,1.301729,1.320913,0.375384,04:23
13,1.295881,1.321312,0.374999,04:24
14,1.291738,1.323259,0.374173,04:24
15,1.283127,1.325542,0.373131,04:24
16,1.277814,1.328194,0.372459,04:23
17,1.272818,1.330036,0.371635,04:23
18,1.268110,1.331815,0.371208,04:24
19,1.270606,1.332222,0.370998,04:24
