epoch,train_loss,valid_loss,accuracy,time
0,1.394148,1.379638,0.342668,03:50
1,1.357526,1.362089,0.348837,03:50
2,1.342033,1.344624,0.359131,03:50
3,1.332318,1.338515,0.363539,03:50
4,1.331334,1.330885,0.369607,03:50
5,1.328118,1.331306,0.370244,03:50
6,1.325533,1.327191,0.372113,03:50
7,1.318772,1.323728,0.374463,03:50
8,1.315630,1.322183,0.375756,03:50
9,1.308526,1.321412,0.376576,03:50
10,1.304071,1.320748,0.376905,03:50
11,1.299096,1.320703,0.376691,03:51
12,1.292361,1.322601,0.376150,03:50
13,1.286038,1.324199,0.375315,03:50
14,1.278228,1.326700,0.373995,03:49
15,1.271178,1.330223,0.373189,03:50
16,1.263551,1.332998,0.372235,03:49
17,1.262225,1.335044,0.371475,03:50
18,1.256087,1.336185,0.371319,03:50
19,1.258931,1.336366,0.371238,03:50
epoch,train_loss,valid_loss,accuracy,time
0,1.394638,1.379740,0.342668,03:50
1,1.356572,1.362194,0.348837,03:50
2,1.340166,1.344522,0.359131,03:50
3,1.332659,1.338168,0.363539,03:50
4,1.331119,1.330762,0.369607,03:50
5,1.328380,1.331326,0.370244,03:50
6,1.326589,1.326830,0.372113,03:50
7,1.320099,1.323097,0.374463,03:50
8,1.317213,1.321272,0.375756,03:50
9,1.307970,1.320432,0.376576,03:50
10,1.305036,1.319666,0.376905,03:50
11,1.299626,1.319582,0.376691,03:50
12,1.291413,1.321450,0.376150,03:50
13,1.284754,1.323013,0.375315,03:50
14,1.278766,1.325602,0.373995,03:49
15,1.273020,1.329115,0.373189,03:50
16,1.264566,1.332116,0.372235,03:49
17,1.261783,1.334236,0.371475,03:50
18,1.257466,1.335219,0.371319,03:50
19,1.257605,1.335473,0.371238,03:50
