epoch,train_loss,valid_loss,accuracy,time
0,1.470539,1.438878,0.315606,03:17
1,1.402102,1.386094,0.345498,03:17
2,1.366935,1.357536,0.354717,03:17
3,1.347829,1.346958,0.359996,03:17
4,1.342309,1.339417,0.362551,03:17
5,1.335844,1.333950,0.366478,03:17
6,1.330343,1.329248,0.370214,03:17
7,1.327934,1.328102,0.371511,03:17
8,1.325379,1.329332,0.371850,03:17
9,1.322797,1.324263,0.374567,03:17
10,1.318724,1.322097,0.375707,03:17
11,1.311617,1.319417,0.377288,03:17
12,1.306134,1.319052,0.378004,03:17
13,1.303428,1.317271,0.378128,03:17
14,1.296918,1.316631,0.377873,03:17
15,1.293868,1.316937,0.378040,03:16
16,1.291187,1.317881,0.377586,03:17
17,1.289171,1.317838,0.377565,03:16
18,1.288899,1.317886,0.377432,03:17
19,1.286706,1.318118,0.377399,03:17
epoch,train_loss,valid_loss,accuracy,time
0,1.470413,1.438408,0.315606,03:17
1,1.402727,1.386147,0.345498,03:17
2,1.367035,1.357632,0.354717,03:17
3,1.350302,1.346691,0.359996,03:17
4,1.340620,1.339360,0.362551,03:17
5,1.336614,1.334158,0.366478,03:17
6,1.331593,1.329449,0.370214,03:17
7,1.328259,1.328302,0.371511,03:17
8,1.328535,1.329377,0.371850,03:17
9,1.321516,1.324643,0.374567,03:17
10,1.318100,1.322927,0.375707,03:17
11,1.311768,1.320269,0.377288,03:17
12,1.306493,1.320187,0.378004,03:17
13,1.302860,1.318363,0.378128,03:17
14,1.297850,1.317734,0.377873,03:17
15,1.294753,1.318267,0.378040,03:17
16,1.293356,1.319134,0.377586,03:17
17,1.288096,1.319066,0.377565,03:16
18,1.287766,1.319161,0.377432,03:17
19,1.285261,1.319314,0.377399,03:17
