epoch,train_loss,valid_loss,accuracy,time
0,1.450749,1.421789,0.317399,03:21
1,1.390275,1.380891,0.347489,03:20
2,1.363618,1.359311,0.352200,03:20
3,1.344157,1.341299,0.362478,03:20
4,1.338180,1.336026,0.366433,03:20
5,1.336507,1.335978,0.365725,03:20
6,1.330795,1.331226,0.368895,03:21
7,1.330960,1.327857,0.371365,03:20
8,1.325874,1.326453,0.372304,03:20
9,1.322948,1.332289,0.368347,03:20
10,1.317703,1.321680,0.375310,03:21
11,1.312806,1.320220,0.376728,03:20
12,1.307810,1.319900,0.377330,03:21
13,1.305379,1.320049,0.377367,03:21
14,1.298875,1.318435,0.377200,03:20
15,1.293209,1.318766,0.376815,03:20
16,1.290550,1.319273,0.376559,03:20
17,1.286116,1.319739,0.376098,03:20
18,1.284756,1.319967,0.376080,03:20
19,1.284173,1.320063,0.376089,03:20
epoch,train_loss,valid_loss,accuracy,time
0,1.451224,1.421641,0.317399,03:21
1,1.390052,1.380766,0.347489,03:20
2,1.363240,1.359365,0.352200,03:20
3,1.344234,1.341295,0.362478,03:20
4,1.339353,1.336101,0.366433,03:20
5,1.335966,1.336177,0.365725,03:20
6,1.330927,1.331462,0.368895,03:20
7,1.329601,1.328103,0.371365,03:20
8,1.326478,1.326556,0.372304,03:20
9,1.323973,1.332204,0.368347,03:21
10,1.317914,1.322421,0.375310,03:20
11,1.314411,1.321408,0.376728,03:20
12,1.308454,1.321036,0.377330,03:21
13,1.302194,1.321518,0.377367,03:21
14,1.298435,1.319772,0.377200,03:20
15,1.293862,1.320089,0.376815,03:20
16,1.289258,1.320526,0.376559,03:20
17,1.285860,1.320988,0.376098,03:20
18,1.287028,1.321197,0.376080,03:20
19,1.286249,1.321248,0.376089,03:20
