epoch,train_loss,valid_loss,accuracy,time
0,1.505846,1.471799,0.323404,03:21
1,1.395634,1.384716,0.347700,03:21
2,1.355055,1.352072,0.361074,03:21
3,1.339229,1.338087,0.366102,03:21
4,1.332340,1.333025,0.369005,03:21
5,1.330551,1.330456,0.370099,03:21
6,1.326964,1.328667,0.371430,03:21
7,1.324640,1.326102,0.372856,03:21
8,1.317385,1.324269,0.374718,03:21
9,1.313978,1.322357,0.375723,03:21
10,1.309958,1.320265,0.376710,03:21
11,1.306627,1.320411,0.376748,03:21
12,1.298379,1.320043,0.376546,03:21
13,1.293377,1.321766,0.376325,03:21
14,1.288460,1.322384,0.375451,03:20
15,1.282884,1.323417,0.375175,03:21
16,1.280550,1.324503,0.374726,03:21
17,1.277297,1.325961,0.374270,03:21
18,1.275413,1.326676,0.374097,03:21
19,1.276724,1.326833,0.374018,03:21
epoch,train_loss,valid_loss,accuracy,time
0,1.505573,1.471937,0.323404,03:21
1,1.395008,1.384740,0.347700,03:21
2,1.355587,1.352060,0.361074,03:21
3,1.339145,1.337867,0.366102,03:21
4,1.332195,1.332773,0.369005,03:21
5,1.331450,1.330275,0.370099,03:21
6,1.328743,1.328543,0.371430,03:21
7,1.324495,1.325559,0.372856,03:21
8,1.317202,1.323502,0.374718,03:21
9,1.313811,1.321332,0.375723,03:21
10,1.310118,1.319224,0.376710,03:21
11,1.305793,1.319148,0.376748,03:21
12,1.297426,1.318688,0.376546,03:21
13,1.294349,1.320287,0.376325,03:21
14,1.288847,1.321001,0.375451,03:20
15,1.283876,1.322030,0.375175,03:20
16,1.283310,1.323131,0.374726,03:21
17,1.275166,1.324485,0.374270,03:21
18,1.275734,1.325289,0.374097,03:21
19,1.272190,1.325400,0.374018,03:21
