epoch,train_loss,valid_loss,accuracy,time
0,1.540677,1.521138,0.300676,03:31
1,1.397942,1.385557,0.350538,03:31
2,1.351126,1.349504,0.362124,03:31
3,1.338044,1.340176,0.364935,03:31
4,1.332507,1.331828,0.368962,03:31
5,1.329488,1.330631,0.369956,03:31
6,1.326043,1.327321,0.372116,03:31
7,1.323161,1.326946,0.372024,03:31
8,1.315935,1.322815,0.373881,03:32
9,1.312472,1.321415,0.375776,03:32
10,1.308505,1.319863,0.375947,03:32
11,1.305489,1.319065,0.376464,03:32
12,1.298969,1.320006,0.376534,03:32
13,1.294457,1.320608,0.375751,03:32
14,1.290472,1.321127,0.375476,03:31
15,1.285654,1.323634,0.374286,03:32
16,1.279783,1.324131,0.373977,03:31
17,1.277782,1.325530,0.373460,03:32
18,1.278437,1.326132,0.373251,03:32
19,1.273018,1.326190,0.373196,03:32
epoch,train_loss,valid_loss,accuracy,time
0,1.540982,1.521079,0.300676,03:32
1,1.397907,1.385267,0.350538,03:31
2,1.350511,1.349749,0.362124,03:31
3,1.337973,1.339951,0.364935,03:31
4,1.332036,1.331987,0.368962,03:31
5,1.330824,1.330631,0.369956,03:31
6,1.324168,1.327505,0.372116,03:32
7,1.322135,1.327615,0.372024,03:32
8,1.316771,1.324063,0.373881,03:31
9,1.312842,1.322560,0.375776,03:32
10,1.310171,1.321189,0.375947,03:32
11,1.304442,1.320559,0.376464,03:32
12,1.300930,1.321455,0.376534,03:32
13,1.294796,1.321929,0.375751,03:32
14,1.288623,1.322506,0.375476,03:31
15,1.285426,1.325177,0.374286,03:32
16,1.280219,1.325579,0.373977,03:31
17,1.280009,1.326927,0.373460,03:32
18,1.276446,1.327586,0.373251,03:31
19,1.274171,1.327561,0.373196,03:32
