epoch,train_loss,valid_loss,accuracy,time
0,1.610564,1.542028,0.305769,03:09
1,1.453126,1.439697,0.327992,03:09
2,1.388456,1.375038,0.351791,03:09
3,1.360843,1.356212,0.358284,03:09
4,1.368325,1.354773,0.358427,03:09
5,1.348754,1.345197,0.365175,03:10
6,1.341261,1.340119,0.366432,03:09
7,1.333156,1.331362,0.370347,03:09
8,1.330651,1.329800,0.370878,03:09
9,1.328638,1.332422,0.369009,03:09
10,1.323729,1.325591,0.373483,03:09
11,1.323545,1.324907,0.374526,03:09
12,1.316851,1.325733,0.373943,03:09
13,1.313387,1.319561,0.377162,03:10
14,1.308981,1.317643,0.377572,03:10
15,1.305058,1.317909,0.377757,03:10
16,1.303066,1.316101,0.378117,03:09
17,1.301359,1.315926,0.378094,03:09
18,1.299034,1.315808,0.378040,03:09
19,1.298836,1.315818,0.378078,03:09
epoch,train_loss,valid_loss,accuracy,time
0,1.609932,1.541840,0.305769,03:09
1,1.453648,1.439897,0.327992,03:09
2,1.388550,1.374958,0.351791,03:09
3,1.361389,1.356104,0.358284,03:10
4,1.363501,1.353685,0.358427,03:09
5,1.349664,1.344140,0.365175,03:10
6,1.342147,1.339369,0.366432,03:09
7,1.334285,1.331611,0.370347,03:09
8,1.330614,1.330006,0.370878,03:09
9,1.328011,1.332583,0.369009,03:09
10,1.324151,1.325591,0.373483,03:09
11,1.320577,1.325371,0.374526,03:09
12,1.320261,1.326342,0.373943,03:09
13,1.313136,1.320491,0.377162,03:09
14,1.307944,1.318934,0.377572,03:10
15,1.304973,1.319152,0.377757,03:10
16,1.304511,1.317286,0.378117,03:09
17,1.299872,1.317111,0.378094,03:09
18,1.300424,1.317052,0.378040,03:09
19,1.300550,1.317076,0.378078,03:09
