epoch,train_loss,valid_loss,accuracy,time
0,1.403700,1.395173,0.343971,03:41
1,1.356737,1.353002,0.358398,03:41
2,1.340754,1.347949,0.358943,03:40
3,1.332543,1.332517,0.368133,03:40
4,1.330720,1.331598,0.368920,03:41
5,1.326486,1.330101,0.371143,03:41
6,1.321613,1.325807,0.373238,03:41
7,1.318754,1.324496,0.374524,03:41
8,1.312083,1.322980,0.375099,03:41
9,1.310263,1.321503,0.375497,03:41
10,1.304409,1.321632,0.376024,03:41
11,1.301693,1.321043,0.376009,03:41
12,1.293495,1.322621,0.375383,03:41
13,1.289663,1.323530,0.374915,03:41
14,1.280959,1.326155,0.374145,03:41
15,1.277767,1.328894,0.373116,03:41
16,1.268325,1.329999,0.372242,03:41
17,1.267601,1.332069,0.371632,03:41
18,1.264128,1.333578,0.371288,03:41
19,1.262273,1.333759,0.371164,03:40
epoch,train_loss,valid_loss,accuracy,time
0,1.403058,1.395153,0.343971,03:41
1,1.355941,1.353037,0.358398,03:41
2,1.338157,1.347929,0.358943,03:40
3,1.331282,1.332330,0.368133,03:40
4,1.330619,1.331690,0.368920,03:41
5,1.326980,1.329855,0.371143,03:41
6,1.323495,1.325190,0.373238,03:41
7,1.316132,1.323344,0.374524,03:41
8,1.314198,1.321977,0.375099,03:41
9,1.310219,1.320170,0.375497,03:41
10,1.304307,1.320223,0.376024,03:41
11,1.300148,1.319664,0.376009,03:40
12,1.295374,1.321317,0.375383,03:41
13,1.290694,1.322241,0.374915,03:41
14,1.281982,1.324802,0.374145,03:41
15,1.278929,1.327569,0.373116,03:41
16,1.269416,1.328640,0.372242,03:41
17,1.264949,1.330854,0.371632,03:41
18,1.264413,1.332154,0.371288,03:41
19,1.260678,1.332398,0.371164,03:40
