epoch,train_loss,valid_loss,accuracy,time
0,1.549987,1.483272,0.305981,03:10
1,1.449147,1.415040,0.330015,03:11
2,1.397589,1.384632,0.341117,03:10
3,1.370680,1.380412,0.337340,03:11
4,1.357976,1.350860,0.359131,03:10
5,1.353906,1.344760,0.361039,03:10
6,1.340495,1.366361,0.364174,03:11
7,1.336279,1.335182,0.367206,03:11
8,1.332501,1.330631,0.369805,03:11
9,1.331333,1.329254,0.370668,03:10
10,1.327790,1.327981,0.372020,03:11
11,1.325393,1.326548,0.372986,03:11
12,1.325073,1.326084,0.373982,03:11
13,1.321234,1.325944,0.373601,03:11
14,1.317468,1.321525,0.375957,03:11
15,1.312892,1.319303,0.376657,03:11
16,1.310689,1.318716,0.377074,03:11
17,1.309914,1.317609,0.377375,03:11
18,1.306819,1.317231,0.377403,03:11
19,1.306549,1.317159,0.377403,03:11
epoch,train_loss,valid_loss,accuracy,time
0,1.549592,1.483627,0.305981,03:11
1,1.448957,1.415156,0.330015,03:11
2,1.398232,1.384479,0.341117,03:10
3,1.370576,1.380742,0.337340,03:10
4,1.359158,1.350831,0.359131,03:11
5,1.354870,1.344755,0.361039,03:10
6,1.341280,1.575789,0.364174,03:10
7,1.335891,1.335072,0.367206,03:11
8,1.332452,1.330553,0.369805,03:11
9,1.333754,1.329057,0.370668,03:10
10,1.326475,1.327801,0.372020,03:11
11,1.325394,1.326442,0.372986,03:11
12,1.323663,1.325779,0.373982,03:11
13,1.320958,1.325618,0.373601,03:10
14,1.317671,1.320919,0.375957,03:11
15,1.313475,1.318502,0.376657,03:11
16,1.312206,1.317772,0.377074,03:11
17,1.309247,1.316659,0.377375,03:11
18,1.306853,1.316234,0.377403,03:11
19,1.305665,1.316227,0.377403,03:10
