epoch,train_loss,valid_loss,accuracy,time
0,1.592738,1.581222,0.252385,04:54
1,1.435336,1.433424,0.254481,04:55
2,1.365899,1.372418,0.339051,04:56
3,1.345437,1.343722,0.362516,04:56
4,1.339014,1.338760,0.364254,04:56
5,1.335491,1.335824,0.366476,04:55
6,1.333498,1.333368,0.367347,04:54
7,1.329711,1.332422,0.368650,04:53
8,1.327290,1.328962,0.371084,04:53
9,1.327203,1.327812,0.371625,04:54
10,1.321525,1.325458,0.373078,04:54
11,1.319525,1.325158,0.373430,04:54
12,1.316982,1.323012,0.374860,04:54
13,1.313726,1.322083,0.375201,04:54
14,1.313903,1.321828,0.374979,04:53
15,1.310020,1.322281,0.374742,04:54
16,1.307481,1.322514,0.374713,04:53
17,1.307075,1.323105,0.374443,04:55
18,1.305622,1.323053,0.374299,04:53
19,1.303925,1.323195,0.374212,04:55
epoch,train_loss,valid_loss,accuracy,time
0,1.592551,1.581059,0.252385,04:54
1,1.435006,1.433587,0.254481,04:55
2,1.365766,1.372342,0.339051,04:56
3,1.347029,1.343615,0.362516,04:56
4,1.339787,1.338619,0.364254,04:56
5,1.335100,1.336012,0.366476,04:54
6,1.333338,1.333272,0.367347,04:54
7,1.329745,1.332308,0.368650,04:54
8,1.329933,1.329142,0.371084,04:53
9,1.325500,1.328451,0.371625,04:54
10,1.326119,1.326138,0.373078,04:54
11,1.320037,1.326101,0.373430,04:54
12,1.319139,1.324008,0.374860,04:54
13,1.317302,1.323187,0.375201,04:54
14,1.313488,1.323047,0.374979,04:54
15,1.307193,1.323468,0.374742,04:54
16,1.305609,1.323769,0.374713,04:53
17,1.305643,1.324331,0.374443,04:55
18,1.303386,1.324314,0.374299,04:53
19,1.304661,1.324453,0.374212,04:55
