epoch,train_loss,valid_loss,accuracy,time
0,1.629732,1.554315,0.295029,03:08
1,1.474473,1.439385,0.320149,03:08
2,1.404286,1.388141,0.346793,03:08
3,1.384620,1.389495,0.291789,03:07
4,1.359361,1.356857,0.355775,03:08
5,1.346569,1.341874,0.364499,03:08
6,1.337576,1.336038,0.367332,03:07
7,1.333436,1.331287,0.370423,03:08
8,1.330359,1.330756,0.371022,03:08
9,1.329817,1.327946,0.372425,03:08
10,1.323980,1.328600,0.372480,03:08
11,1.320064,1.321725,0.375376,03:07
12,1.315340,1.319426,0.376431,03:08
13,1.311716,1.317770,0.377436,03:08
14,1.306432,1.316644,0.377616,03:08
15,1.301675,1.316056,0.377719,03:08
16,1.299647,1.315740,0.377827,03:08
17,1.297550,1.315937,0.377983,03:08
18,1.295956,1.315796,0.377882,03:08
19,1.296727,1.315831,0.377857,03:07
epoch,train_loss,valid_loss,accuracy,time
0,1.629691,1.554084,0.295029,03:07
1,1.474600,1.439328,0.320149,03:08
2,1.404619,1.387895,0.346793,03:08
3,1.408501,1.452357,0.291789,03:08
4,1.359330,1.356641,0.355775,03:07
5,1.346471,1.341817,0.364499,03:08
6,1.338934,1.336139,0.367332,03:07
7,1.334461,1.331424,0.370423,03:08
8,1.330484,1.330766,0.371022,03:08
9,1.327652,1.328126,0.372425,03:08
10,1.326266,1.328814,0.372480,03:08
11,1.321413,1.321968,0.375376,03:07
12,1.316062,1.320225,0.376431,03:08
13,1.310299,1.318705,0.377436,03:08
14,1.305388,1.317644,0.377616,03:08
15,1.303067,1.317127,0.377719,03:08
16,1.300707,1.316860,0.377827,03:08
17,1.296998,1.317033,0.377983,03:08
18,1.296483,1.316886,0.377882,03:08
19,1.295231,1.316997,0.377857,03:07
