epoch,train_loss,valid_loss,accuracy,time
0,1.404511,1.390359,0.339024,03:37
1,1.362063,1.359681,0.355079,03:37
2,1.343102,1.342824,0.360777,03:37
3,1.335750,1.334920,0.366400,03:37
4,1.332383,1.333363,0.367474,03:37
5,1.329206,1.332121,0.369197,03:37
6,1.325795,1.328107,0.371347,03:37
7,1.321813,1.327667,0.372331,03:37
8,1.317234,1.321787,0.374682,03:37
9,1.312849,1.321495,0.375512,03:37
10,1.307252,1.319799,0.376280,03:37
11,1.305028,1.320164,0.376724,03:37
12,1.298251,1.319045,0.376570,03:37
13,1.292364,1.321169,0.375747,03:37
14,1.287952,1.323131,0.374918,03:37
15,1.282027,1.324556,0.374083,03:37
16,1.274143,1.327035,0.373432,03:37
17,1.269084,1.328909,0.372731,03:37
18,1.266701,1.329903,0.372494,03:37
19,1.264346,1.330192,0.372445,03:37
epoch,train_loss,valid_loss,accuracy,time
0,1.404669,1.390334,0.339024,03:37
1,1.362604,1.359603,0.355079,03:37
2,1.343383,1.342690,0.360777,03:37
3,1.336927,1.334996,0.366400,03:37
4,1.332071,1.333419,0.367474,03:37
5,1.328700,1.332026,0.369197,03:37
6,1.327435,1.328059,0.371347,03:37
7,1.322305,1.327981,0.372331,03:37
8,1.317608,1.322687,0.374682,03:37
9,1.312653,1.322583,0.375512,03:37
10,1.310261,1.320763,0.376280,03:38
11,1.303329,1.321332,0.376724,03:38
12,1.297200,1.320323,0.376570,03:37
13,1.291502,1.322403,0.375747,03:37
14,1.286307,1.324288,0.374918,03:37
15,1.279365,1.325709,0.374083,03:37
16,1.275272,1.328053,0.373432,03:37
17,1.271487,1.329998,0.372731,03:37
18,1.270288,1.330929,0.372494,03:37
19,1.266952,1.331170,0.372445,03:37
