epoch,train_loss,valid_loss,accuracy,time
0,1.386812,1.373517,0.343303,04:05
1,1.352888,1.350365,0.354858,04:05
2,1.338441,1.341351,0.360158,04:05
3,1.335807,1.353972,0.353003,04:04
4,1.331459,1.332315,0.368629,04:05
5,1.329269,1.330014,0.370016,04:05
6,1.325429,1.328044,0.371588,04:05
7,1.320502,1.324903,0.373863,04:05
8,1.315631,1.321936,0.374758,04:05
9,1.311133,1.320861,0.376362,04:05
10,1.305008,1.320348,0.376498,04:05
11,1.300240,1.320177,0.376522,04:05
12,1.290779,1.321306,0.375917,04:05
13,1.282457,1.322917,0.374935,04:05
14,1.275601,1.325953,0.373879,04:04
15,1.270897,1.330200,0.372780,04:04
16,1.263225,1.332835,0.371800,04:04
17,1.257408,1.335815,0.370978,04:05
18,1.254023,1.337312,0.370590,04:05
19,1.251039,1.337547,0.370546,04:05
epoch,train_loss,valid_loss,accuracy,time
0,1.386807,1.373439,0.343303,04:05
1,1.353523,1.350036,0.354858,04:05
2,1.339002,1.341223,0.360158,04:05
3,1.335095,1.354043,0.353003,04:05
4,1.331590,1.332376,0.368629,04:04
5,1.328374,1.330025,0.370016,04:05
6,1.326077,1.328458,0.371588,04:05
7,1.321641,1.325717,0.373863,04:05
8,1.315225,1.323027,0.374758,04:05
9,1.309070,1.321873,0.376362,04:05
10,1.305272,1.321538,0.376498,04:05
11,1.300299,1.321380,0.376522,04:05
12,1.294850,1.322464,0.375917,04:06
13,1.285738,1.324193,0.374935,04:05
14,1.278198,1.326938,0.373879,04:04
15,1.269158,1.331144,0.372780,04:04
16,1.264163,1.333594,0.371800,04:04
17,1.258008,1.336586,0.370978,04:05
18,1.252666,1.338230,0.370590,04:05
19,1.253199,1.338466,0.370546,04:05
