epoch,train_loss,valid_loss,accuracy,time
0,4.673004,#na#,00:10
epoch,train_loss,valid_loss,accuracy,time
0,1.371989,1.361007,0.335755,01:44
1,1.369194,1.365458,0.333824,01:44
2,1.360910,1.348347,0.345431,01:45
3,1.355823,1.341306,0.351927,01:45
4,1.351360,1.338129,0.354508,01:45
