201985	6531
1.1.1.1	14
1.1.1.2	29
1.1.1.6	2
1.1.1.18	33
1.1.1.22	184
1.1.1.23	561
1.1.1.24	2
1.1.1.25	35
1.1.1.27	3
1.1.1.30	29
1.1.1.36	30
1.1.1.37	1197
1.1.1.42	1207
1.1.1.44	89
1.1.1.49	106
1.1.1.53	29
1.1.1.60	21
1.1.1.81	81
1.1.1.83	174
1.1.1.85	595
1.1.1.86	97
1.1.1.87	86
1.1.1.94	48
1.1.1.95	105
1.1.1.100	913
1.1.1.103	8
1.1.1.107	23
1.1.1.108	245
1.1.1.127	26
1.1.1.132	17
1.1.1.133	22
1.1.1.136	173
1.1.1.157	24
1.1.1.159	2
1.1.1.175	12
1.1.1.184	4
1.1.1.192	2
1.1.1.203	17
1.1.1.205	1255
1.1.1.262	184
1.1.1.268	7
1.1.1.271	212
1.1.1.274	4
1.1.1.283	5
1.1.1.290	13
1.1.1.298	30
1.1.1.308	620
1.1.1.310	10
1.1.1.311	31
1.1.1.313	11
1.1.1.325	2
1.1.1.333	2
1.1.1.335	18
1.1.1.336	51
1.1.1.338	16
1.1.1.340	1
1.1.1.343	8
1.1.1.373	2
1.1.2.7	19
1.1.2.8	61
1.1.3.15	194
1.1.5.6	28
1.1.98.2	19
1.1.98.3	7
1.1.99.28	10
1.2.1.n2	23
1.2.1.3	141
1.2.1.5	160
1.2.1.8	344
1.2.1.9	4
1.2.1.10	60
1.2.1.11	538
1.2.1.12	756
1.2.1.16	10
1.2.1.19	48
1.2.1.20	86
1.2.1.26	38
1.2.1.41	190
1.2.1.59	55
1.2.1.69	191
1.2.1.70	82
1.2.1.71	40
1.2.1.72	43
1.2.1.79	169
1.2.1.81	443
1.2.1.88	7
1.2.1.92	4
1.2.4.1	1458
1.2.4.4	129
1.2.5.1	10
1.2.7.3	32
1.2.99.2	209
1.3.1.1	2
1.3.1.n3	123
1.3.1.9	462
1.3.1.12	3
1.3.1.14	18
1.3.1.28	2
1.3.1.31	35
1.3.1.34	213
1.3.1.44	4
1.3.1.56	3
1.3.1.84	99
1.3.1.86	9
1.3.1.91	220
1.3.1.98	56
1.3.1.104	5
1.3.3.3	319
1.3.5.1	933
1.3.5.2	65
1.3.5.4	275
1.3.5.5	3
1.3.7.7	70
1.3.8.10	36
1.3.8.11	31
1.3.98.1	1
1.3.99.4	8
1.3.99.22	21
1.3.99.27	2
1.3.99.28	6
1.4.1.1	602
1.4.1.2	307
1.4.1.3	135
1.4.1.4	431
1.4.1.11	1
1.4.1.23	25
1.4.3.5	24
1.4.3.16	248
1.4.3.21	1
1.4.7.1	1727
1.4.99.1	99
1.5.1.2	7
1.5.1.3	16
1.5.1.20	21
1.5.1.21	1
1.5.1.34	1
1.5.1.38	2
1.5.1.43	4
1.5.1.49	61
1.6.1.2	2287
1.6.5.2	94
1.6.99.1	56
1.7.1.13	50
1.7.2.1	112
1.7.2.2	1
1.7.2.4	19
1.7.2.5	20
1.7.2.6	2
1.7.99.4	88
1.8.1.2	40
1.8.1.4	717
1.8.1.7	70
1.8.1.8	13
1.8.1.9	1432
1.8.1.14	1
1.8.1.15	6
1.8.1.19	10
1.8.4.11	132
1.8.4.12	173
1.8.4.13	6
1.8.4.14	4
1.8.5.3	6
1.8.5.4	7
1.8.7.1	4
1.8.99.2	416
1.8.99.5	25
1.9.3.1	27
1.10.3.9	70
1.10.3.10	170
1.10.3.14	34
1.11.1.5	20
1.11.1.6	109
1.11.1.15	44
1.11.1.18	1
1.11.1.21	1718
1.11.1.22	70
1.12.2.1	3
1.12.98.3	2
1.12.99.6	22
1.13.11.1	13
1.13.11.2	4
1.13.11.3	19
1.13.11.5	31
1.13.11.6	32
1.13.11.9	1
1.13.11.11	21
1.13.11.24	11
1.13.11.25	3
1.13.11.29	5
1.13.11.57	10
1.13.11.79	39
1.13.12.16	64
1.14.11.17	36
1.14.11.33	7
1.14.12.1	2
1.14.12.17	7
1.14.12.18	2
1.14.12.19	10
1.14.13.2	35
1.14.13.9	51
1.14.13.70	6
1.14.13.92	148
1.14.13.113	2
1.14.13.114	6
1.14.13.127	2
1.14.13.141	35
1.14.13.142	1
1.14.13.149	146
1.14.13.154	7
1.14.13.163	2
1.14.13.171	64
1.14.13.195	2
1.14.14.1	5
1.14.14.9	21
1.14.14.12	3
1.14.15.3	32
1.14.15.12	7
1.14.16.1	12
1.14.19.n4	7
1.14.21.7	3
1.14.99.3	6
1.14.99.15	3
1.14.99.46	31
1.15.1.1	262
1.16.3.1	39
1.16.3.2	1
1.17.1.2	271
1.17.1.8	160
1.17.1.9	3
1.17.1.10	173
1.17.2.1	81
1.17.4.1	647
1.17.7.1	169
1.17.7.3	504
1.17.99.6	1
1.18.1.1	26
1.18.1.2	46
1.18.1.3	8
1.18.6.1	23
1.20.4.1	3
1.21.98.1	11
1.21.99.5	4
1.97.1.12	45
2.1.1.10	3
2.1.1.13	1874
2.1.1.35	13
2.1.1.37	6
2.1.1.44	3
2.1.1.45	592
2.1.1.61	14
2.1.1.63	39
2.1.1.72	44
2.1.1.74	74
2.1.1.77	143
2.1.1.79	9
2.1.1.80	16
2.1.1.133	73
2.1.1.156	4
2.1.1.161	6
2.1.1.163	6
2.1.1.166	15
2.1.1.170	12
2.1.1.171	31
2.1.1.173	6
2.1.1.174	1
2.1.1.176	37
2.1.1.177	17
2.1.1.178	3
2.1.1.181	2
2.1.1.182	63
2.1.1.185	89
2.1.1.186	8
2.1.1.187	1
2.1.1.190	9
2.1.1.191	8
2.1.1.192	137
2.1.1.193	4
2.1.1.198	77
2.1.1.199	151
2.1.1.200	18
2.1.1.207	102
2.1.1.220	3
2.1.1.223	4
2.1.1.228	374
2.1.1.242	14
2.1.1.264	6
2.1.1.266	1
2.1.1.269	584
2.1.1.271	5
2.1.1.289	1
2.1.1.297	17
2.1.1.298	16
2.1.2.1	1475
2.1.2.2	86
2.1.2.10	151
2.1.2.11	81
2.1.3.2	72
2.1.3.3	447
2.1.3.6	37
2.1.3.9	1
2.2.1.1	1365
2.2.1.2	289
2.2.1.6	550
