375990	12324
1.1.1.1	23
1.1.1.2	25
1.1.1.6	4
1.1.1.18	52
1.1.1.22	548
1.1.1.23	823
1.1.1.24	2
1.1.1.25	40
1.1.1.27	3
1.1.1.30	91
1.1.1.36	134
1.1.1.37	2355
1.1.1.42	1855
1.1.1.44	260
1.1.1.49	314
1.1.1.53	39
1.1.1.60	80
1.1.1.81	164
1.1.1.83	182
1.1.1.85	1106
1.1.1.86	264
1.1.1.87	94
1.1.1.94	128
1.1.1.95	223
1.1.1.100	2015
1.1.1.103	30
1.1.1.107	34
1.1.1.108	322
1.1.1.127	66
1.1.1.130	1
1.1.1.132	15
1.1.1.133	31
1.1.1.136	609
1.1.1.157	41
1.1.1.159	3
1.1.1.169	2
1.1.1.175	9
1.1.1.184	8
1.1.1.192	1
1.1.1.203	5
1.1.1.205	1914
1.1.1.262	282
1.1.1.264	2
1.1.1.268	13
1.1.1.271	311
1.1.1.274	3
1.1.1.281	1
1.1.1.283	9
1.1.1.290	10
1.1.1.298	36
1.1.1.302	6
1.1.1.308	906
1.1.1.310	28
1.1.1.311	62
1.1.1.313	11
1.1.1.325	4
1.1.1.333	5
1.1.1.335	21
1.1.1.336	89
1.1.1.338	23
1.1.1.340	2
1.1.1.343	9
1.1.1.373	2
1.1.2.7	15
1.1.2.8	149
1.1.3.15	142
1.1.5.6	19
1.1.98.2	6
1.1.98.3	5
1.1.99.28	15
1.2.1.n2	12
1.2.1.3	236
1.2.1.5	135
1.2.1.8	379
1.2.1.9	1
1.2.1.10	97
1.2.1.11	1038
1.2.1.12	1684
1.2.1.16	88
1.2.1.19	81
1.2.1.20	120
1.2.1.26	46
1.2.1.41	442
1.2.1.59	126
1.2.1.69	370
1.2.1.70	205
1.2.1.71	143
1.2.1.72	115
1.2.1.79	363
1.2.1.81	440
1.2.1.88	26
1.2.1.92	11
1.2.2.3	1
1.2.4.1	1443
1.2.4.4	311
1.2.5.1	12
1.2.7.3	228
1.2.7.4	106
1.2.7.10	17
1.2.99.2	217
1.3.1.1	20
1.3.1.n3	142
1.3.1.9	804
1.3.1.14	61
1.3.1.28	3
1.3.1.31	68
1.3.1.34	500
1.3.1.44	10
1.3.1.84	136
1.3.1.86	8
1.3.1.91	312
1.3.1.98	73
1.3.1.104	24
1.3.3.3	498
1.3.3.4	4
1.3.5.1	1738
1.3.5.2	151
1.3.5.4	1135
1.3.5.5	5
1.3.7.7	41
1.3.8.10	79
1.3.8.11	74
1.3.98.1	3
1.3.99.4	8
1.3.99.22	108
1.3.99.27	2
1.3.99.28	1
1.3.99.33	2
1.4.1.1	1075
1.4.1.2	613
1.4.1.3	314
1.4.1.4	1093
1.4.1.23	47
1.4.3.5	61
1.4.3.16	532
1.4.7.1	3150
1.4.99.1	100
1.4.99.5	2
1.5.1.2	10
1.5.1.3	56
1.5.1.20	168
1.5.1.21	2
1.5.1.38	4
1.5.1.42	5
1.5.1.43	6
