,t-SNE1,t-SNE2,metaseek_env_package
2726,-1.3250797,3.4554656,plant-associated
2727,0.4225497,5.885243,plant-associated
2728,5.727773,-2.847243,plant-associated
2729,2.7128801,3.618818,plant-associated
2730,4.8346195,-2.314157,plant-associated
2731,2.7619648,5.2458544,plant-associated
2732,-4.129625,-3.590723,plant-associated
2733,0.5766777,4.523126,plant-associated
2734,-6.9033113,5.6965804,plant-associated
2735,2.9716961,4.2968984,plant-associated
2736,2.9500813,9.531918,plant-associated
2737,-7.000538,5.8037596,plant-associated
2738,7.2120495,1.2415203,plant-associated
2739,8.810681,3.1570163,plant-associated
2740,2.882721,9.529269,plant-associated
2741,3.155315,5.561144,plant-associated
2742,3.495086,7.572619,plant-associated
2743,5.0722594,8.0154,plant-associated
2744,2.442546,5.558312,plant-associated
2745,8.9299755,3.2544656,plant-associated
2746,5.2538447,3.8587582,plant-associated
2747,2.4289625,3.9324827,plant-associated
2748,4.8739004,7.450454,plant-associated
2749,1.7607776,-4.5540676,plant-associated
2750,6.6113753,6.546544,plant-associated
2751,0.97826266,5.693944,plant-associated
2752,8.467554,2.3749473,plant-associated
2753,1.0680016,5.028643,plant-associated
2754,1.9780988,3.096574,plant-associated
2755,2.2258236,-4.6760464,plant-associated
2756,1.1361717,4.3257027,plant-associated
2757,2.8970194,4.77068,plant-associated
2758,0.9344653,5.4351053,plant-associated
2759,8.295395,-2.6349041,plant-associated
2760,-4.632414,-3.992464,plant-associated
2761,5.5250807,2.3051383,plant-associated
2762,5.244355,7.8157444,plant-associated
2763,3.982602,6.076591,plant-associated
2764,-1.8016405,1.9303582,plant-associated
2765,5.367434,2.6908445,plant-associated
2766,1.3418962,6.40961,plant-associated
2767,3.3920698,7.401725,plant-associated
2768,5.270318,3.944496,plant-associated
2769,-7.558711,1.5533217,plant-associated
2770,-5.0723825,-2.9302344,plant-associated
2771,7.3286552,-1.9563514,plant-associated
2772,4.2061667,2.5683272,plant-associated
2773,2.421916,2.150687,plant-associated
2774,5.97537,2.0358732,plant-associated
2775,-1.6683708,1.296438,plant-associated
2776,5.4590187,2.08521,plant-associated
2777,4.0088096,4.7706075,plant-associated
2778,-4.4402566,6.364727,plant-associated
2779,-7.1073804,5.851251,plant-associated
2780,-4.773967,-1.4686098,plant-associated
2781,3.250578,1.6523923,plant-associated
2782,0.04734401,4.7946434,plant-associated
2783,-4.9874773,3.5688932,plant-associated
2784,3.2234032,3.7969875,plant-associated
2785,2.8294618,2.4011075,plant-associated
2786,8.2829275,3.659689,plant-associated
2787,8.879478,2.15705,plant-associated
2788,-5.6975555,-0.019342966,plant-associated
2789,-1.8405111,4.150866,plant-associated
2790,1.9700681,4.094173,plant-associated
2791,1.7516078,1.1244509,plant-associated
2792,5.3711214,2.5154798,plant-associated
2793,5.0332193,2.6986506,plant-associated
2794,7.9674997,3.93672,plant-associated
2795,7.6641717,-1.6341339,plant-associated
2796,3.7268598,4.6395507,plant-associated
2797,3.9742506,5.606208,plant-associated
2798,1.347324,-4.1634035,plant-associated
2799,-7.064377,5.9219465,plant-associated
2800,5.704612,2.5486467,plant-associated
2801,6.383952,7.0267844,plant-associated
2802,8.080956,4.363351,plant-associated
2803,2.2873456,3.8308039,plant-associated
2804,4.482716,5.9806876,plant-associated
2805,2.6470742,3.640082,plant-associated
2806,-6.966382,5.886584,plant-associated
2807,3.78088,2.1285367,plant-associated
2808,-0.24838264,4.1989503,plant-associated
2809,1.5017236,3.0529318,plant-associated
2810,-0.40252772,-3.9809265,plant-associated
2811,-0.91382694,3.444139,plant-associated
2812,5.519609,-0.60932386,plant-associated
2813,0.29111516,1.4132847,plant-associated
2814,7.5543256,3.176545,plant-associated
2815,-6.329174,5.3931894,plant-associated
2816,-4.8706656,3.590482,plant-associated
2817,5.348302,2.0913749,plant-associated
2818,3.6605065,1.3998096,plant-associated
2819,1.5621972,6.6107197,plant-associated
2820,3.2331395,0.06707101,plant-associated
2821,4.4000707,7.780939,plant-associated
2822,0.5892867,5.265066,plant-associated
2823,0.4573804,-3.0309007,plant-associated
2824,5.552498,2.5319943,plant-associated
2825,3.3784654,3.917695,plant-associated
2826,-7.0155106,5.832571,plant-associated
2827,-1.396116,1.5968555,plant-associated
2828,5.0871925,2.525573,plant-associated
2829,0.06620953,0.98149854,plant-associated
2830,3.5303562,3.6086812,plant-associated
2831,0.30477312,5.0828114,plant-associated
2832,-2.890652,5.064917,plant-associated
2833,8.138531,2.5626607,plant-associated
2834,5.833212,-1.5543433,plant-associated
2835,1.9036463,-4.3158827,plant-associated
2836,7.5401826,3.6113317,plant-associated
2837,5.1793766,4.1007333,plant-associated
2838,-7.07794,5.8615184,plant-associated
2839,4.5361166,2.3785262,plant-associated
2840,2.2899406,3.8802447,plant-associated
2841,1.4434252,1.7140887,plant-associated
2842,4.5099196,7.8359547,plant-associated
2843,3.71375,3.4743962,plant-associated
2844,-3.4981585,6.1117597,plant-associated
2845,-0.35265043,4.155475,plant-associated
2846,-6.819106,5.9445777,plant-associated
2847,0.98020595,-3.610968,plant-associated
2848,4.8926644,1.1387178,plant-associated
2849,2.2299376,4.1801186,plant-associated
2850,4.2710567,3.679701,plant-associated
2851,0.10854954,1.4033408,plant-associated
2852,2.899324,9.498787,plant-associated
2853,1.9324555,4.1112804,plant-associated
2854,4.185287,7.6477256,plant-associated
2855,3.2927613,5.2909236,plant-associated
2856,0.43638352,-3.272385,plant-associated
2857,4.8763933,4.155362,plant-associated
2858,3.3842535,3.0314984,plant-associated
2859,2.8247547,9.521349,plant-associated
2860,1.3957405,-5.3171043,plant-associated
2861,0.8567529,4.3709025,plant-associated
2862,4.4192376,3.630031,plant-associated
2863,2.2654974,3.6878262,plant-associated
2864,4.4603553,2.243353,plant-associated
2865,6.766361,-1.4682298,plant-associated
2866,4.2044487,3.6470947,plant-associated
2867,-6.841554,6.069671,plant-associated
2868,5.0880785,2.6244824,plant-associated
2869,3.196691,3.5528991,plant-associated
2870,8.871987,3.2382896,plant-associated
2871,8.75949,1.2393084,plant-associated
2872,8.836574,-1.4989674,plant-associated
2873,4.98205,6.001698,plant-associated
2874,1.1424168,5.653477,plant-associated
2875,7.056881,3.015187,plant-associated
2876,1.9578761,5.6787763,plant-associated
2877,2.8068936,3.9439762,plant-associated
2878,-0.9069988,-2.888419,plant-associated
2879,6.556187,1.1829346,plant-associated
2880,-6.048678,5.355568,plant-associated
2881,0.41885096,5.391588,plant-associated
2882,6.852802,3.2164671,plant-associated
2883,7.555882,-2.3762002,plant-associated
2884,-6.9417057,5.857866,plant-associated
2885,5.6230354,2.9082403,plant-associated
2886,1.9656461,6.664665,plant-associated
2887,-6.851662,3.7863836,plant-associated
2888,1.0124646,-3.432216,plant-associated
2889,-5.1007767,-3.011818,plant-associated
2890,3.225275,4.0069466,plant-associated
2891,1.3603514,-2.4520648,plant-associated
2892,5.1673098,2.2405677,plant-associated
2893,-1.0111574,3.257482,plant-associated
2894,3.0542505,2.1950026,plant-associated
2895,5.160097,2.5760875,plant-associated
2896,-5.65766,-0.38487488,plant-associated
2897,-5.210612,-1.3196187,plant-associated
2898,0.09442125,4.6819944,plant-associated
2899,8.33875,2.7711809,plant-associated
2900,3.0269961,3.60931,plant-associated
2901,5.6098266,-0.8765234,plant-associated
2902,1.5687944,4.3898864,plant-associated
2903,8.736879,2.0229642,plant-associated
2904,4.884223,-0.12226441,plant-associated
2905,2.04293,6.8948665,plant-associated
2906,4.1824603,1.9610246,plant-associated
2907,5.37058,2.3300567,plant-associated
2908,3.8997571,4.1754875,plant-associated
2909,5.235999,2.4233704,plant-associated
2910,8.510277,4.271003,plant-associated
2911,8.449051,2.971241,plant-associated
2912,1.1899453,4.5388575,plant-associated
2913,6.941077,2.0643125,plant-associated
2914,4.7826595,8.0245075,plant-associated
2915,5.266154,2.4080107,plant-associated
2916,1.1669341,5.712216,plant-associated
2917,3.6432273,1.5910449,plant-associated
2918,-6.431254,5.7127166,plant-associated
2919,5.781351,-0.4350702,plant-associated
2920,-6.4688735,3.9907002,plant-associated
2921,7.013611,-1.8690515,plant-associated
2922,5.859054,-1.9362994,plant-associated
2923,-3.8191218,-0.14356929,plant-associated
2924,-2.1246176,-0.0686066,plant-associated
2925,3.4487963,3.5245256,plant-associated
2926,5.2522507,2.4454007,plant-associated
2927,-6.786671,5.6463265,plant-associated
2928,6.736763,1.5733349,plant-associated
2929,0.9626244,6.139094,plant-associated
2930,-0.86075974,-2.9793823,plant-associated
2931,0.1038269,0.53487366,plant-associated
2932,8.311289,-1.233854,plant-associated
2933,-6.0720525,5.3104396,plant-associated
2934,9.53574,2.4325366,plant-associated
2935,-4.8870263,-0.45214176,plant-associated
2936,2.9424632,3.7371628,plant-associated
2937,7.3532777,-1.262937,plant-associated
2938,8.467934,4.280212,plant-associated
2939,6.030939,2.5116696,plant-associated
2940,1.487201,-4.9478517,plant-associated
2941,5.3243275,2.2839475,plant-associated
2942,7.201601,2.17284,plant-associated
2943,1.607122,6.8823695,plant-associated
2944,0.8536636,-3.7015078,plant-associated
2945,2.8420901,9.528296,plant-associated
2946,-5.5334926,8.216412,plant-associated
2947,8.976117,-1.5739534,plant-associated
2948,0.55537415,2.8616014,plant-associated
2949,3.89422,3.9306893,plant-associated
2950,-0.68937343,3.4990015,plant-associated
2951,9.287931,2.7745218,plant-associated
2952,6.9237704,-2.122823,plant-associated
2953,-3.8321972,4.7178335,plant-associated
2954,0.07463225,1.1337155,plant-associated
2955,8.828804,2.7078958,plant-associated
2956,2.480535,3.681881,plant-associated
2957,-10.270589,2.5635502,plant-associated
2958,2.8584206,9.584359,plant-associated
2959,8.561556,3.5580027,plant-associated
2960,0.93353796,4.341006,plant-associated
2961,-6.8152304,6.0064116,plant-associated
2962,4.6735787,2.5906196,plant-associated
2963,2.8539534,9.539594,plant-associated
2964,0.26332998,5.187537,plant-associated
2965,6.7984834,6.55474,plant-associated
2966,-4.79859,-0.31395945,plant-associated
2967,1.1726146,-3.3453588,plant-associated
2968,0.7126741,4.4186993,plant-associated
2969,1.6165141,5.35708,plant-associated
2970,3.5974925,3.5030823,plant-associated
2971,-6.882117,5.8120813,plant-associated
2972,-0.78860235,-1.6344196,plant-associated
2973,5.019248,2.6276023,plant-associated
2974,2.9350717,3.3287053,plant-associated
2975,4.0700145,7.858816,plant-associated
2976,5.3389726,2.1204484,plant-associated
2977,7.6128707,3.3113196,plant-associated
2978,5.8442097,-0.68597615,plant-associated
2979,2.3000567,2.7751899,plant-associated
2980,2.257277,5.3229156,plant-associated
2981,0.35922888,5.340472,plant-associated
2982,2.3831615,3.781477,plant-associated
2983,2.8257337,3.5804057,plant-associated
2984,2.7790587,4.7235403,plant-associated
2985,-0.09292535,-2.4129908,plant-associated
2986,-4.9400578,-1.336477,plant-associated
2987,9.008936,2.3722725,plant-associated
2988,5.145603,1.1068367,plant-associated
2989,2.9500628,9.525165,plant-associated
2990,3.0901585,2.8962154,plant-associated
2991,6.235141,-1.1453753,plant-associated
2992,5.8740053,2.2548282,plant-associated
2993,-6.396339,-1.3383311,plant-associated
2994,-5.060869,-1.8194337,plant-associated
2995,-1.9512726,1.6749392,plant-associated
2996,-0.04698961,2.6319969,plant-associated
2997,3.5783904,2.5596733,plant-associated
2998,2.88345,3.6289678,plant-associated
2999,1.8137382,4.15821,plant-associated
3000,-2.5084,7.6940722,miscellaneous
3001,-6.750542,1.5469383,miscellaneous
3002,-0.50754756,6.983303,miscellaneous
3003,-8.752679,3.1963573,miscellaneous
3004,-4.2241006,2.1329243,miscellaneous
3005,-6.549237,-7.232765,miscellaneous
3006,-10.266281,2.6227832,miscellaneous
3007,-5.217136,-2.299506,miscellaneous
3008,6.2421107,-2.5176563,miscellaneous
3009,-5.6541343,-1.9054387,miscellaneous
3010,-10.940989,0.8733045,miscellaneous
3011,-11.103212,0.7079333,miscellaneous
3012,2.4493792,0.96515197,miscellaneous
3013,-2.9593859,-7.5194087,miscellaneous
3014,-1.2010132,-2.0515313,miscellaneous
3015,4.9360404,-1.3319567,miscellaneous
3016,-1.6440465,3.770628,miscellaneous
3017,7.0282903,-5.366017,miscellaneous
3018,-8.177327,-5.0623455,miscellaneous
3019,-4.663192,3.094427,miscellaneous
3020,1.1609936,2.334411,miscellaneous
3021,0.6429105,10.336101,miscellaneous
3022,-6.5784826,-6.8018866,miscellaneous
3023,-4.083717,1.0098474,miscellaneous
3024,0.0057096146,-2.6288788,miscellaneous
3025,3.0479486,4.992274,miscellaneous
3026,-4.5770845,0.5906864,miscellaneous
3027,-1.8281628,-5.75645,miscellaneous
3028,-3.0066106,-0.3761773,miscellaneous
3029,-4.0024223,2.1265666,miscellaneous
3030,-2.926876,0.7177221,miscellaneous
3031,6.3128033,-4.890008,miscellaneous
3032,-2.0202293,-6.1629534,miscellaneous
3033,4.0599504,5.514703,miscellaneous
3034,0.218419,0.3429097,miscellaneous
3035,-7.5123816,2.319439,miscellaneous
3036,-0.82622004,-0.43148586,miscellaneous
3037,-10.552103,1.7421662,miscellaneous
3038,7.391453,-5.900319,miscellaneous
3039,-2.9521422,-7.2156506,miscellaneous
3040,-8.51993,1.7592344,miscellaneous
3041,3.7331429,5.955399,miscellaneous
3042,-10.2791395,1.7187105,miscellaneous
3043,-8.879601,1.3159207,miscellaneous
3044,-4.234718,-0.27117613,miscellaneous
3045,-7.852685,1.5010293,miscellaneous
3046,5.977246,-5.842622,miscellaneous
3047,-8.226327,2.9821362,miscellaneous
3048,7.4223876,-5.330823,miscellaneous
3049,-2.9818487,-7.0383835,miscellaneous
3050,-10.334349,1.7565854,miscellaneous
3051,-7.599514,2.5385695,miscellaneous
3052,-10.488131,1.7999347,miscellaneous
3053,-1.0695506,3.1410131,miscellaneous
3054,-8.093178,2.030725,miscellaneous
3055,-6.961825,-5.54933,miscellaneous
3056,-9.606744,0.78584206,miscellaneous
3057,-2.0254054,-6.2330804,miscellaneous
3058,5.438121,-4.93781,miscellaneous
3059,-1.862314,-6.3907,miscellaneous
3060,-7.778193,1.8021953,miscellaneous
3061,-6.5864305,1.4928403,miscellaneous
3062,4.587708,5.82461,miscellaneous
3063,-9.348605,1.9066762,miscellaneous
3064,-0.09997085,-6.043503,miscellaneous
3065,4.9960947,-5.337438,miscellaneous
3066,-7.781623,-5.003562,miscellaneous
3067,3.3371038,0.10965837,miscellaneous
3068,4.721645,-0.11908831,miscellaneous
3069,6.442987,-4.9611573,miscellaneous
3070,-8.155184,1.4909981,miscellaneous
3071,-9.875884,1.6080489,miscellaneous
3072,7.5743933,2.16176,miscellaneous
3073,5.562305,-0.83005846,miscellaneous
3074,-1.4635277,3.5508242,miscellaneous
3075,-6.5943723,1.5360471,miscellaneous
3076,-9.218318,2.6954412,miscellaneous
3077,-8.140937,2.1263692,miscellaneous
3078,2.387938,0.89081347,miscellaneous
3079,6.678501,-1.5420544,miscellaneous
3080,-6.603776,1.608991,miscellaneous
3081,6.5285645,-5.7963443,miscellaneous
3082,-7.7860227,-5.5929456,miscellaneous
3083,4.273723,-1.3980201,miscellaneous
3084,-7.3077965,1.983926,miscellaneous
3085,5.2232413,-2.0136063,miscellaneous
3086,5.8960166,-5.7054644,miscellaneous
3087,-10.235202,1.7710545,miscellaneous
3088,-8.783172,1.6472532,miscellaneous
3089,-7.1310935,1.5848294,miscellaneous
3090,-6.533982,-1.5172904,miscellaneous
3091,-9.347316,1.2703643,miscellaneous
3092,-10.217464,1.3004242,miscellaneous
3093,-7.6431212,2.6513019,miscellaneous
3094,-2.5834012,-8.102907,miscellaneous
3095,-7.152014,1.6381998,miscellaneous
3096,-1.4208573,3.256678,miscellaneous
3097,3.2283163,2.1984298,miscellaneous
3098,-4.6486945,-3.2384655,miscellaneous
3099,5.5119395,-2.588739,miscellaneous
3100,-0.58509034,-3.8097231,miscellaneous
3101,-8.734203,2.924782,miscellaneous
3102,-9.510136,1.4729258,miscellaneous
3103,-1.1558524,-5.5424876,miscellaneous
3104,-9.80245,2.5306013,miscellaneous
3105,2.9201844,-0.9118896,miscellaneous
3106,-2.4971545,-6.237521,miscellaneous
3107,2.9485176,-1.0111952,miscellaneous
3108,8.21247,3.0448942,miscellaneous
3109,-2.475784,-6.1501446,miscellaneous
3110,5.8080673,1.9533957,miscellaneous
3111,-5.0800385,-0.5707119,miscellaneous
3112,-6.946356,-6.662952,miscellaneous
3113,8.063391,3.6058009,miscellaneous
3114,-6.612303,-6.4788055,miscellaneous
3115,-11.064925,0.8003733,miscellaneous
3116,5.3869247,5.56421,miscellaneous
3117,-8.096209,1.7021141,miscellaneous
3118,-1.6375308,-8.416167,miscellaneous
3119,-0.6029442,3.401424,miscellaneous
3120,1.5297453,-4.82486,miscellaneous
3121,-9.420223,1.7827871,miscellaneous
3122,-6.787147,1.5370002,miscellaneous
3123,-10.490309,1.7758753,miscellaneous
3124,-5.037752,9.630398,miscellaneous
3125,-6.541493,-7.206379,miscellaneous
3126,-6.7710414,-5.833947,miscellaneous
3127,8.356149,-0.97556716,miscellaneous
3128,-10.526374,2.0369158,miscellaneous
3129,-6.933345,-6.0369325,miscellaneous
3130,-6.843217,2.6057947,miscellaneous
3131,-7.4528556,7.0867186,miscellaneous
3132,-5.186563,-6.12742,miscellaneous
3133,5.2624707,-2.6441681,miscellaneous
3134,1.7913702,-4.695249,miscellaneous
3135,-3.4996016,1.165717,miscellaneous
3136,0.2372031,-0.34714377,miscellaneous
3137,-9.001551,1.4292929,miscellaneous
3138,-8.086378,-4.8361125,miscellaneous
3139,-8.32402,1.5916334,miscellaneous
3140,-4.741941,-3.8958085,miscellaneous
3141,5.865031,-4.8779497,miscellaneous
3142,3.5728555,0.014165223,miscellaneous
3143,-2.4939795,-6.358542,miscellaneous
3144,0.27108857,0.3769807,miscellaneous
3145,-6.2223,-1.6901568,miscellaneous
3146,-8.9764385,0.890744,miscellaneous
3147,1.0516093,10.006724,miscellaneous
3148,-1.1529009,-7.38321,miscellaneous
3149,-2.2654335,-1.758357,miscellaneous
3150,-8.596678,3.0530133,miscellaneous
3151,-9.232613,2.4867258,miscellaneous
3152,-7.250367,-6.6661973,miscellaneous
3153,-10.055128,0.38080135,miscellaneous
3154,-10.413409,1.6725334,miscellaneous
3155,-2.4035492,-6.516645,miscellaneous
3156,-10.829033,0.94266045,miscellaneous
3157,-6.594784,1.534791,miscellaneous
3158,-8.444958,-1.130176,miscellaneous
3159,5.8431616,-4.7073436,miscellaneous
3160,-8.836016,1.1804575,miscellaneous
3161,-6.980671,1.5507922,miscellaneous
3162,-6.9989414,1.609507,miscellaneous
3163,-0.77963585,-2.1307294,miscellaneous
3164,-1.8828655,-6.4961634,miscellaneous
3165,-4.8526177,4.515591,miscellaneous
3166,-10.738756,1.8895761,miscellaneous
3167,-1.4183211,4.1878223,miscellaneous
3168,-3.399184,5.897258,miscellaneous
3169,-11.151031,0.7158218,miscellaneous
3170,-7.8088017,2.4408584,miscellaneous
3171,3.5990312,7.4121184,miscellaneous
3172,-2.7921247,1.6396946,miscellaneous
3173,5.11571,-0.26077068,miscellaneous
3174,3.2630513,5.9214435,miscellaneous
3175,0.06200431,0.49618807,miscellaneous
3176,-8.417046,1.6538548,miscellaneous
3177,-8.896147,1.8068128,miscellaneous
3178,-0.5669487,-2.6222541,miscellaneous
3179,-6.385324,-6.6268363,miscellaneous
3180,-10.100194,2.8778086,miscellaneous
3181,-8.370742,1.0294083,miscellaneous
3182,4.951447,5.702345,miscellaneous
3183,-6.9230113,-7.08374,miscellaneous
3184,0.629347,-2.3667428,miscellaneous
3185,5.313266,-4.635029,miscellaneous
3186,-4.0452886,-0.017695997,miscellaneous
3187,4.3470902,8.032976,miscellaneous
3188,7.3621154,-5.661459,miscellaneous
3189,2.9275367,7.039797,miscellaneous
3190,-8.609328,2.1706834,miscellaneous
3191,-0.8718146,-5.209991,miscellaneous
3192,-10.091092,1.6228681,miscellaneous
3193,6.310404,-6.30268,miscellaneous
3194,-5.18645,9.528733,miscellaneous
3195,6.04056,2.0349288,miscellaneous
3196,-6.38412,-6.8704367,miscellaneous
3197,-7.645233,-4.8277454,miscellaneous
3198,-8.898504,2.6836567,miscellaneous
3199,-7.8981633,2.2883048,miscellaneous
3200,5.976727,-5.5229106,miscellaneous
3201,5.158478,-2.3044038,miscellaneous
3202,7.058581,2.67852,miscellaneous
3203,-6.985316,1.5215174,miscellaneous
3204,3.0413258,0.2029901,miscellaneous
3205,6.147432,-2.268396,miscellaneous
3206,-8.147273,2.422375,miscellaneous
3207,-7.082435,1.553382,miscellaneous
3208,-7.1806636,2.176262,miscellaneous
3209,-8.848379,1.9082868,miscellaneous
3210,3.0069568,-1.2676985,miscellaneous
3211,-11.094244,2.0843058,miscellaneous
3212,-10.715411,1.7843331,miscellaneous
3213,-10.189867,2.8367188,miscellaneous
3214,4.933405,5.9278617,miscellaneous
3215,-10.900967,0.9175899,miscellaneous
3216,3.4292223,-0.7059846,miscellaneous
3217,-9.997841,1.2883307,miscellaneous
3218,-3.5698187,-0.13568768,miscellaneous
3219,-6.9012747,1.6488644,miscellaneous
3220,-8.524747,1.8391529,miscellaneous
3221,-2.0731688,-1.7029753,miscellaneous
3222,-7.710426,1.9447832,miscellaneous
3223,-0.46806568,-2.6444275,miscellaneous
3224,-1.0800381,3.1080945,miscellaneous
3225,1.7708117,2.5907943,miscellaneous
3226,-8.799123,-2.625588,miscellaneous
3227,6.6800485,6.5797896,miscellaneous
3228,-9.915313,0.42224753,miscellaneous
3229,3.826082,-0.07160957,miscellaneous
3230,-11.249712,0.7214186,miscellaneous
3231,-9.821646,1.8639005,miscellaneous
3232,-3.6831195,5.7795053,miscellaneous
3233,-9.113833,1.5349507,miscellaneous
3234,-10.013839,1.7056981,miscellaneous
3235,8.451438,1.1610882,miscellaneous
3236,-7.7076497,1.839523,miscellaneous
3237,-0.73250395,-0.4721268,miscellaneous
3238,6.019867,-6.20476,miscellaneous
3239,0.859876,-2.9684718,miscellaneous
3240,1.0120347,10.021869,miscellaneous
3241,-6.256319,-7.1916637,miscellaneous
3242,-0.9923853,3.2695968,miscellaneous
3243,-8.20858,-4.5162706,miscellaneous
3244,2.8035054,5.4868727,miscellaneous
3245,-6.6731353,1.6073909,miscellaneous
3246,-0.09828859,-0.06080556,miscellaneous
3247,-2.5801215,-6.1542425,miscellaneous
3248,-8.246369,1.5240504,miscellaneous
3249,-5.0683007,8.502452,miscellaneous
3250,6.8337035,-0.76182145,miscellaneous
3251,3.553967,6.991388,miscellaneous
3252,-1.8017485,-7.6111054,miscellaneous
3253,5.7644334,-5.7555375,miscellaneous
3254,-6.6864257,1.6024752,miscellaneous
3255,-11.039271,0.7507816,miscellaneous
3256,-11.148923,2.2758834,miscellaneous
3257,-8.773545,1.4881631,miscellaneous
3258,-8.746891,3.3224127,miscellaneous
3259,4.228821,5.4050508,miscellaneous
3260,5.997072,-6.0320063,miscellaneous
3261,-11.121206,1.8886604,miscellaneous
3262,5.3533654,-5.8878574,miscellaneous
3263,-10.982855,1.7385465,miscellaneous
3264,-3.684743,6.770937,miscellaneous
3265,-2.2018511,-7.810566,miscellaneous
3266,-10.463871,1.8398813,miscellaneous
3267,-8.429967,-1.0679641,miscellaneous
3268,-5.0792723,-7.475243,miscellaneous
3269,-7.7100596,-6.1325207,miscellaneous
3270,-8.415691,3.0533295,miscellaneous
3271,-2.8036904,4.4919,miscellaneous
3272,0.52449095,-0.51864177,miscellaneous
3273,6.2427645,7.4077315,miscellaneous
3274,-7.257464,1.5456893,miscellaneous
3275,-4.378695,-1.2570325,miscellaneous
3276,-1.0025433,-0.50535727,miscellaneous
3277,-8.608044,3.0399764,miscellaneous
3278,-8.764048,3.234334,miscellaneous
3279,-8.207699,2.4082236,miscellaneous
3280,6.9927692,-6.120185,miscellaneous
3281,-2.8988829,-6.2584267,miscellaneous
3282,-4.920579,-3.9271157,miscellaneous
3283,-3.322954,-4.3963614,miscellaneous
3284,-10.832176,1.570748,miscellaneous
3285,-1.7345277,-2.3796499,miscellaneous
3286,-10.852189,2.0294516,miscellaneous
3287,-6.70126,1.6001681,miscellaneous
3288,-11.128874,0.6689458,miscellaneous
3289,-7.956557,2.5002043,miscellaneous
3290,-9.523512,2.4896057,miscellaneous
3291,-7.4768586,7.07553,miscellaneous
3292,-0.41350237,-0.62374175,miscellaneous
3293,-7.759534,-5.945762,miscellaneous
3294,-8.128483,1.9103591,miscellaneous
3295,-8.454551,2.3380594,miscellaneous
3296,-8.7649555,-2.6352675,miscellaneous
3297,-10.714512,1.8816459,miscellaneous
3298,5.9443088,-5.5480347,miscellaneous
3299,-9.693154,1.6439196,miscellaneous
3300,-3.4969895,-4.562294,miscellaneous
3301,-8.495254,1.3089614,miscellaneous
3302,-2.972911,-5.352969,miscellaneous
3303,0.15261252,2.7195935,miscellaneous
3304,-0.18536234,-2.8453124,miscellaneous
3305,7.243725,-5.5146093,miscellaneous
3306,-6.892923,1.5739591,miscellaneous
3307,5.7619843,-6.0475054,miscellaneous
3308,2.779869,0.5611355,miscellaneous
3309,-1.1118512,3.0580378,miscellaneous
3310,-5.191256,-0.28951457,miscellaneous
3311,5.326983,-5.18518,miscellaneous
3312,7.420131,-5.531334,miscellaneous
3313,0.51806265,1.9562386,miscellaneous
3314,3.1506493,5.899548,miscellaneous
3315,-6.756616,5.569268,miscellaneous
3316,5.312173,-6.1116066,miscellaneous
3317,-10.900245,1.2803339,miscellaneous
3318,3.0378807,1.102348,miscellaneous
3319,-10.736067,1.3848015,miscellaneous
3320,9.10643,-1.3589016,miscellaneous
3321,-10.640204,1.4343117,miscellaneous
3322,-1.5959651,-6.4118094,miscellaneous
3323,-7.421396,1.8790336,miscellaneous
3324,-10.595021,1.2432336,miscellaneous
3325,-7.0352726,-5.371567,miscellaneous
3326,-1.734747,1.4099112,miscellaneous
3327,4.483623,-4.36419,miscellaneous
3328,-8.500013,2.8748038,miscellaneous
3329,0.15760891,10.5465145,miscellaneous
3330,-2.92719,4.763935,miscellaneous
3331,-4.8648806,-1.018257,miscellaneous
3332,6.4170585,-4.88106,miscellaneous
3333,-7.8059587,2.0501988,miscellaneous
3334,8.203307,3.3591397,miscellaneous
3335,-7.6898556,2.8492115,miscellaneous
3336,-6.685009,1.5283549,miscellaneous
3337,7.1048617,-5.978792,miscellaneous
3338,7.845602,2.939103,miscellaneous
3339,-6.6545997,1.8699985,miscellaneous
3340,-3.2285805,-6.191874,miscellaneous
3341,-4.023531,5.638702,miscellaneous
3342,-6.263302,-7.482765,miscellaneous
3343,-7.342362,2.0710328,miscellaneous
3344,5.8813667,-2.3759835,miscellaneous
3345,-8.471247,1.5650766,miscellaneous
3346,0.16238327,-1.7511549,miscellaneous
3347,1.2311685,8.452544,miscellaneous
3348,-6.6063366,5.6617656,miscellaneous
3349,-10.451557,1.7032906,miscellaneous
3350,-11.210249,0.7425043,miscellaneous
3351,-5.1784263,4.4190545,miscellaneous
3352,-6.5777917,1.5774535,miscellaneous
3353,-9.334155,1.7835976,miscellaneous
3354,-2.9347281,-5.905369,miscellaneous
3355,-3.916976,2.8537836,miscellaneous
3356,-4.282479,5.3296824,miscellaneous
3357,8.452485,2.7204816,miscellaneous
3358,-7.607765,-4.988988,miscellaneous
3359,-8.335682,1.3669968,miscellaneous
3360,-7.360502,-6.122437,miscellaneous
3361,6.6204653,-5.2432847,miscellaneous
3362,-3.098514,4.7321897,miscellaneous
3363,-8.548151,2.9299216,miscellaneous
3364,-7.991062,3.1165245,miscellaneous
3365,7.3187404,-5.349715,miscellaneous
3366,8.493178,3.4063737,miscellaneous
3367,-0.29478398,4.2927547,miscellaneous
3368,-7.665615,2.6012309,miscellaneous
3369,-1.8882833,-6.53061,miscellaneous
3370,5.919425,-5.1365576,miscellaneous
3371,-8.758449,1.71457,miscellaneous
