ERR599063.sra.9350504/2PHOSPHORE:0133:0:1:1303:3592:78743length=101	6.1.1.17
ERR599063.sra.9350601/2PHOSPHORE:0133:0:1:1303:6784:78532length=101	2.7.7.6
ERR599063.sra.9350634/1PHOSPHORE:0133:0:1:1303:8000:78555length=101	3.6.3.14
ERR599063.sra.9350690/1PHOSPHORE:0133:0:1:1303:10434:78602length=101	1.8.1.9
ERR599063.sra.9350701/1PHOSPHORE:0133:0:1:1303:11153:78588length=101	6.3.5.2
ERR599063.sra.9350701/2PHOSPHORE:0133:0:1:1303:11153:78588length=101	6.3.5.2
ERR599063.sra.9350703/2PHOSPHORE:0133:0:1:1303:11356:78549length=101	2.7.7.13
ERR599063.sra.9350716/2PHOSPHORE:0133:0:1:1303:12171:78573length=101	1.1.1.108
ERR599063.sra.9350718/1PHOSPHORE:0133:0:1:1303:12001:78587length=100	6.1.1.3
ERR599063.sra.9350761/2PHOSPHORE:0133:0:1:1303:12854:78750length=101	6.2.1.1
ERR599063.sra.9350766/2PHOSPHORE:0133:0:1:1303:13278:78508length=101	6.3.5.3
ERR599063.sra.9350787/2PHOSPHORE:0133:0:1:1303:14124:78668length=101	6.1.1.7
ERR599063.sra.9350799/2PHOSPHORE:0133:0:1:1303:14546:78607length=100	3.6.4.12
ERR599063.sra.9350811/1PHOSPHORE:0133:0:1:1303:14995:78696length=101	1.4.7.1
ERR599063.sra.9350820/2PHOSPHORE:0133:0:1:1303:15222:78608length=101	3.5.4.16
ERR599063.sra.9350862/1PHOSPHORE:0133:0:1:1303:16371:78627length=101	1.97.1.12
ERR599063.sra.9350886/1PHOSPHORE:0133:0:1:1303:17033:78672length=101	2.5.1.6
ERR599063.sra.9350886/2PHOSPHORE:0133:0:1:1303:17033:78672length=101	2.5.1.6
ERR599063.sra.9350994/2PHOSPHORE:0133:0:1:1303:20660:78664length=101	1.97.1.12
ERR599063.sra.9351008/1PHOSPHORE:0133:0:1:1303:21078:78738length=101	2.7.7.3
ERR599063.sra.9351010/2PHOSPHORE:0133:0:1:1303:1129:78862length=101	2.7.4.6
ERR599063.sra.9351017/1PHOSPHORE:0133:0:1:1303:1493:78968length=100	1.3.3.3
ERR599063.sra.9351017/2PHOSPHORE:0133:0:1:1303:1493:78968length=101	1.3.3.3
ERR599063.sra.9351020/1PHOSPHORE:0133:0:1:1303:1702:78778length=101	4.2.1.11
ERR599063.sra.9351020/2PHOSPHORE:0133:0:1:1303:1702:78778length=101	4.2.1.11
ERR599063.sra.9351035/2PHOSPHORE:0133:0:1:1303:2121:78789length=101	1.8.99.2
ERR599063.sra.9351038/2PHOSPHORE:0133:0:1:1303:2188:78888length=101	2.3.1.179	2.3.1.41
ERR599063.sra.9351044/2PHOSPHORE:0133:0:1:1303:2330:78791length=101	5.99.1.3
ERR599063.sra.9351071/1PHOSPHORE:0133:0:1:1303:3437:78956length=101	5.4.99.18
ERR599063.sra.9351071/2PHOSPHORE:0133:0:1:1303:3437:78956length=101	5.4.99.18
ERR599063.sra.9351072/2PHOSPHORE:0133:0:1:1303:3543:78785length=101	6.5.1.2
ERR599063.sra.9351075/2PHOSPHORE:0133:0:1:1303:3587:78876length=101	2.1.1.45
ERR599063.sra.9351123/1PHOSPHORE:0133:0:1:1303:5500:78811length=101	3.4.21.53
ERR599063.sra.9351123/2PHOSPHORE:0133:0:1:1303:5500:78811length=101	3.4.21.53
ERR599063.sra.9351125/1PHOSPHORE:0133:0:1:1303:5645:78912length=101	6.1.1.7
ERR599063.sra.9351148/2PHOSPHORE:0133:0:1:1303:6907:78786length=101	3.1.2.6
ERR599063.sra.9351221/2PHOSPHORE:0133:0:1:1303:9583:78894length=101	1.6.99.1
ERR599063.sra.9351283/1PHOSPHORE:0133:0:1:1303:11914:78995length=101	1.3.7.7
ERR599063.sra.9351283/2PHOSPHORE:0133:0:1:1303:11914:78995length=101	1.3.7.7
ERR599063.sra.9351305/2PHOSPHORE:0133:0:1:1303:12746:78965length=101	2.4.2.14
ERR599063.sra.9351344/2PHOSPHORE:0133:0:1:1303:14176:78970length=101	1.1.1.100
ERR599063.sra.9351374/1PHOSPHORE:0133:0:1:1303:15009:78914length=100	1.2.1.12
ERR599063.sra.9351374/2PHOSPHORE:0133:0:1:1303:15009:78914length=101	1.2.1.12
ERR599063.sra.9351377/2PHOSPHORE:0133:0:1:1303:15485:78799length=101	2.2.1.1
ERR599063.sra.9351421/1PHOSPHORE:0133:0:1:1303:16979:78770length=101	2.7.7.6
ERR599063.sra.9351421/2PHOSPHORE:0133:0:1:1303:16979:78770length=101	2.7.7.6
ERR599063.sra.9351468/1PHOSPHORE:0133:0:1:1303:18259:78984length=101	1.2.1.12	1.2.1.59
ERR599063.sra.9351468/2PHOSPHORE:0133:0:1:1303:18259:78984length=101	1.2.1.12
ERR599063.sra.9351541/1PHOSPHORE:0133:0:1:1303:21182:78810length=101	2.1.1.199
ERR599063.sra.9351604/1PHOSPHORE:0133:0:1:1303:3437:79152length=101	2.7.7.6
ERR599063.sra.9351642/2PHOSPHORE:0133:0:1:1303:4663:79200length=101	6.1.1.3
ERR599063.sra.9351688/1PHOSPHORE:0133:0:1:1303:6014:79076length=101	4.2.1.2
ERR599063.sra.9351688/2PHOSPHORE:0133:0:1:1303:6014:79076length=101	4.2.1.2
ERR599063.sra.9351704/1PHOSPHORE:0133:0:1:1303:6576:79177length=101	2.1.2.1
ERR599063.sra.9351747/1PHOSPHORE:0133:0:1:1303:7863:79147length=101	2.7.7.6
ERR599063.sra.9351777/2PHOSPHORE:0133:0:1:1303:8983:79110length=101	4.3.2.2
ERR599063.sra.9351811/2PHOSPHORE:0133:0:1:1303:9877:79159length=101	1.3.7.7
ERR599063.sra.9351830/1PHOSPHORE:0133:0:1:1303:10505:79040length=101	3.4.23.36
ERR599063.sra.9351834/1PHOSPHORE:0133:0:1:1303:10732:79214length=101	3.3.1.1
ERR599063.sra.9351834/2PHOSPHORE:0133:0:1:1303:10732:79214length=101	3.3.1.1
ERR599063.sra.9351838/1PHOSPHORE:0133:0:1:1303:10883:79009length=101	1.10.3.9
ERR599063.sra.9351838/2PHOSPHORE:0133:0:1:1303:10883:79009length=101	1.10.3.9
ERR599063.sra.9351849/2PHOSPHORE:0133:0:1:1303:11085:79133length=101	3.2.1.52
ERR599063.sra.9351867/1PHOSPHORE:0133:0:1:1303:11991:79014length=101	2.7.2.4
ERR599063.sra.9351921/1PHOSPHORE:0133:0:1:1303:13398:79173length=101	2.3.1.182
ERR599063.sra.9351936/2PHOSPHORE:0133:0:1:1303:14123:79074length=101	2.1.3.3	2.1.3.6
ERR599063.sra.9351973/1PHOSPHORE:0133:0:1:1303:14902:79195length=101	2.5.1.55
ERR599063.sra.9351973/2PHOSPHORE:0133:0:1:1303:14902:79195length=101	2.5.1.55
ERR599063.sra.9351979/2PHOSPHORE:0133:0:1:1303:15206:79203length=101	5.4.2.11
ERR599063.sra.9351990/2PHOSPHORE:0133:0:1:1303:15274:79233length=101	5.3.1.28
ERR599063.sra.9352000/2PHOSPHORE:0133:0:1:1303:15958:79079length=101	3.6.1.23
ERR599063.sra.9352006/1PHOSPHORE:0133:0:1:1303:15893:79219length=101	3.6.5.n1
ERR599063.sra.9352006/2PHOSPHORE:0133:0:1:1303:15893:79219length=101	3.6.5.n1
ERR599063.sra.9352019/1PHOSPHORE:0133:0:1:1303:16498:79221length=101	2.5.1.6
ERR599063.sra.9352053/2PHOSPHORE:0133:0:1:1303:17558:79196length=101	5.1.3.1
ERR599063.sra.9352103/1PHOSPHORE:0133:0:1:1303:19714:79076length=101	1.3.7.7
ERR599063.sra.9352103/2PHOSPHORE:0133:0:1:1303:19714:79076length=101	1.3.7.7
ERR599063.sra.9352113/2PHOSPHORE:0133:0:1:1303:19950:79166length=101	3.6.4.12
ERR599063.sra.9352163/2PHOSPHORE:0133:0:1:1303:1253:79257length=101	2.4.2.29
ERR599063.sra.9352235/1PHOSPHORE:0133:0:1:1303:3534:79391length=101	1.97.1.12
ERR599063.sra.9352235/2PHOSPHORE:0133:0:1:1303:3534:79391length=101	1.97.1.12
ERR599063.sra.9352261/1PHOSPHORE:0133:0:1:1303:4659:79274length=101	2.5.1.7
ERR599063.sra.9352261/2PHOSPHORE:0133:0:1:1303:4659:79274length=101	2.5.1.7
ERR599063.sra.9352276/2PHOSPHORE:0133:0:1:1303:4871:79389length=101	6.3.2.1
ERR599063.sra.9352285/1PHOSPHORE:0133:0:1:1303:5241:79363length=101	2.2.1.7
ERR599063.sra.9352285/2PHOSPHORE:0133:0:1:1303:5241:79363length=101	2.2.1.7
ERR599063.sra.9352305/1PHOSPHORE:0133:0:1:1303:5650:79396length=101	1.17.7.3
ERR599063.sra.9352323/1PHOSPHORE:0133:0:1:1303:6427:79281length=101	3.4.21.53
ERR599063.sra.9352361/1PHOSPHORE:0133:0:1:1303:8026:79422length=101	3.6.1.1
ERR599063.sra.9352367/2PHOSPHORE:0133:0:1:1303:8401:79470length=101	3.6.3.14
ERR599063.sra.9352400/1PHOSPHORE:0133:0:1:1303:9434:79451length=101	2.3.1.9
ERR599063.sra.9352400/2PHOSPHORE:0133:0:1:1303:9434:79451length=101	2.3.1.16	2.3.1.9
ERR599063.sra.9352427/1PHOSPHORE:0133:0:1:1303:10389:79358length=101	2.7.6.1
ERR599063.sra.9352451/2PHOSPHORE:0133:0:1:1303:11367:79277length=101	4.1.99.3
ERR599063.sra.9352483/1PHOSPHORE:0133:0:1:1303:12359:79341length=101	2.7.7.6
ERR599063.sra.9352483/2PHOSPHORE:0133:0:1:1303:12359:79341length=101	2.7.7.6
ERR599063.sra.9352494/2PHOSPHORE:0133:0:1:1303:12810:79267length=100	1.17.4.1
ERR599063.sra.9352504/1PHOSPHORE:0133:0:1:1303:13160:79482length=101	1.6.1.2
ERR599063.sra.9352504/2PHOSPHORE:0133:0:1:1303:13160:79482length=101	1.6.1.2
ERR599063.sra.9352519/2PHOSPHORE:0133:0:1:1303:13526:79280length=101	2.5.1.54
ERR599063.sra.9352522/1PHOSPHORE:0133:0:1:1303:13835:79254length=100	6.4.1.1
ERR599063.sra.9352550/1PHOSPHORE:0133:0:1:1303:14935:79392length=101	1.4.7.1
ERR599063.sra.9352550/2PHOSPHORE:0133:0:1:1303:14935:79392length=101	1.4.7.1
ERR599063.sra.9352563/1PHOSPHORE:0133:0:1:1303:15407:79416length=101	2.1.2.1
ERR599063.sra.9352563/2PHOSPHORE:0133:0:1:1303:15407:79416length=101	2.1.2.1
ERR599063.sra.9352574/2PHOSPHORE:0133:0:1:1303:15873:79422length=101	1.17.1.2
ERR599063.sra.9352584/1PHOSPHORE:0133:0:1:1303:16408:79349length=101	1.11.1.21
ERR599063.sra.9352595/1PHOSPHORE:0133:0:1:1303:16705:79349length=101	3.6.4.12
ERR599063.sra.9352600/1PHOSPHORE:0133:0:1:1303:16531:79459length=101	1.17.1.2
ERR599063.sra.9352600/2PHOSPHORE:0133:0:1:1303:16531:79459length=101	1.17.1.2
ERR599063.sra.9352685/1PHOSPHORE:0133:0:1:1303:19462:79372length=101	2.3.1.117
ERR599063.sra.9352693/1PHOSPHORE:0133:0:1:1303:19545:79344length=101	2.4.2.29
ERR599063.sra.9352704/2PHOSPHORE:0133:0:1:1303:20237:79341length=101	5.99.1.3
ERR599063.sra.9352731/1PHOSPHORE:0133:0:1:1303:21029:79328length=101	2.6.1.105
ERR599063.sra.9352744/1PHOSPHORE:0133:0:1:1303:1148:79652length=101	6.2.1.5
ERR599063.sra.9352773/1PHOSPHORE:0133:0:1:1303:2408:79574length=101	5.99.1.3
ERR599063.sra.9352837/1PHOSPHORE:0133:0:1:1303:4984:79653length=101	2.4.2.29
ERR599063.sra.9352840/2PHOSPHORE:0133:0:1:1303:4769:79701length=101	1.1.1.205
ERR599063.sra.9352867/1PHOSPHORE:0133:0:1:1303:6191:79646length=101	1.1.1.100
ERR599063.sra.9352878/1PHOSPHORE:0133:0:1:1303:6840:79542length=101	2.7.7.13
ERR599063.sra.9352928/1PHOSPHORE:0133:0:1:1303:8660:79531length=101	1.97.1.12
ERR599063.sra.9352928/2PHOSPHORE:0133:0:1:1303:8660:79531length=101	1.97.1.12
ERR599063.sra.9352930/1PHOSPHORE:0133:0:1:1303:8612:79680length=101	6.4.1.2
ERR599063.sra.9352930/2PHOSPHORE:0133:0:1:1303:8612:79680length=101	6.4.1.2
ERR599063.sra.9352970/1PHOSPHORE:0133:0:1:1303:10140:79609length=101	1.8.1.4
ERR599063.sra.9352973/1PHOSPHORE:0133:0:1:1303:10221:79719length=100	1.4.7.1
ERR599063.sra.9353004/1PHOSPHORE:0133:0:1:1303:11274:79631length=101	5.99.1.3
ERR599063.sra.9353008/1PHOSPHORE:0133:0:1:1303:11678:79514length=101	2.5.1.7
ERR599063.sra.9353014/2PHOSPHORE:0133:0:1:1303:11514:79646length=101	3.4.21.53
ERR599063.sra.9353039/2PHOSPHORE:0133:0:1:1303:12619:79634length=101	3.6.4.12
ERR599063.sra.9353073/1PHOSPHORE:0133:0:1:1303:13627:79502length=101	6.3.5.3
ERR599063.sra.9353073/2PHOSPHORE:0133:0:1:1303:13627:79502length=101	6.3.5.3
ERR599063.sra.9353180/1PHOSPHORE:0133:0:1:1303:17061:79730length=101	2.4.2.14
ERR599063.sra.9353181/1PHOSPHORE:0133:0:1:1303:17308:79506length=101	1.8.4.11
ERR599063.sra.9353186/1PHOSPHORE:0133:0:1:1303:17493:79610length=101	4.2.3.5
ERR599063.sra.9353202/2PHOSPHORE:0133:0:1:1303:18145:79579length=101	1.10.3.9
ERR599063.sra.9353233/1PHOSPHORE:0133:0:1:1303:18760:79555length=101	1.11.1.21
ERR599063.sra.9353233/2PHOSPHORE:0133:0:1:1303:18760:79555length=101	1.11.1.21
ERR599063.sra.9353239/1PHOSPHORE:0133:0:1:1303:18905:79721length=101	4.1.3.27
ERR599063.sra.9353274/1PHOSPHORE:0133:0:1:1303:20230:79612length=101	1.3.3.3
ERR599063.sra.9353283/1PHOSPHORE:0133:0:1:1303:20317:79649length=101	1.3.7.7
ERR599063.sra.9353283/2PHOSPHORE:0133:0:1:1303:20317:79649length=101	1.3.7.7
ERR599063.sra.9353288/1PHOSPHORE:0133:0:1:1303:20665:79521length=100	1.17.1.2
ERR599063.sra.9353295/1PHOSPHORE:0133:0:1:1303:20813:79686length=101	3.4.21.53
ERR599063.sra.9353295/2PHOSPHORE:0133:0:1:1303:20813:79686length=101	3.4.21.53
ERR599063.sra.9353314/1PHOSPHORE:0133:0:1:1303:1185:79995length=99	2.7.2.4
ERR599063.sra.9353320/2PHOSPHORE:0133:0:1:1303:1429:79919length=101	2.7.7.6
ERR599063.sra.9353339/1PHOSPHORE:0133:0:1:1303:2131:79765length=95	1.97.1.12
ERR599063.sra.9353339/2PHOSPHORE:0133:0:1:1303:2131:79765length=101	1.97.1.12
ERR599063.sra.9353376/1PHOSPHORE:0133:0:1:1303:3242:79855length=101	6.1.1.11
ERR599063.sra.9353376/2PHOSPHORE:0133:0:1:1303:3242:79855length=101	6.1.1.11
ERR599063.sra.9353469/1PHOSPHORE:0133:0:1:1303:6390:79844length=101	5.4.2.11
ERR599063.sra.9353478/1PHOSPHORE:0133:0:1:1303:6529:79805length=101	4.2.1.24
ERR599063.sra.9353478/2PHOSPHORE:0133:0:1:1303:6529:79805length=101	4.2.1.24
ERR599063.sra.9353492/1PHOSPHORE:0133:0:1:1303:6996:79836length=101	6.2.1.1
ERR599063.sra.9353492/2PHOSPHORE:0133:0:1:1303:6996:79836length=101	6.2.1.1
ERR599063.sra.9353514/2PHOSPHORE:0133:0:1:1303:7562:79989length=101	1.6.1.2
ERR599063.sra.9353528/1PHOSPHORE:0133:0:1:1303:8455:79774length=96	3.6.3.14
ERR599063.sra.9353528/2PHOSPHORE:0133:0:1:1303:8455:79774length=101	3.6.3.14
ERR599063.sra.9353533/2PHOSPHORE:0133:0:1:1303:8439:79954length=101	1.4.7.1
ERR599063.sra.9353553/1PHOSPHORE:0133:0:1:1303:9030:79963length=101	2.4.2.14
ERR599063.sra.9353578/1PHOSPHORE:0133:0:1:1303:10320:79752length=101	2.7.2.8
ERR599063.sra.9353609/1PHOSPHORE:0133:0:1:1303:11348:79844length=101	6.3.1.2
ERR599063.sra.9353609/2PHOSPHORE:0133:0:1:1303:11348:79844length=101	5.4.4.3	6.3.1.2
ERR599063.sra.9353645/1PHOSPHORE:0133:0:1:1303:12711:79786length=101	3.6.3.19
ERR599063.sra.9353671/1PHOSPHORE:0133:0:1:1303:13770:79890length=101	4.1.1.50
ERR599063.sra.9353671/2PHOSPHORE:0133:0:1:1303:13770:79890length=101	4.1.1.50
ERR599063.sra.9353683/1PHOSPHORE:0133:0:1:1303:14342:79967length=101	5.99.1.3
ERR599063.sra.9353684/1PHOSPHORE:0133:0:1:1303:14697:79755length=101	3.6.3.14
ERR599063.sra.9353721/2PHOSPHORE:0133:0:1:1303:15762:79854length=101	3.6.4.13
ERR599063.sra.9353736/2PHOSPHORE:0133:0:1:1303:16429:79972length=101	5.2.1.8
ERR599063.sra.9353748/1PHOSPHORE:0133:0:1:1303:16987:79935length=101	1.2.1.69
ERR599063.sra.9353748/2PHOSPHORE:0133:0:1:1303:16987:79935length=101	1.2.1.69
ERR599063.sra.9353764/1PHOSPHORE:0133:0:1:1303:17387:79942length=101	3.6.3.14
ERR599063.sra.9353764/2PHOSPHORE:0133:0:1:1303:17387:79942length=101	3.6.3.14
ERR599063.sra.9353765/2PHOSPHORE:0133:0:1:1303:17281:79942length=101	3.5.4.16
ERR599063.sra.9353775/2PHOSPHORE:0133:0:1:1303:17596:79890length=101	1.1.1.136
ERR599063.sra.9353815/2PHOSPHORE:0133:0:1:1303:19364:79975length=101	4.2.1.11
ERR599063.sra.9353840/1PHOSPHORE:0133:0:1:1303:20214:79953length=101	3.6.3.14
ERR599063.sra.9353840/2PHOSPHORE:0133:0:1:1303:20214:79953length=101	3.6.3.14
ERR599063.sra.9353895/1PHOSPHORE:0133:0:1:1303:2349:80026length=100	3.4.21.92
ERR599063.sra.9353898/1PHOSPHORE:0133:0:1:1303:2411:80149length=101	2.5.1.47
ERR599063.sra.9353901/1PHOSPHORE:0133:0:1:1303:2354:80217length=101	6.2.1.1
ERR599063.sra.9353901/2PHOSPHORE:0133:0:1:1303:2354:80217length=101	6.2.1.1
ERR599063.sra.9353937/1PHOSPHORE:0133:0:1:1303:3555:80084length=101	3.6.3.14
ERR599063.sra.9353952/2PHOSPHORE:0133:0:1:1303:4141:80069length=101	3.6.3.14
ERR599063.sra.9353954/1PHOSPHORE:0133:0:1:1303:4109:80107length=96	6.2.1.5
ERR599063.sra.9353958/1PHOSPHORE:0133:0:1:1303:4020:80182length=101	4.2.1.2
ERR599063.sra.9353958/2PHOSPHORE:0133:0:1:1303:4020:80182length=101	4.2.1.2
ERR599063.sra.9354019/2PHOSPHORE:0133:0:1:1303:6039:80206length=101	2.7.4.3
ERR599063.sra.9354020/1PHOSPHORE:0133:0:1:1303:6075:80214length=101	4.1.3.27
ERR599063.sra.9354051/2PHOSPHORE:0133:0:1:1303:7365:80001length=101	3.6.5.n1
ERR599063.sra.9354195/1PHOSPHORE:0133:0:1:1303:11835:80085length=101	1.17.4.1
ERR599063.sra.9354206/2PHOSPHORE:0133:0:1:1303:12066:80174length=101	6.4.1.1
ERR599063.sra.9354229/1PHOSPHORE:0133:0:1:1303:12820:80143length=100	5.3.1.13
ERR599063.sra.9354229/2PHOSPHORE:0133:0:1:1303:12820:80143length=101	5.3.1.13
ERR599063.sra.9354241/2PHOSPHORE:0133:0:1:1303:13270:80189length=101	2.6.1.16
ERR599063.sra.9354271/1PHOSPHORE:0133:0:1:1303:14982:80209length=94	6.2.1.5
ERR599063.sra.9354271/2PHOSPHORE:0133:0:1:1303:14982:80209length=101	6.2.1.5
ERR599063.sra.9354282/1PHOSPHORE:0133:0:1:1303:15468:80216length=101	2.7.4.22
ERR599063.sra.9354288/1PHOSPHORE:0133:0:1:1303:15983:80154length=101	2.7.4.6
ERR599063.sra.9354290/2PHOSPHORE:0133:0:1:1303:15765:80203length=101	6.3.4.4
ERR599063.sra.9354339/1PHOSPHORE:0133:0:1:1303:17260:80142length=101	2.6.1.81
ERR599063.sra.9354339/2PHOSPHORE:0133:0:1:1303:17260:80142length=101	2.6.1.81
ERR599063.sra.9354389/1PHOSPHORE:0133:0:1:1303:18894:80078length=100	6.1.1.12
ERR599063.sra.9354389/2PHOSPHORE:0133:0:1:1303:18894:80078length=101	6.1.1.12	6.1.1.23
ERR599063.sra.9354421/1PHOSPHORE:0133:0:1:1303:19875:80211length=101	3.3.1.1
ERR599063.sra.9354421/2PHOSPHORE:0133:0:1:1303:19875:80211length=101	3.3.1.1
ERR599063.sra.9354438/1PHOSPHORE:0133:0:1:1303:20482:80099length=101	1.10.3.9
ERR599063.sra.9354438/2PHOSPHORE:0133:0:1:1303:20482:80099length=101	1.10.3.9
ERR599063.sra.9354486/1PHOSPHORE:0133:0:1:1303:1795:80337length=101	2.1.2.10
ERR599063.sra.9354486/2PHOSPHORE:0133:0:1:1303:1795:80337length=96	2.1.2.10
ERR599063.sra.9354493/1PHOSPHORE:0133:0:1:1303:2232:80282length=101	1.3.3.3
ERR599063.sra.9354493/2PHOSPHORE:0133:0:1:1303:2232:80282length=101	1.3.3.3
ERR599063.sra.9354496/2PHOSPHORE:0133:0:1:1303:2160:80372length=101	2.8.4.3
ERR599063.sra.9354561/1PHOSPHORE:0133:0:1:1303:4758:80254length=101	1.1.1.85
ERR599063.sra.9354579/1PHOSPHORE:0133:0:1:1303:5293:80372length=100	2.1.1.13
ERR599063.sra.9354631/1PHOSPHORE:0133:0:1:1303:7102:80473length=101	5.4.2.11
ERR599063.sra.9354631/2PHOSPHORE:0133:0:1:1303:7102:80473length=101	5.4.2.11
ERR599063.sra.9354682/1PHOSPHORE:0133:0:1:1303:9346:80374length=100	2.7.1.90
ERR599063.sra.9354682/2PHOSPHORE:0133:0:1:1303:9346:80374length=101	2.7.1.90
ERR599063.sra.9354689/2PHOSPHORE:0133:0:1:1303:9540:80434length=101	6.3.5.7
ERR599063.sra.9354704/2PHOSPHORE:0133:0:1:1303:10358:80273length=100	3.6.3.14
ERR599063.sra.9354753/1PHOSPHORE:0133:0:1:1303:11626:80457length=101	6.4.1.1
ERR599063.sra.9354771/2PHOSPHORE:0133:0:1:1303:12261:80396length=101	5.99.1.3
ERR599063.sra.9354811/1PHOSPHORE:0133:0:1:1303:13953:80477length=101	2.3.3.9
ERR599063.sra.9354820/2PHOSPHORE:0133:0:1:1303:14320:80483length=101	3.4.11.18
ERR599063.sra.9354871/1PHOSPHORE:0133:0:1:1303:16192:80317length=101	6.1.1.7
ERR599063.sra.9354871/2PHOSPHORE:0133:0:1:1303:16192:80317length=101	6.1.1.7
ERR599063.sra.9354885/1PHOSPHORE:0133:0:1:1303:16594:80326length=101	2.1.2.2
ERR599063.sra.9354897/1PHOSPHORE:0133:0:1:1303:16954:80388length=101	6.1.1.11
ERR599063.sra.9354908/2PHOSPHORE:0133:0:1:1303:17155:80423length=101	6.1.1.20
ERR599063.sra.9354915/1PHOSPHORE:0133:0:1:1303:17436:80393length=101	4.2.1.2
ERR599063.sra.9354915/2PHOSPHORE:0133:0:1:1303:17436:80393length=101	4.2.1.2
ERR599063.sra.9354930/1PHOSPHORE:0133:0:1:1303:18132:80476length=101	4.2.1.11
ERR599063.sra.9354930/2PHOSPHORE:0133:0:1:1303:18132:80476length=101	4.2.1.11
ERR599063.sra.9354966/1PHOSPHORE:0133:0:1:1303:19385:80385length=101	1.1.1.23
ERR599063.sra.9354968/1PHOSPHORE:0133:0:1:1303:19518:80293length=101	1.97.1.12
ERR599063.sra.9354985/2PHOSPHORE:0133:0:1:1303:20004:80372length=101	2.7.7.6
ERR599063.sra.9355013/1PHOSPHORE:0133:0:1:1303:21104:80334length=101	1.17.4.1
ERR599063.sra.9355050/1PHOSPHORE:0133:0:1:1303:2265:80639length=101	1.97.1.12
ERR599063.sra.9355050/2PHOSPHORE:0133:0:1:1303:2265:80639length=101	1.97.1.12
ERR599063.sra.9355071/1PHOSPHORE:0133:0:1:1303:3076:80728length=101	2.7.7.6
ERR599063.sra.9355071/2PHOSPHORE:0133:0:1:1303:3076:80728length=101	2.7.7.6
ERR599063.sra.9355081/1PHOSPHORE:0133:0:1:1303:3263:80709length=101	1.11.1.21
ERR599063.sra.9355081/2PHOSPHORE:0133:0:1:1303:3263:80709length=101	1.11.1.21
ERR599063.sra.9355107/1PHOSPHORE:0133:0:1:1303:4702:80687length=101	2.7.11.1
ERR599063.sra.9355107/2PHOSPHORE:0133:0:1:1303:4702:80687length=101	2.7.11.1
ERR599063.sra.9355109/1PHOSPHORE:0133:0:1:1303:4555:80715length=101	3.2.2.20
ERR599063.sra.9355134/1PHOSPHORE:0133:0:1:1303:5610:80513length=101	6.3.5.2
ERR599063.sra.9355134/2PHOSPHORE:0133:0:1:1303:5610:80513length=101	6.3.5.2
ERR599063.sra.9355149/2PHOSPHORE:0133:0:1:1303:5927:80672length=101	1.2.1.11
ERR599063.sra.9355154/2PHOSPHORE:0133:0:1:1303:6215:80635length=101	1.8.1.9
ERR599063.sra.9355160/1PHOSPHORE:0133:0:1:1303:6435:80625length=101	3.6.3.14
ERR599063.sra.9355160/2PHOSPHORE:0133:0:1:1303:6435:80625length=101	3.6.3.14
