SRR2089207
ERR770995
ERR599082
ERR2098376
ERR694137
ERR1987991
ERR2604105
ERR868363
ERR598947
ERR868350
SRR1029019
ERR1662521
SRR931753
ERR594372
SRR1230756
ERR1662337
ERR1726622
ERR1726530
ERR599042
ERR2841088
ERR599091
ERR868405
ERR599364
ERR2206766
ERR2017142
ERR1662354
ERR537637
ERR1726732
ERR2762141
ERR2163668
ERR2206787
ERR694112
ERR1726850
ERR1662396
SRR5002394
SRR931752
ERR1726970
ERR1726717
ERR2168923
ERR2762162
ERR420363
ERR420367
SRR1539382
SRR1202091
SRR5002345
ERR1726770
SRR1202095
ERR694212
ERR1987903
ERR1662195
SRR931755
ERR1726633
ERR3130422
ERR599138
ERR599143
SRR2083509
ERR1988144
ERR2098377
SRR2962430
ERR732064
SRR2089157
SRR931150
ERR864075
ERR599283
ERR771056
ERR771099
ERR1988169
ERR1678111
SRR1029013
ERR1987884
ERR2508276
ERR1662363
SRR1916583
ERR2185446
ERR3363721
ERR599351
ERR868049
ERR1662207
ERR599030
ERR1662285
ERR538190
SRR2088938
ERR599208
ERR1988114
ERR1988121
ERR1662365
SRR2103010
ERR599362
ERR771027
ERR1988090
ERR1662417
ERR1664707
ERR599109
ERR1726539
ERR599240
ERR594311
ERR599062
ERR868504
ERR868427
ERR2196984
ERR675376
SRR1564301
ERR2241681
ERR675361
ERR2764809
SRR3223201
ERR1135417
ERR1135246
ERR2241772
ERR997117
ERR2241887
ERR2764878
ERR2241647
ERR2200610
SRR9018576
ERR675599
ERR2560626
ERR996802
SRR9018554
ERR2241777
ERR675672
ERR1135441
ERR2764928
ERR2241727
ERR2765036
ERR997085
SRR2008167
ERR2764921
ERR1543583
ERR3144406
ERR675433
ERR675614
ERR2011072
ERR2026962
ERR675570
SRR1747026
ERR982842
SRR2835673
SRR925829
ERR906486
ERR2241862
ERR997142
ERR1854461
ERR1762092
SRR1283433
ERR982846
ERR2026955
ERR2391762
ERR1135366
ERR3342497
ERR2764837
ERR1762083
ERR1135739
ERR996658
ERR1367877
ERR1135614
SRR4032504
ERR1135283
ERR675684
ERR2764984
ERR997153
ERR1135589
ERR1135324
ERR675631
ERR1762127
ERR675592
ERR1135385
ERR997393
ERR2889256
ERR982827
ERR997140
SRR4032642
ERR1135379
ERR2241719
ERR1989795
ERR1135286
ERR996880
ERR1840888
ERR1135258
SRR5078291
ERR878263
ERR675611
SRR4032603
ERR2019375
ERR997370
ERR1367847
SRR4032615
ERR2241707
ERR2560678
ERR2241715
ERR1135453
SRR4032482
ERR2019370
ERR2764841
ERR1989802
ERR2200547
ERR2136659
ERR675677
ERR2560671
ERR3144403
ERR1877693
ERR2603212
ERR2767285
SRR3402030
SRR2938273
SRR1238197
ERR1877887
SRR988092
ERR3046351
SRR2029815
ERR1877878
SRR2938584
ERR1676590
ERR671910
SRR1168413
ERR2603134
ERR2767286
SRR1586262
SRR1238258
ERR1877652
SRR908279
SRR1562002
ERR671919
ERR2603145
ERR2004600
ERR1877929
SRR1586284
SRR3401951
ERR2603175
ERR2603199
SRR1238289
ERR1877905
SRR3402036
SRR1238268
ERR2603088
ERR1742273
ERR2603085
SRR5098322
ERR2603304
SRR5098280
ERR1700760
SRR2938340
SRR2938557
SRR1238357
ERR1700757
ERR1877722
ERR687891
ERR2587970
ERR2698926
SRR5098321
ERR2603190
ERR1877676
SRR1586280
ERR2603064
SRR1238358
SRR1561998
ERR2603119
ERR2603255
ERR2767291
ERR1700697
ERR2603049
ERR1877912
ERR981203
SRR1023760
SRR1190306
ERR2603093
ERR2603229
ERR2603071
ERR2603044
ERR1877656
ERR2603277
SRR5262251
ERR2431957
SRR1586317
ERR2603270
ERR1877823
ERR1700686
ERR2603050
ERR2603153
ERR753918
SRR1157617
ERR2698925
SRR5098283
ERR2603040
ERR671921
ERR2004604
ERR2004611
ERR2004609
ERR1700751
SRR1238378
ERR2767290
SRR1586275
ERR2677807
ERR753928
SRR1238271
ERR2767293
ERR1877832
ERR2603036
ERR2282017
ERR1700722
ERR1743339
ERR2215870
ERR1811640
SRR955533
ERR1743278
ERR1743374
ERR1811649
ERR2721187
ERR2721174
ERR1201180
ERR1725849
ERR688348
ERR575695
ERR970591
SRR5149604
ERR1730305
SRR3715733
ERR970605
SRR2902415
ERR1811641
ERR575710
SRR5239611
SRR5239609
SRR1555744
ERR1743330
ERR1811643
SRR3620786
ERR1743370
ERR575708
ERR970611
ERR1743299
SRR5808820
ERR1811658
ERR1811624
ERR1743306
ERR1811632
ERR2179512
ERR1457091
ERR575696
ERR1743390
ERR1560015
ERR970610
ERR476713
SRR5808813
ERR1726434
ERR1743373
ERR970590
ERR1743357
SRR4069404
ERR2721171
ERR1811655
ERR1560024
SRR5808805
SRR1627906
ERR1743297
SRR5453780
ERR1726989
SRR3584976
SRR4069407
SRR955534
ERR688353
SRR5239610
ERR1201175
ERR1726983
SRR4069408
SRR5808830
ERR1743322
ERR1811645
SRR1735540
ERR2721188
ERR2215871
ERR257713
ERR1201177
ERR970616
ERR1560104
ERR970613
SRR1627905
ERR1743295
SRR3584982
SRR2605793
ERR1811653
SRR5189788
SRR5149596
ERR1560098
ERR1730306
SRR5149189
SRR5808826
ERR1743372
ERR1743363
ERR1560103
ERR1743371
ERR257715
ERR2721176
ERR1201179
ERR1811652
ERR2215874
ERR1811638
ERR688344
ERR575698
ERR2721189
ERR3173388
ERR1356726
ERR1823510
ERR1823511
SRR2938129
SRR2938611
SRR2938128
SRR5891520
SRR1702225
ERR1352957
SRR1313284
SRR2938615
SRR1145916
SRR1237783
SRR636559
SRR5192446
SRR1506988
ERR1356748
ERR1746303
SRR2121924
ERR977421
ERR276848
ERR712368
ERR712384
SRR1702229
ERR1356750
SRR2938603
SRR2938597
SRR1763383
SRR3997477
ERR1076079
ERR1746302
SRR2938618
ERR1414242
ERR1414219
ERR712386
ERR712376
ERR1414276
ERR1414224
ERR1414261
ERR1251272
ERR977417
ERR1076073
ERR1352959
SRR1702232
ERR977416
SRR1106700
ERR1414274
SRR1616983
SRR2119802
ERR3173386
ERR1352961
SRR1313275
ERR977403
ERR525596
ERR1414257
ERR1414244
ERR1356716
SRR3330206
SRR2938621
SRR1616981
SRR2938328
SRR2106649
ERR1352947
ERR1414248
SRR554367
ERR712382
ERR712380
SRR1106773
ERR712369
ERR1356740
ERR1356730
SRR2938132
ERR1101751
ERR2586215
SRR1106711
SRR2938596
SRR2938610
ERR977415
SRR1763384
SRR1258099
ERR1356720
ERR1414268
SRR1702226
SRR628916
ERR712379
ERR1414228
SRR2082604
ERR712387
ERR1356692
ERR1352935
ERR1414235
ERR1356694
SRR2082607
SRR2082602
ERR1414240
ERR1352911
SRR1106873
ERR1414225
ERR1352903
ERR2022397
SRR3944646
ERR1299061
ERR2144870
SRR2924468
ERR2144881
ERR2709813
ERR2709795
ERR3427606
ERR2969986
SRR3620818
ERR3427591
ERR2145416
ERR2819887
ERR2709785
ERR2145408
ERR2969989
ERR2145425
ERR2145406
ERR1288712
ERR2709736
ERR2145414
ERR2969999
ERR2145402
ERR2144894
ERR2145429
ERR2145440
ERR2145435
ERR2709807
ERR2709788
ERR2145424
SRR1511008
SRR3620816
SRR1754160
ERR2709731
ERR2114806
ERR2027884
ERR2144884
ERR2022384
ERR2709779
ERR2709780
SRR1511002
SRR1510970
ERR2709734
ERR2969994
ERR2709799
ERR2709791
ERR2709744
SRR1754159
ERR2819894
ERR2145444
ERR2022388
ERR2709758
ERR2144882
ERR2145413
ERR2709732
ERR2144868
ERR2709797
ERR3427598
ERR3427600
ERR2144872
ERR2145434
ERR2145415
ERR2022385
SRR1510998
ERR2709768
SRR6713916
ERR2145428
ERR2709769
ERR2709726
ERR2709730
ERR2114811
ERR2144899
SRR1510989
ERR2709806
ERR2709720
ERR2709760
ERR2709715
ERR2145421
ERR2022396
ERR2022395
ERR2709811
SRR1510979
ERR2709805
ERR3427593
ERR2709817
ERR1654121
SRR2924465
ERR3427589
ERR2709754
ERR2709738
ERR2709766
ERR3427590
ERR2709783
ERR2145443
ERR2709815
ERR2709725
ERR2709772
ERR2145396
ERR2144880
SRR2938343
ERR1995157
SRR1023042
ERR2239845
DRR066655
ERR2239862
ERR2298567
ERR2298591
SRR1314212
ERR2041960
SRR1302878
ERR2298554
ERR2298603
ERR2239837
ERR1661353
ERR2298564
ERR1424938
SRR1313788
ERR2298550
ERR2041962
ERR1353018
ERR2298552
ERR2239839
DRR066659
DRR027592
ERR2239866
ERR2239858
DRR027591
ERR1025317
ERR2041969
ERR2298590
ERR2239872
SRR1298745
ERR2298576
ERR2298570
SRR1298746
ERR1353139
SRR1589612
ERR1981174
DRR066660
ERR2239852
ERR2298595
SRR1298750
ERR2298600
ERR2298584
ERR2583791
ERR2298561
ERR1025323
DRR027586
SRR4048938
DRR027587
ERR2583792
ERR2041966
ERR2239878
ERR1698993
ERR1025324
ERR2239863
ERR2672656
ERR1698994
ERR2298601
ERR2239857
SRR1746746
ERR1358754
ERR2239850
SRR1302879
SRR1589615
ERR2239846
ERR1078382
ERR2298586
ERR2239880
SRR866660
SRR1054200
SRR4048937
DRR066658
DRR046818
ERR2298558
SRR2938067
SRR2938573
SRR2938556
ERR2298581
SRR1314214
ERR2271549
ERR1025322
SRR2938589
ERR1353019
ERR2239842
SRR866665
ERR1995201
ERR2239855
ERR2239854
ERR2298579
ERR1698989
ERR2298575
SRR1314600
ERR2298604
ERR2298569
ERR1078377
ERR2239853
ERR2239860
ERR1353020
SRR4293691
ERR2105757
SRR925398
ERR2437276
SRR3341746
ERR1739698
SRR1171647
SRR5266476
ERR1878606
ERR1855552
ERR1878617
SRR948505
ERR1924357
ERR2020020
ERR2407578
ERR2020015
ERR1855546
SRR2124832
ERR1739692
SRR830624
ERR2020031
ERR1855547
ERR2020034
SRR2556886
ERR2020018
SRR2556883
ERR2105752
ERR2020036
ERR1855545
ERR2105756
SRR3503429
ERR2020016
ERR1855549
ERR2020026
ERR2020023
ERR1739696
ERR1855538
SRR4068858
SRR948829
SRR1707409
SRR3503430
SRR4293692
ERR1855543
SRR3503433
ERR1855540
ERR1739699
ERR1855553
ERR1855539
SRR3503435
ERR1739693
SRR845265
ERR1739691
ERR3440449
ERR2020035
ERR1855554
ERR2020021
ERR2020025
ERR1855556
ERR2020033
ERR1855535
SRR636570
ERR2020024
SRR3503432
ERR3440448
ERR1855550
ERR1739694
SRR3503431
ERR1855551
ERR1543536
ERR2163669
SRR3341855
ERR1876141
ERR1855541
ERR2437277
ERR2020014
ERR1855537
ERR2020028
ERR1855542
ERR2020027
ERR2020022
ERR2020030
ERR1855544
ERR2020029
ERR1855555
ERR1855548
SRR5169068
SRR830622
SRR636581
SRR830625
SRR2556884
SRR5169067
SRR943333
ERR2020019
ERR1739697
SRR3503434
ERR1739695
ERR2020037
ERR2020032
ERR2407577
ERR3440447
SRR1554980
ERR1332636
ERR1332602
ERR1332603
ERR1332594
ERR1332595
ERR1332596
ERR1332597
ERR1332598
ERR1332599
ERR1332600
ERR1332601
SRR1577787
SRR1577788
SRR1577785
SRR1577786
SRR1577791
SRR1577792
SRR1577789
SRR1577790
SRR1577795
SRR1577796
ERR1332627
ERR1332584
ERR1332590
ERR1332583
SRR1577775
SRR1577777
SRR1577776
SRR1577778
SRR1577780
SRR1577779
SRR1577782
SRR1577784
SRR1577783
SRR1577797
SRR1577798
SRR1577800
SRR1577802
SRR1577803
SRR1577805
SRR1577807
SRR1577814
SRR1577815
ERR1332623
ERR1332622
ERR1332618
ERR1332621
ERR1332615
ERR1332614
ERR1332617
ERR1332606
ERR1332607
ERR1332604
ERR1332605
ERR1332610
ERR1332625
ERR1332631
ERR1332632
ERR1332633
ERR1332586
ERR1332613
ERR1332609
ERR1332611
ERR1332608
SRR1595973
SRR1554967
SRR1577771
SRR1577773
SRR1577772
SRR1577774
ERR1332593
ERR1332587
ERR1332585
ERR1332591
ERR1332589
ERR1332588
SRR1577781
ERR2699808
ERR2699807
ERR2699806
ERR2699805
ERR2699812
ERR2699811
ERR2699809
ERR2699813
ERR2739197
ERR2726523
ERR589507
ERR1578700
ERR912019
SRR4305072
SRR5935850
ERR209334
SRR4408124
SRR2938379
ERR2227788
SRR3132157
ERR1190716
ERR636389
ERR688489
SRR5127829
ERR719542
SRR961855
SRR5155773
ERR1728346
ERR589580
ERR1297763
SRR2565947
SRR3582150
SRR1647078
ERR2739325
ERR1297567
SRR5127608
ERR2739158
SRR957745
ERR1293615
ERR2227608
SRR1647335
SRR4305189
ERR2739358
SRR4435948
ERR1190663
SRR4305272
SRR5056916
ERR912025
ERR748108
ERR1727723
SRR5156197
ERR719942
SRR2940888
SRR4305351
SRR5057020
SRR5275431
SRR5275444
ERR719072
ERR2227847
ERR748116
SRR5155929
ERR589780
ERR1293820
ERR688613
SRR3132139
ERR2017711
ERR2739077
ERR1600679
ERR1190840
ERR1727842
ERR2017522
SRR1647471
SRR1622850
SRR5056659
ERR209586
SRR5127632
ERR1297530
ERR1190669
SRR1632463
ERR719694
SRR5057010
SRR1761707
SRR5091553
ERR1728899
SRR5127678
ERR589726
ERR210324
ERR719466
SRR5032338
ERR719890
ERR209690
ERR210525
SRR5365394
SRR2005538
ERR3342975
ERR1297523
ERR3342973
SRR3183855
ERR209264
SRR5091589
ERR720239
ERR1121385
ERR719400
ERR1913263
ERR589383
ERR1728994
ERR748013
SRR5155997
