epoch,train_loss,valid_loss,accuracy,time
0,33.442207,#na#,08:17
epoch,train_loss,valid_loss,accuracy,time
0,4.497586,4.592407,0.038211,1:48:48
epoch,train_loss,valid_loss,accuracy,time
0,0.875609,1.927097,0.552844,3:36:33
epoch,train_loss,valid_loss,accuracy,time
0,0.584688,1.375202,0.680921,3:50:22
epoch,train_loss,valid_loss,accuracy,time
0,0.434554,1.135137,0.737783,3:46:57
epoch,train_loss,valid_loss,accuracy,time
0,0.361932,0.973130,0.774239,3:26:53
epoch,train_loss,valid_loss,accuracy,time
0,0.313390,0.867481,0.798350,3:45:15
epoch,train_loss,valid_loss,accuracy,time
0,0.354007,0.799048,0.814099,3:48:34
epoch,train_loss,valid_loss,accuracy,time
0,0.256457,0.733522,0.829184,3:35:50
epoch,train_loss,valid_loss,accuracy,time
0,0.241185,0.689377,0.839722,3:32:20
epoch,train_loss,valid_loss,accuracy,time
0,0.234076,0.659084,0.846160,3:47:52
epoch,train_loss,valid_loss,accuracy,time
0,0.295476,0.628793,0.853426,3:31:42
epoch,train_loss,valid_loss,accuracy,time
0,0.223487,0.606660,0.858963,3:50:41
epoch,train_loss,valid_loss,accuracy,time
0,0.231124,0.610902,0.858011,2:09:47
